"StartDate","Count","Class"
"01-01","4","M"
"01-06","6","M"
"01-11","6","M"
"01-16","5","M"
"01-21","5","M"
"01-26","7","H"
"01-31","7","H"
"02-05","6","M"
"02-10","6","M"
"02-15","6","M"
"02-20","6","M"
"02-25","5","M"
"03-02","6","M"
"03-07","4","M"
"03-12","1","L"
"03-17","5","M"
"03-22","5","M"
"03-27","6","M"
"04-01","7","H"
"04-06","6","M"
"04-11","5","M"
"04-16","5","M"
"04-21","4","M"
"04-26","5","M"
"05-01","3","L"
"05-06","3","L"
"05-11","4","M"
"05-16","4","M"
"05-21","2","L"
"05-26","3","L"
"05-31","2","L"
"06-05","2","L"
"06-10","1","L"
"06-15","2","L"
"06-20","3","L"
"06-25","3","L"
"06-30","4","M"
"07-05","3","L"
"07-10","4","M"
"07-15","5","M"
"07-20","3","L"
"07-25","4","M"
"07-30","3","L"
"08-04","0","L"
"08-09","1","L"
"08-14","1","L"
"08-19","3","L"
"08-24","4","M"
"08-29","5","M"
"09-03","3","L"
"09-08","4","M"
"09-13","3","L"
"09-18","6","M"
"09-23","4","M"
"09-28","4","M"
"10-03","5","M"
"10-08","5","M"
"10-13","5","M"
"10-18","4","M"
"10-23","3","L"
"10-28","4","M"
"11-02","3","L"
"11-07","1","L"
"11-12","1","L"
"11-17","1","L"
"11-22","2","L"
"11-27","3","L"
"12-02","4","M"
