"331","540120","542730"
"322","540120","542590"
"277","533910","548430"
"277","518860","528360"
"250","514630","522030"
"249","533910","542590"
"241","530830","542590"
"239","524950","535640"
"237","583670","587540"
"236","533520","548430"
"227","533910","548630"
"219","540260","542920"
"217","533360","535640"
"216","518860","527370"
"215","533910","543770"
"211","524950","537870"
"198","540260","542730"
"194","530830","542730"
"192","583670","591340"
"192","533520","548630"
"191","533520","542590"
"189","533910","542730"
"186","548230","583450"
"183","540120","542920"
"183","533360","548430"
"181","533910","548230"
"179","583450","587540"
"176","533520","548230"
"170","533910","542920"
"167","540120","543770"
"160","530830","543770"
"158","533360","548630"
"155","524950","548430"
"154","533360","548230"
"153","536460","548430"
"151","533360","537870"
"151","524360","537050"
"150","536460","537870"
"149","536460","583670"
"146","536460","582210"
"144","583670","593160"
"142","533910","548080"
"142","524950","548230"
"141","504340","508880"
"141","548230","583670"
"140","540120","543370"
"139","540260","543770"
"138","533520","548080"
"137","530830","543370"
"136","514630","524360"
"136","536460","583450"
"135","548230","582210"
"133","514630","524180"
"133","533520","537870"
"132","530830","548630"
"132","533520","543770"
"130","533520","535640"
"128","540260","542590"
"124","533360","548080"
"124","524360","535640"
"123","527870","535640"
"121","530830","548430"
"120","536460","548230"
"120","527870","537870"
"119","533910","582210"
"118","524180","535640"
"118","536460","548630"
"118","535640","583450"
"117","582210","586330"
"117","524360","536460"
"117","530830","542920"
"116","537050","537870"
"116","540120","508880"
"116","586330","593160"
"115","582210","583450"
"113","578160","594310"
"113","505640","508880"
"113","518860","528180"
"113","583450","591340"
"112","524360","524950"
"112","536460","548080"
"112","548430","583450"
"112","582210","587540"
"111","537050","539590"
"111","526020","528360"
"110","548080","583450"
"110","552790","562470"
"109","527870","536460"
"108","533520","582210"
"108","522030","524950"
"106","543370","542920"
"106","524950","548630"
"105","535640","583670"
"104","586330","591340"
"104","537870","583450"
"103","533910","583670"
"103","524950","548080"
"102","533520","542730"
"101","539230","539590"
"101","583670","589680"
"101","540120","548430"
"100","524360","539230"
"100","524950","582210"
"100","533360","582210"
"100","518860","527870"
"100","524180","537050"
"100","526020","527370"
"99","501360","508880"
"98","527870","539590"
"98","526020","560650"
"98","528180","560650"
"98","533910","543370"
"97","540120","548630"
"97","524950","536460"
"96","537050","583670"
"95","537050","582210"
"95","552790","561060"
"93","537050","583450"
"93","536460","539590"
"92","578160","590070"
"92","583670","586330"
"92","583450","593160"
"91","533360","543770"
"91","548630","587540"
"91","524180","536460"
"90","548230","548430"
"90","528180","527370"
"90","527870","548230"
"89","537050","548430"
"89","578160","594930"
"88","522030","527870"
"88","533910","537870"
"88","524180","537870"
"88","504340","542730"
"87","552280","552790"
"87","543370","543770"
"87","524950","539590"
"87","552280","560040"
"86","552790","561670"
"86","548080","583670"
"86","533520","542920"
"85","524360","537870"
"85","548430","587540"
"85","535640","548630"
"85","533360","542590"
"84","518860","560650"
"84","533360","543370"
"83","548430","583670"
"82","530830","548230"
"82","533520","543370"
"82","548230","586330"
"82","548430","586330"
"82","574760","575980"
"81","590070","598450"
"81","533520","583670"
"81","501360","505640"
"80","533910","583450"
"80","578160","594560"
"80","533360","545110"
"80","528180","528360"
"79","530830","545110"
"79","542590","542920"
"79","548230","548630"
"79","578160","591170"
"79","548080","582210"
"79","583670","591170"
"78","537870","583670"
"78","535640","543770"
"78","575980","587540"
"77","533360","583670"
"77","536460","535640"
"77","537050","548230"
"76","583450","586330"
"76","543370","542730"
"76","540120","545110"
"76","574760","577450"
"75","535640","548430"
"75","540260","508880"
"74","533910","545110"
"74","522030","537050"
"73","560040","561670"
"73","535640","542920"
"73","527870","548080"
"73","578160","592780"
"72","586330","591170"
"72","524950","583670"
"72","524360","533520"
"72","582210","591340"
"72","543370","548630"
"71","528360","560650"
"71","586330","587540"
"71","590070","569850"
"71","574760","586330"
"71","537870","586330"
"71","583670","592780"
"71","582210","583670"
"71","527370","560650"
"71","504340","542920"
"70","524950","533910"
"70","575980","591170"
"70","524360","539590"
"70","586330","592780"
"70","539230","583670"
"70","524180","527870"
"69","526020","537050"
"69","524360","533360"
"69","539230","582210"
"69","522030","536460"
"69","552280","561060"
"68","524180","533360"
"68","540260","545110"
"67","530830","548080"
"67","537050","548630"
"67","522030","533360"
"67","583450","589680"
"67","535640","582210"
"66","526020","536460"
"66","575980","594310"
"66","540260","543370"
"66","587540","593160"
"66","560040","560650"
"66","524950","542590"
"65","536460","543770"
"65","524360","527870"
"65","583670","593580"
"65","583450","592780"
"65","578160","569850"
"64","582210","575980"
"64","539230","574760"
"64","539230","575980"
"64","533520","583450"
"64","524180","524950"
"63","524950","543370"
"63","561060","561670"
"63","524180","539230"
"63","537050","548080"
"62","578160","598450"
"62","524950","543770"
"62","583670","594930"
"62","530830","540260"
"62","583450","591170"
"62","548630","591340"
"62","518280","518860"
"61","583450","594930"
"61","537870","575980"
"61","514310","522030"
"60","539230","583450"
"60","590070","593580"
"59","594310","598450"
"59","526020","539590"
"58","540260","548630"
"58","548080","548430"
"58","575980","592780"
"58","524950","537050"
"58","575980","594560"
"58","524360","533910"
"58","578160","591340"
"58","586330","593580"
"57","591340","593160"
"57","575980","594930"
"57","582210","589680"
"57","578160","593160"
"57","586330","594930"
"56","537050","535640"
"56","548630","586330"
"56","533360","583450"
"56","526020","527870"
"55","536460","575980"
"55","533360","533910"
"55","524950","583450"
"55","577450","586330"
"54","590070","594560"
"54","577450","591170"
"54","514310","514630"
"54","522030","535640"
"54","527870","537050"
"54","527870","548430"
"54","586330","594310"
"53","526020","533360"
"53","582210","593160"
"53","548430","591340"
"53","539230","537870"
"53","537870","587540"
"53","577450","592780"
"53","542590","543770"
"53","524360","548230"
"53","524950","539230"
"53","533520","545110"
"53","543770","587540"
"53","548080","575980"
"53","533360","539590"
"52","518860","560040"
"52","548230","575980"
"52","578160","587540"
"52","548080","548630"
"52","577450","594560"
"52","540120","548230"
"51","589680","593160"
"51","582210","577450"
"51","524950","545110"
"51","542590","542730"
"51","518860","526020"
"51","577450","594310"
"51","548230","587540"
"51","537870","577450"
"51","548430","589680"
"51","564920","578160"
"51","575980","586330"
"51","586330","594560"
"50","575980","591340"
"50","518860","537050"
"50","537870","591340"
"50","530830","508880"
"50","524180","539590"
"49","583450","594310"
"49","590070","594930"
"49","536460","586330"
"49","537050","575980"
"49","560650","561670"
"49","590070","593160"
"49","539230","586330"
