"434","540120","542590"
"419","540120","542730"
"376","518860","528360"
"367","533910","548430"
"360","524950","535640"
"353","533910","542590"
"341","514630","522030"
"336","530830","542590"
"328","533360","535640"
"322","583670","587540"
"320","533520","548430"
"318","518860","527370"
"298","540260","542920"
"294","540260","542730"
"288","530830","542730"
"286","533910","542730"
"285","524950","537870"
"279","533520","542590"
"273","583670","591340"
"273","533910","548630"
"269","533910","543770"
"267","540120","542920"
"267","548230","583450"
"266","533910","548230"
"265","533520","548230"
"264","533360","548430"
"259","583450","587540"
"252","533360","548230"
"251","540120","543770"
"251","536460","548430"
"250","536460","537870"
"249","524950","548230"
"248","533520","548630"
"246","540120","543370"
"244","524360","537050"
"242","533910","542920"
"239","548230","582210"
"237","524950","548430"
"237","536460","582210"
"228","533910","548080"
"226","540260","542590"
"222","530830","543770"
"221","533520","548080"
"219","527870","536460"
"219","533360","537870"
"216","504340","508880"
"215","530830","548430"
"213","530830","543370"
"211","548230","583670"
"210","536460","583670"
"210","582210","583450"
"210","533910","543370"
"208","536460","548230"
"208","537050","537870"
"206","524950","536460"
"205","578160","594310"
"204","540260","543770"
"204","583670","593160"
"203","524950","548080"
"203","533360","548630"
"203","583450","591340"
"203","533520","535640"
"202","536460","548630"
"202","527870","537870"
"202","586330","593160"
"202","536460","583450"
"201","527870","535640"
"201","518860","528180"
"200","536460","548080"
"197","505640","508880"
"197","533520","543370"
"196","582210","586330"
"196","540120","508880"
"196","533520","543770"
"195","533520","542730"
"195","543370","542920"
"194","535640","583450"
"193","530830","542920"
"193","533360","548080"
"192","539230","539590"
"192","533910","582210"
"191","578160","590070"
"191","540120","548430"
"190","524360","535640"
"190","524180","535640"
"190","530830","548630"
"189","524360","536460"
"188","537050","539590"
"188","548080","583450"
"185","548430","583450"
"184","535640","583670"
"184","524360","524950"
"182","526020","527370"
"182","533360","542590"
"181","526020","528360"
"180","524180","537050"
"180","527870","539590"
"178","514630","524360"
"177","514630","524180"
"175","533520","537870"
"175","518860","527870"
"173","536460","535640"
"173","524180","536460"
"173","548080","582210"
"170","528180","560650"
"170","583670","589680"
"169","526020","560650"
"168","543370","543770"
"168","552790","561060"
"168","522030","524950"
"166","552790","562470"
"166","586330","591340"
"166","527870","548230"
"166","537870","583450"
"165","540120","548630"
"165","537050","582210"
"163","501360","508880"
"162","533910","583670"
"162","552280","552790"
"161","533520","582210"
"161","583670","586330"
"161","535640","582210"
"160","535640","548630"
"159","533360","545110"
"158","552790","561670"
"157","574760","577450"
"157","537050","548430"
"157","524950","582210"
"156","552280","560040"
"156","533910","537870"
"156","533360","582210"
"155","524950","548630"
"154","578160","591170"
"154","535640","548430"
"154","583450","586330"
"153","582210","587540"
"153","548230","548430"
"153","504340","542730"
"152","590070","598450"
"152","524360","539230"
"151","501360","505640"
"149","548080","583670"
"149","548230","548630"
"148","533360","543370"
"147","535640","543770"
"147","528180","528360"
"147","533360","543770"
"147","537050","548230"
"147","524180","524950"
"147","528180","527370"
"145","524950","539590"
"144","587540","593160"
"144","524950","537050"
"142","530830","540260"
"142","536460","539590"
"142","518860","560650"
"142","543370","542730"
"142","533520","542920"
"142","548430","583670"
"141","583450","593160"
"140","533520","583670"
"139","522030","527870"
"139","574760","575980"
"139","560040","561670"
"139","537870","583670"
"138","537050","583450"
"138","582210","583670"
"137","578160","594930"
"137","524950","533910"
"136","533910","545110"
"136","530830","548230"
"135","583670","591170"
"134","522030","537050"
"134","526020","527870"
"134","586330","587540"
"134","578160","594560"
"133","578160","569850"
"133","542590","542920"
"133","539230","582210"
"132","543370","548630"
"132","524180","527870"
"131","537050","583670"
"131","594310","598450"
"130","514310","514630"
"130","574760","586330"
"129","527370","560650"
"129","548630","587540"
"129","527870","548080"
"129","524360","527870"
"129","535640","542920"
"128","552280","561060"
"128","528360","560650"
"128","524360","537870"
"128","522030","536460"
"127","533360","583670"
"127","586330","591170"
"126","578160","598450"
"126","524180","533360"
"126","540120","545110"
"126","560040","560650"
"126","524950","542590"
"125","548430","586330"
"125","583670","592780"
"125","578160","592780"
"125","540260","508880"
"125","526020","537050"
"124","537050","535640"
"124","524180","537870"
"123","586330","592780"
"123","575980","587540"
"123","540260","543370"
"122","537050","548080"
"122","530830","545110"
"121","577450","586330"
"121","590070","569850"
"120","536460","543770"
"120","575980","591170"
"120","524360","533520"
"120","542590","543770"
"120","582210","591340"
"119","527870","537050"
"118","533520","545110"
"118","540260","545110"
"118","578160","591340"
"117","524360","533360"
"117","533360","533910"
"117","540260","548630"
"117","533910","583450"
"117","504340","542920"
"116","548230","586330"
"116","548430","587540"
"116","539230","574760"
"116","583450","589680"
"116","530830","548080"
"115","561060","561670"
"115","575980","594310"
"114","537870","586330"
"114","583670","593580"
"113","537870","575980"
"113","537870","582210"
"113","582210","575980"
"112","526020","539590"
"112","539230","575980"
"112","537050","548630"
"112","526020","536460"
"112","524950","543370"
"111","583450","592780"
"111","582210","589680"
"111","524180","539230"
"110","514310","522030"
"110","578160","587540"
"110","578160","593160"
"110","575980","586330"
"109","524180","539590"
"108","518860","526020"
"108","522030","533360"
"108","575980","594560"
"107","583670","594930"
"107","518860","560040"
"107","524360","539590"
"106","524360","548230"
"105","524360","533910"
"105","564920","578160"
"104","533360","583450"
"104","590070","593580"
"104","527870","539230"
"104","583450","591170"
"104","591340","593160"
"103","586330","594930"
"103","548230","543770"
"103","539230","583670"
"102","524950","539230"
"102","560650","561670"
"102","561060","562470"
"102","518280","518860"
"102","527870","533910"
"102","540120","540260"
"102","548080","548630"
"102","530830","582210"
"102","530830","508880"
"101","575980","592780"
"101","540120","548230"
"101","548230","575980"
"101","548630","591340"
"101","552280","555780"
"100","539230","583450"
"100","524950","543770"
"100","526020","524950"
"99","533360","536460"
"99","590070","594560"
"99","524950","583670"
"99","539230","537870"
"98","539590","574760"
"98","577450","591170"
"98","575980","594930"
"97","533360","542730"
"97","552790","564440"
"97","577450","594310"
"97","536460","542590"
"97","535640","542590"
"96","504340","505640"
"96","527870","533360"
"96","594560","598450"
"96","583450","594310"
"96","526020","533360"
"96","589680","593160"
"96","533520","583450"
"95","578160","586330"
"95","524950","545110"
"95","543370","542590"
"95","528180","537050"
"95","533520","533910"
"95","533910","535640"
"95","517090","518280"
"94","537870","587540"
"94","527870","560650"
"94","583450","594930"
"94","542590","542730"
"94","577450","587540"
"94","590070","594930"
"93","535640","586330"
"93","533360","542920"
"93","543770","587540"
"93","537050","543770"
"93","522030","517090"
"93","528360","539590"
"93","548230","574760"
"93","548080","548430"
"93","533360","539590"
"93","582210","577450"
"92","524180","533520"
"92","548630","586330"
"91","524360","518280"
"91","575980","591340"
"91","518860","537050"
"91","537870","591340"
"90","548430","589680"
"90","540260","548430"
"90","535640","542730"
"89","548230","589680"
"89","524180","533910"
"89","522030","535640"
"89","577450","592780"
"88","573280","578160"
"88","522030","539230"
"88","526020","573280"
"88","535640","548230"
"88","577450","594560"
"88","527870","548430"
"87","578160","589680"
"87","548630","589680"
"87","524360","548080"
"87","548430","591340"
"87","536460","574760"
"87","589680","593580"
"87","536460","575980"
"87","560040","562470"
"87","526020","535640"
"86","527370","561670"
"86","540120","548080"
"86","590070","593160"
"85","526020","539230"
"85","524180","518280"
"85","528360","573280"
"85","537870","577450"
"85","591170","598450"
"85","586330","593580"
"85","586330","594310"
"84","573280","577450"
"84","537870","589680"
"84","535640","548080"
"84","583670","594310"
"84","548080","575980"
"83","548230","542920"
"83","586330","594560"
"83","587540","591340"
"82","539590","582210"
"81","530830","583670"
"81","548630","593160"
"81","524360","517090"
"81","548080","586330"
"81","543370","582210"
"81","578160","593580"
"81","574760","583450"
"81","530830","540120"
"80","524180","528360"
"80","518860","524950"
"80","590070","589680"
"80","537870","574760"
"80","543770","591340"
"80","540120","505640"
"80","548230","577450"
"80","536460","578160"
"79","545110","582210"
"79","548630","583450"
"79","524180","548230"
