id,name,long,lat,alt
04109099999,THVERFJALL,-23.316666666666663,66.05000000000001,0
04126099999,GRUNDARTANGI,-21.78333333333333,64.35,0
04127099999,BOLUNGARVIK,-23.25,66.16666666666666,0
04156099999,HVERAVELLIR,-19.566666666666663,64.86666666666667,0
04231099999,SONDRE STROMFJORD,-50.68932508549588,67.01696942265139,0
04272099999,JULIANEHAAB,-46.05000000000001,60.71666666666667,0
06009099999,AKRABERG,-6.666666666666657,61.400000000000006,0
06017099999,HORNS REV B HELIDECK,7.6238060752363594,55.60016998591831,0
06022399999,TYRA E OIL PLATFORM HELIPAD,4.802078052705696,55.721521826594255,0
06049099999,HALD V,10.099999999999994,56.56666666666666,0
06104099999,BILLUND,9.151778314222497,55.7403218668276,0
06119099999,KEGNAES,9.98333333333332,54.849999999999994,0
06138099999,LANGOE,11.0,54.81666666666666,0
06193099999,HAMMER ODDE FYR,14.76666666666668,55.30000000000001,0
06269399999,VLISSINGEN,3.5999999999999943,51.44999999999999,0
06283099999,HUPSEL AWS,6.650000000000006,52.06666666666666,0
06321099999,EURO PLATFORM,3.2833333333333314,52.0,0
06330099999,HOEK VAN HOLLAND,4.099999999999994,51.98333333333332,0
03158099999,CHARTERHALL,-2.3833333333333258,55.69999999999999,0
03210099999,ST BEES HEAD NO.2,-3.5999999999999943,54.51666666666668,0
03305099999,CAPEL CURIG NO3,-3.933333333333337,53.099999999999994,0
03323399999,LIVERPOOL,-2.849722389861199,53.33361094347214,0
03330099999,LEEK THORNCLIFFE,-1.98333333333332,53.133333333333326,0
03377099999,WADDINGTON,-0.5238111044055529,53.16616676725005,0
03379099999,CRANWELL,-0.48324180245424486,53.030350030175015,0
03391099999,CONINGSBY,-0.166013880506938,53.093014484007256,0
03469099999,HOLBEACH (AUT),0.15000000000000568,52.866666666666674,0
03482099999,MARHAM,0.5506920136793383,52.64835345001006,0
03488099999,WEYBOURNE,1.1333333333333258,52.94999999999999,0
03492099999,NORWICH,1.2827781130557128,52.675832830416425,0
03503099999,TRAWSGOED,-3.9499999999999886,52.349999999999994,0
03507099999,SENNYBRIDGE NO2,-3.6166666666666742,52.06666666666666,0
03560099999,BEDFORD,-0.48333333333332007,52.21666666666667,0
03609099999,MUMBLES HEAD,-3.98333333333332,51.56666666666666,0
03660099999,HIGH WYCOMBE HQAIR,-0.8000000000000114,51.68333333333334,0
03766399999,BIGGIN HILL,0.03250050291691764,51.330832830416426,0
03769099999,CHARLWOOD,-0.38333333333332575,51.23333333333332,0
03784099999,GRAVESEND-BROADNESS,0.30000000000001137,51.46666666666667,0
03827099999,PLYMOUTH/MOUNTBATTE,-4.116666666666674,50.349999999999994,0
03865099999,SOUTHAMPTON,-1.3568034600683916,50.9502605109636,0
03894099999,GUERNSEY,-2.601969422651365,49.43495574331121,0
03904099999,CASTLEDERG,-7.583333333333343,54.69999999999999,0
03908499999,LONDONDERRY EGLINTON,-7.161111446389043,55.04277811305573,0
07118099999,LANNION,-3.4716556024944794,48.75437839468918,0
07150099999,LE BOURGET,2.4413890565278678,48.96944377388854,0
07197099999,MEYENHEIM,7.400000000000006,47.91666666666666,0
07255099999,BOURGES,2.3702776101387997,47.05805572319454,0
07317099999,BISCAROSSE / PARENTIS,-1.25,44.43333333333334,0
07317599999,BRAY,2.697661436330719,49.971530879098765,0
07476099999,CAUMONT,4.901830617581965,43.9073003419835,0
07486099999,SAINT GEOIRS,5.329375377187688,45.362944075638694,0
07530099999,ROUMANIERE,0.5186109434721402,44.82527861597265,0
07549099999,AURILLAC,2.421944276805476,44.89138805069402,0
07579099999,CARITAT,4.866716958358467,44.14048078857374,0
07638099999,BEZIERS VIAS,3.3499999999999943,43.31666666666666,0
08000199999,MADEIRA,-16.774452826393087,32.69788875477771,0
08002099999,A CORUNA,-8.377256085294704,43.302060953530486,0
08042099999,SANTIAGO,-8.415143834238592,42.896332729833034,0
08048099999,ORENSE,-7.866666666666674,42.33333333333334,0
08175099999,REUS,1.167171595252455,41.14739187286261,0
08373099999,IBIZA,1.3731170790585452,38.8728575739288,0
08430099999,MURCIA,-1.1666666666666572,38.0,0
08451099999,JEREZ,-6.060110641721991,36.74462180647757,0
06432599999,CASTEAU/HELI (MET),3.9799999999999898,50.5,0
06458099999,BEAUVECHAIN,4.768333333333345,50.75860993763831,0
06477099999,DIEPENBEEK,5.449999999999989,50.91666666666666,0
06479099999,KLEINE BROGEL,5.469999999999999,51.16833333333332,0
06605099999,CHASSERAL,7.066666666666663,47.133333333333326,0
06606099999,CRESSIER,7.066666666666663,47.05000000000001,0
06614099999,MEIRINGEN,8.110000000000014,46.74333333333334,0
06619099999,BULLET-LA FRETAZ,6.583333333333343,46.83333333333334,0
06630499999,SAMEDAN,9.884105813719572,46.53407463287064,0
06635099999,KOPPIGEN,7.616666666666674,47.133333333333326,0
06644099999,MOSEN,8.23333333333332,47.25,0
06645099999,RUENENBERG,7.883333333333326,47.43333333333334,0
06655099999,ENGELBERG,8.416666666666657,46.81666666666666,0
06669099999,LAEGEREN,8.400000000000006,47.48333333333332,0
06681199999,ST GALLEN ALTENRHEIN,9.56077549788776,47.485033192516596,0
06712099999,AIGLE,6.916666666666657,46.33333333333334,0
06720099999,SION,7.326764232548783,46.21959163146249,0
06730099999,JUNGFRAUJOCH,7.98333333333332,46.55000000000001,0
06734099999,INTERLAKEN,7.866666666666674,46.66666666666666,0
06990099999,VADUZ,9.51666666666668,47.133333333333326,0
07010099999,DUNKERQUE,2.333333333333343,51.05000000000001,0
07020099999,LA HAGUE,-1.9333333333333371,49.71666666666667,0
07040099999,DIEPPE,1.0999999999999943,49.93333333333334,0
07106099999,LANDIVISIAU,-4.15164152082076,48.53025849929591,0
11185099999,MOENICHKIRCHEN,16.03333333333333,47.51666666666668,0
11213099999,VILLACH,13.883333333333326,46.616666666666674,0
11232099999,FEISTRITZ OB BLEIBURG,14.76666666666668,46.56666666666666,0
11244099999,BAD GLEICHENBERG,15.900000000000006,46.866666666666674,0
11302099999,DORNBIRN,9.73333333333332,47.43333333333334,0
11316099999,PITZTALER GLETSCHER,10.883333333333326,46.93333333333334,0
11328099999,ACHENKIRCH,11.699999999999989,47.51666666666668,0
11346099999,RAURIS,13.0,47.21666666666667,0
11352099999,FRANKENMARKT,13.416666666666657,47.98333333333332,0
11355099999,WINDISCHGARSTEN,14.333333333333343,47.73333333333332,0
11423299999,KBELY,14.543642124321053,50.12136692818348,0
11457099999,CHURANOV,13.616666666666674,49.06666666666666,0
11487099999,KOCELOVICE,13.833333333333343,49.46666666666667,0
11502099999,USTI NAD LABEM,14.033333333333331,50.68333333333334,0
11603099999,LIBEREC,15.01666666666668,50.76666666666668,0
11653099999,SNEZKA,15.73333333333332,50.73333333333332,0
11659099999,PRIBYSLAV,15.76666666666668,49.58333333333334,0
11692099999,NAMEST,16.12492456246227,49.165832830416406,0
11801099999,MALACKY,17.150000000000006,48.400000000000006,0
11819099999,JASLOVSKE BOHUNICE,17.666666666666657,48.48333333333332,0
11841099999,ZILINA/HRICOV,18.616666666666674,49.23333333333332,0
11867099999,PRIEVIDZA,18.599999999999994,48.76666666666668,0
11880099999,DUDINCE,18.866666666666674,48.16666666666666,0
11918099999,LIESEK,19.683333333333337,49.366666666666674,0
11927099999,LUCENEC,19.73333333333332,48.33333333333334,0
11930099999,LOMNICKY STIT,20.21666666666667,49.19999999999999,0
11938099999,TELGART,20.183333333333337,48.849999999999994,0
11955099999,PRESOV,21.316666666666663,49.03333333333333,0
12105499999,TOMASZOW,20.01666666666668,51.53333333333333,0
12120099999,LEBA,17.53333333333333,54.75,0
12146099999,PRUSZCZ GDANSKI,18.67158318245825,54.24797223898611,0
12195099999,SUWALKI,22.94999999999999,54.133333333333326,0
12500099999,JELENIA GORA,15.800000000000011,50.900000000000006,0
12540099999,RACIBORZ,18.19999999999999,50.05000000000001,0
12766099999,JOSVAFO,20.53333333333333,48.48333333333332,0
12805099999,SOPRON,16.599999999999994,47.68333333333334,0
12825099999,PAPA,17.500750352041848,47.363972037819366,0
08509099999,LAJES,-27.090796620398322,38.76184168175416,0
08511099999,ANGRA DO HEROISMO (ACORES),-27.21666666666667,38.66666666666666,0
08541099999,SINES/MONTES CHAOS,-8.866666666666674,37.95,0
08561099999,BEJA/B. AEREA,-7.916666666666657,38.06666666666666,0
08562099999,BEJA,-7.9323969020317975,38.07890263528466,0
08568099999,PENHAS DOURADAS,-7.550000000000011,40.41666666666666,0
08579099999,LISBOA/GAGO COUTINHO,-9.133333333333326,38.76666666666668,0
10426099999,PADERBORN LIPPSTADT,8.61631663649166,51.61408871454435,0
10616299999,SIEGERLAND,8.082969221484603,50.7076584188292,0
10775099999,HOHENFELS AAF,11.836111446389054,49.21805572319454,0
11030099999,TULLN,16.111859786763233,48.321083283041645,0
11060099999,LINZ/STADT,14.283333333333331,48.30000000000001,0
11075099999,LANGENOIS (AUT),15.699999999999989,48.46666666666667,0
11082099999,GUMPOLDSKIRCHEN,16.28333333333333,48.03333333333333,0
11090099999,WEIN-DONAUFELD,16.433333333333337,48.25,0
11142099999,ST. JOHANN/PONGAU,13.183333333333337,47.31666666666666,0
11147099999,RADSTADT,13.449999999999989,47.383333333333326,0
11150099999,SALZBURG,13.004333132166579,47.79330416415209,0
11171099999,ST SEBASTIAN/MARIAZELL,15.300000000000011,47.80000000000001,0
15350099999,BUZAU,26.816666666666663,45.150000000000006,0
15366099999,BAILE HERCULANE,22.416666666666657,44.883333333333326,0
15410099999,DROBETA TURNU SEVERIN,22.633333333333326,44.633333333333326,0
15421099999,HENRI COANDA,26.08511868839267,44.57099175216254,0
15444099999,FETESTI,27.849999999999994,44.366666666666674,0
15445099999,CERNAVODA,28.05000000000001,44.349999999999994,0
15455099999,VIDELE,25.53333333333333,44.28333333333333,0
15640099999,SLIVEN *,26.333333333333343,42.66666666666666,0
16008099999,S. VALENTINO ALLA MUTA,10.533333333333331,46.75,0
16020099999,BOLZANO,11.326383021524833,46.4601941259304,0
16033099999,DOBBIACO,12.216666666666669,46.73333333333332,0
16052099999,PIAN ROSA (MTN TOP),7.699999999999989,45.93333333333334,0
16090099999,VILLAFRANCA,10.888533494266738,45.395706095353034,0
16108099999,RONCHI DEI LEGIONARI,13.472221886944283,45.827500502916905,0
16115099999,MALANOTTE MOUNTAIN,7.800000000000011,44.25,0
16134099999,CIMONE MOUNTAIN,10.699999999999989,44.19999999999999,0
16138099999,FERRARA (AUT),11.616666666666674,44.83333333333334,0
16140099999,BOLOGNA,11.288667270166968,44.53544357272179,0
16148099999,CERVIA,12.307202776101377,44.22417521625428,0
16170099999,FIRENZE,11.205099577549788,43.809952725809694,0
16242099999,FIUMICINO,12.250796620398319,41.804474954737486,0
16259199999,PARMA,10.29636692818346,44.82448300140817,0
16259299999,LEVALDIGI,7.623216656608321,44.54701870850934,0
16337099999,BONIFATI (CAPE),15.883333333333326,39.58333333333334,0
16400099999,USTICA ISLAND,13.183333333333337,38.69999999999999,0
16420099999,MESSINA,15.550000000000011,38.19999999999999,0
16460099999,CATANIA FONTANAROSSA,15.066400120700052,37.46678133172399,0
16475099999,COMISO,14.616666666666674,36.983333333333334,0
16520099999,ALGHERO,8.290772480386238,40.63213337356669,0
16546099999,DECIMOMANNU,8.97248139207403,39.354222490444585,0
16624099999,MEGAS ALEXANDROS INTL,24.61922349627841,40.91330617581974,0
12970099999,KECSKEMET,19.749222490444566,46.91750050291691,0
13174099999,KIKINDA,20.46666666666667,45.849999999999994,0
13272099999,BEOGRAD,20.309139006236165,44.81844397505532,0
13272599999,BEOGRAD/BATAJNICA,20.2575055320861,44.93533091933213,0
13285099999,VELIKO GRADISTE,21.51666666666668,44.75,0
13363099999,PLEVLJA,19.349999999999994,43.349999999999994,0
13376699999,UZICE-PONIKVE,19.69999999999999,43.900000000000006,0
13378099999,KOPAONIK,20.80000000000001,43.28333333333333,0
13577099999,LAZAROPOLE,20.69999999999999,41.53333333333333,0
13594099999,VINICA-PGC,22.5,41.883333333333326,0
14015099999,LJUBLJANA/BEZIGRAD,14.51666666666668,46.06666666666666,0
14241099999,ZAGREB,16.068777911888958,45.74293099979883,0
14246099999,VARAZDIN,16.381250251458454,46.29472440152887,0
14321099999,RAB,14.76666666666668,44.75,0
14370099999,SLAVONSKI BROD,18.0,45.16666666666666,0
14443099999,PALAGRUZA,16.26666666666668,42.400000000000006,0
14446099999,BRAC,16.6797193723597,43.28571917119291,0
14454099999,MAKARSKA,17.01666666666668,43.28333333333333,0
14652099999,BJELASNICA,18.26666666666668,43.71666666666667,0
15108099999,CEAHLAU TOACA,25.94999999999999,46.98333333333332,0
15111099999,ROMAN,26.916666666666657,46.96666666666667,0
15123099999,SARMASU,24.166666666666657,46.75,0
15124099999,BATOS,24.650000000000006,46.883333333333326,0
15127099999,JOSENI,25.51666666666668,46.69999999999999,0
15162099999,CAMPENI,23.05000000000001,46.366666666666674,0
15194099999,TARGU OCNA,26.650000000000006,46.26666666666668,0
15260099999,SIBIU,24.091341782337565,45.785597465298736,0
15300099999,BRASOV-GHIMBAV,25.53333333333333,45.69999999999999,0
16744399999,SANTORINI,25.479333132166573,36.39916918125125,0
17022399999,SAMANDIRA,29.21666666666667,41.0,0
17040099999,RIZE,40.51666666666668,41.03333333333333,0
17088099999,GUMUSHANE,39.46666666666667,40.46666666666667,0
17095099999,ERZURUM BOLGE,41.28333333333333,39.900000000000006,0
17099099999,AGRI,43.05000000000001,39.73333333333332,0
17118599999,SIVRIHISAR,31.365307785153902,39.45146851740091,0
17120099999,AKINCI,32.56562462281232,40.078918728626036,0
17128099999,ESENBOGA,32.99508348420841,40.12808187487428,0
17129099999,ETIMESGUT,32.68862200764434,39.94983101991551,0
17150099999,BALIKESIR,27.92595755381211,39.61925769462886,0
17180099999,DIKILI,26.883333333333326,39.06666666666666,0
17271099999,GAP MEYDAN,38.900000000000006,37.43333333333334,0
17292099999,MUGLA,28.366666666666674,37.21666666666667,0
17310099999,ALANYA,32.0,36.55,0
17330099999,SILIFKE,33.93333333333334,36.38333333333334,0
17370099999,ISKENDERUN,36.15400020116678,36.573472138402735,0
17375099999,FINIKE,30.150000000000006,36.3,0
28984099999,SUCINSK,70.21666666666667,52.94999999999999,0
26141099999,VALKE-MAARJA,26.23333333333332,59.133333333333326,0
26313099999,KOLKA,22.599999999999994,57.75,0
26416099999,SALDUS,22.5,56.68333333333334,0
26425099999,JELGAVA,23.73333333333332,56.650000000000006,0
26436099999,ZILANI,25.916666666666657,56.51666666666668,0
33000399999,LOZUVATKA INTL,33.21000000000001,48.04333333333332,0
33213099999,OVRUCH,28.78333333333333,51.31666666666666,0
33297099999,BRODY,25.150000000000006,50.099999999999994,0
33312099999,NOVOHRAD-VOLYNS'KYI,27.633333333333326,50.599999999999994,0
33466099999,MYRONIVKA,31.0,49.66666666666666,0
33717099999,BOBRYNETS',32.150000000000006,48.06666666666666,0
33862099999,VELYKA OLEKSANDRIVKA,33.28333333333333,47.31666666666666,0
34607099999,PRYSHYB,35.33333333333334,47.26666666666668,0
34609099999,KYRYLIVKA,36.33333333333334,47.33333333333334,0
34798099999,GANJUSHKINO,49.26666666666668,46.599999999999994,0
37514099999,AKHALTSIKHE,43.0,41.650000000000006,0
37785099999,ASHTARAK,44.46666666666667,40.28333333333333,0
37835599999,GABALA,47.73333333333332,40.81666666666666,0
37959099999,KAPAN,46.43333333333334,39.19999999999999,0
38001099999,AKTAU,51.09197847515591,43.860050291691806,0
38062099999,KZYL-ORDA,65.53333333333333,44.76666666666668,0
38178099999,AK-BAJTAL,64.33333333333334,43.150000000000006,0
38715099999,SHAHRISTANSKIJ PEREVAL,68.58333333333334,39.56666666666666,0
38763099999,GYZYLARBAT,56.28333333333333,38.98333333333332,0
38774099999,BAKHERDEN,57.41666666666666,38.43333333333334,0
40100099999,RAFIC HARIRI INTL,35.488388654194324,33.82093140213237,0
40179099999,BET DAGAN,34.81666666666666,32.0,0
35671099999,ZHEZKAZGAN,67.71666666666667,47.80000000000001,0
36856099999,KONYROLEN,79.31666666666666,44.26666666666668,0
36883099999,ILIYSKY,76.98333333333335,43.48333333333332,0
36911099999,TOKMAK,75.28333333333333,42.83333333333334,0
41184099999,RAS AL KHAIMAH INTL,55.93881713940857,25.61348320257494,0
41196099999,SHARJAH INTL,55.51715047274189,25.328574733454033,0
41218099999,AL AIN INTL,55.60916716958357,24.26166666666667,0
41249099999,QUMAIRA,56.19999999999999,23.933333333333337,0
41254099999,SAIQ,57.633333333333326,23.066666666666663,0
41265099999,IBRA,58.5,22.733333333333334,0
41274099999,GHABA CENTRAL/PRI,57.05000000000001,21.383000402333536,0
41573099999,MURREE,73.38333333333333,33.91666666666667,0
41718099999,KHANPUR,70.68333333333334,28.650000000000006,0
41781099999,MASROOR,66.93875276604305,24.893563669281832,0
41883099999,BOGRA,89.36666666666667,24.849999999999994,0
41895099999,SHAH MOKHDUM,88.61651076242202,24.437218869442773,0
41909099999,TANGAIL,89.93333333333334,24.25,0
41923099999,TEJGAON,90.3826885938443,23.77878294105814,0
41947099999,KHULNA,89.53333333333336,22.78333333333333,0
41992099999,COXS BAZAR,91.96388855361096,21.452193723596864,0
42071099999,AMRITSAR,74.79726413196539,31.709593643130148,0
42189099999,BAREILLY,79.45084188292094,28.422060953530476,0
42314099999,DIBRUGARH,95.01692214846105,27.48385334942668,0
42339099999,JODHPUR,73.04886944276805,26.25109233554616,0
42379099999,GORAKHPUR,83.4497083081875,26.73970830818749,0
42410099999,GUWAHATI INTL,91.58593944880306,26.106092335546165,0
40250099999,H4,38.194985918326296,32.5392174612754,0
40255099999,IRBID (MET),35.849999999999994,32.55,0
40296099999,GHOR SAFI,35.46666666666667,31.03333333333333,0
40340099999,AQABA KING HUSSEIN INTL,35.018066787366735,29.611619392476356,0
40362099999,RAFHA,43.49061355864012,29.626419231542954,0
40637099999,KHANAQIN,45.383333333333326,34.349999999999994,0
40650099999,BAGHDAD INTL AIRPORT,44.23333333333332,33.266666666666666,0
40655099999,AINALTAMER,44.71666666666667,32.55,0
40660099999,AZIZYAH,45.06666666666666,32.91666666666667,0
40666099999,ALI ALGHARBI,46.71666666666667,32.46666666666667,0
40674099999,SAMAWA,45.26666666666668,31.266666666666666,0
40676099999,NASIRIYA,46.23333333333332,31.016666666666666,0
40690099999,BASRAH AIRPORT,47.78333333333333,30.516666666666666,0
40701099999,MAKKO,44.43333333333334,39.33333333333334,0
40703699999,LAMERD,53.188794005230335,27.372743914705296,0
40703799999,KALALEH,55.44999999999999,37.38333333333334,0
40723099999,BOJNORD,57.30838865419432,37.49300341983505,0
40727099999,SAGHEZ,46.26666666666668,36.25,0
40730099999,IMAM KHOMEINI INTL,51.15222188694429,35.41611144638905,0
40762099999,TORBAT-HEYDARIEH,59.21666666666667,35.266666666666666,0
40853099999,BAFT,56.56666666666666,29.233333333333334,0
41061099999,WADI AL DAWASIR,45.199556427278225,20.504274793804058,0
41167099999,DUKHAN,50.75,25.400000000000006,0
43476099999,DIYATALAWA,80.96666666666664,6.816666666666663,0
44229099999,TARIAT,99.55000000000001,48.08333333333334,0
44266099999,TONHIL,93.89999999999998,46.31666666666666,0
44285099999,HUJIRT,102.76666666666665,46.900000000000006,0
44338099999,BOGD,102.16666666666669,44.650000000000006,0
44354099999,SAINSHAND,110.11666666666667,44.900000000000006,0
44373099999,DALANZADGAD,104.41666666666669,43.58333333333334,0
44385099999,HANBOGD,107.16666666666669,43.19999999999999,0
44406099999,DIPAYAL,80.94999999999999,29.25,0
44418099999,NEPALGUNJ AIRPORT,81.66666666666669,28.099999999999994,0
46740099999,KAOHSIUNG INTL,120.35000603500299,22.577094146047074,0
46770099999,CHING CHUAN KANG AB,120.62058036612353,24.264668074834034,0
47101099999,CHUNCHEON,127.73333333333335,37.900000000000006,0
47108099999,SEOUL CITY,126.96666666666664,37.56666666666666,0
47128099999,CHEONGJU INTL,127.49911888955944,36.716600281633475,0
47165099999,MOKPO,126.38333333333333,34.81666666666666,0
47168099999,YEOSU,127.75,34.733333333333334,0
42754099999,DEVI AHILYABAI HOLKAR,75.80108630054315,22.721786360893176,0
42867099999,DR AMBEDKAR INTL,79.04718265942466,21.09219171192919,0
42921099999,NASIK CITY,73.81666666666666,19.96666666666667,0
43003099999,CHHATRAPATI SHIVAJI INTL,72.86791892979281,19.08868638100985,0
43198099999,BELGAUM,74.61829209414606,15.85928585797626,0
43226099999,HONAVAR,74.44999999999999,14.283333333333331,0
43233099999,CHITRADURGA,76.43333333333334,14.233333333333334,0
43399099999,PARO,89.4246057131362,27.403191510762426,0
43441099999,KURUNEGALA,80.36666666666667,7.466666666666669,0
48376099999,TAK,99.25335043250857,16.89598873466103,0
48381099999,KHON KAEN,102.78366123516395,16.466628444980884,0
48419099999,PATHUMTHANI,100.61666666666667,14.099999999999994,0
48433099999,SURIN AGROMET,103.44999999999999,14.88333333333334,0
48568099999,SONGKHLA,100.60803057734864,7.186564071615365,0
48581099999,YALA AGROMET,101.28333333333336,6.516666666666666,0
48620099999,SITIAWAN,100.69999999999999,4.216666666666669,0
48647099999,SULTAN ABDUL AZIZ SHAH INTL,101.54933313216657,3.130583383625023,0
48650099999,KUALA LUMPUR INTL,101.70991651579158,2.7455783544558443,0
48672699999,KERTEH,103.4267561858781,4.53722188694428,0
48699099999,SELETAR,103.86765338966,1.4169503118084918,0
48848099999,DONG HOI,106.60000000000002,17.483333333333334,0
48870099999,QUY NHON,109.21666666666664,13.766666666666666,0
