station,date,angle,angle_1,angle_2,str,fromto,dist
592780-99999,2003-10-8,337.723134449,330.715001604,348.855387377,4,False,36.8945654714
592780-99999,2003-10-13,8.42900626562,317.854831213,54.6906563749,9,False,27.445955269
592780-99999,2003-10-18,19.2717112148,317.854831213,55.7140851118,20,False,35.6056320713
592780-99999,2003-10-23,17.8271702531,317.854831213,54.6906563749,13,False,33.7878909339
592780-99999,2003-10-28,335.771462517,317.172861344,1.9281575877,7,False,24.3320865073
592780-99999,2003-10-28,48.9505160427,43.1316258574,54.5607044106,5,False,57.3044856554
592780-99999,2003-11-2,10.5114531846,324.898447789,44.6485652153,8,False,29.0474569777
592780-99999,2003-11-7,325.68736434,317.172861344,342.823317012,4,False,18.4438194244
592780-99999,2003-11-22,345.78891521,328.616849924,358.298468869,5,True,39.164654652
592780-99999,2003-11-27,332.929558299,324.898447789,342.823317012,4,False,27.2750029985
592780-99999,2003-12-2,34.5509604287,17.2189016738,56.9655776229,4,False,26.2499526726
592780-99999,2003-12-2,334.881526665,330.715001604,342.823317012,4,False,33.8644264854
543370-99999,2003-1-21,82.4279148853,72.5672969756,94.4671744374,5,False,35.182072445
543370-99999,2003-1-31,157.292297061,134.649832889,181.306739102,8,True,36.1495880734
543370-99999,2003-2-5,164.042144709,155.488882241,180.526050857,5,True,25.8585941665
543370-99999,2003-3-2,93.2913657915,82.4264043716,105.535478265,4,True,21.2445430656
543370-99999,2003-4-16,94.2056475917,83.4813332873,101.987724553,4,True,52.9565966894
543370-99999,2003-5-11,155.278153192,137.298886742,181.088846004,5,False,18.3056950006
543370-99999,2003-5-16,147.711578211,124.076974087,181.088846004,6,False,23.6251511697
543370-99999,2003-6-5,90.7924245871,84.0595272504,97.6013044265,4,False,50.634972025
543370-99999,2003-6-15,76.3559379251,53.3594322757,97.6013044265,4,False,54.5771877625
543370-99999,2003-7-15,81.4392229002,70.9816817108,87.0908391545,5,False,52.3506677688
543370-99999,2003-7-20,83.2940210331,77.4662504962,87.0908391545,5,False,44.7817096752
543370-99999,2003-7-20,101.509117897,99.6110084874,104.513290632,4,False,27.2843421638
543370-99999,2003-9-3,81.3601869342,53.3594322757,101.987724553,6,False,48.3983054506
