station,date,angle,angle_1,angle_2,str,fromto,dist
540120-99999,2008-2-25,174.295088118,150.694361194,189.258167261,4,True,22.7430489404
540120-99999,2008-3-16,263.601116683,247.069093235,284.7754146,4,True,21.180265156
540120-99999,2008-3-21,263.601116683,247.069093235,284.7754146,4,True,21.180265156
540120-99999,2008-4-5,92.7713291795,81.509670218,99.6020821803,5,False,53.4921862737
540120-99999,2008-4-10,109.22347772,87.3238195504,136.430641479,7,False,42.7597863339
540120-99999,2008-5-20,97.6669002974,81.509670218,111.295292066,4,False,51.620365426
540120-99999,2008-5-25,126.447987469,116.249441485,140.856669165,5,False,33.6937561783
540120-99999,2008-6-19,161.55699301,142.42826454,187.755331985,4,True,35.4106053712
540120-99999,2008-6-19,110.578473543,98.7235147357,118.529372685,5,False,34.6973106433
540120-99999,2008-7-9,134.992426098,112.096021904,170.230220712,5,True,42.6245526202
540120-99999,2008-7-29,103.594890337,84.5826286151,136.430641479,14,False,45.883375842
540120-99999,2008-8-3,100.245430821,84.5826286151,112.533814738,9,False,50.0723806377
540120-99999,2008-8-8,95.927488459,84.5826286151,112.533814738,4,False,62.4278403706
540120-99999,2008-9-7,163.732805794,150.694361194,178.760811303,5,True,29.6894708043
540120-99999,2008-9-7,118.82628349,107.564100341,124.257696358,5,False,40.008996701
540120-99999,2008-9-12,162.490837915,150.694361194,178.760811303,5,True,36.9024480429
540120-99999,2008-9-12,99.1110216567,78.4737860624,116.384695524,6,False,42.7888720943
540120-99999,2008-9-17,135.758349829,120.493476212,157.050963683,4,False,40.4943471842
540120-99999,2008-9-22,150.041627389,124.257696358,176.405864591,5,False,31.2734181882
540120-99999,2008-10-2,109.276447754,99.2556418228,116.384695524,7,False,37.7336191904
540120-99999,2008-10-7,107.720725157,98.2605567254,118.529372685,7,False,45.1235138411
540120-99999,2008-10-12,101.123775067,87.33786866,109.546603386,4,False,55.4605433073
540120-99999,2008-10-17,101.957187995,87.33786866,112.533814738,4,False,59.5783817143
540120-99999,2008-10-27,246.247672745,217.976704592,262.977429724,4,True,17.2173224089
540120-99999,2008-10-27,162.703689227,157.050963683,167.270422964,4,False,43.9000179191
540120-99999,2008-11-1,161.456079004,157.050963683,167.270422964,4,False,42.7336555193
540120-99999,2008-11-6,213.445873042,181.400755036,262.977429724,9,True,26.4463547607
540120-99999,2008-11-6,252.821352175,157.521615474,167.270422964,4,False,46.3428448156
540120-99999,2008-11-11,238.722187293,200.273339544,262.977429724,6,True,16.7411597059
540120-99999,2008-11-16,243.297887505,200.273339544,270.752088777,7,True,15.263828133
540120-99999,2008-11-16,100.560204028,96.6975592133,107.564100341,4,False,45.2696300997
540120-99999,2008-11-21,268.460010031,244.454027491,309.60948722,7,True,18.6040223105
540120-99999,2008-11-21,178.102720153,153.53231915,200.273339544,8,True,17.3393008019
540120-99999,2008-11-26,268.077996907,244.454027491,309.60948722,6,True,20.6380529131
540120-99999,2008-12-1,224.573340361,190.524012735,262.977429724,7,True,21.1546300536
586330-99999,2008-1-1,150.124558017,121.012335197,191.798134664,6,True,15.3690093505
586330-99999,2008-1-21,29.9525818475,11.0880477322,41.0725347622,4,True,27.0697984389
586330-99999,2008-1-26,35.7235915451,8.96885018047,51.5946347438,6,True,26.5959254219
586330-99999,2008-1-31,56.3805188377,48.8375513633,63.4599787139,4,False,47.5347576151
586330-99999,2008-1-31,95.8789478743,87.3011310132,108.326110692,4,False,22.9428210687
586330-99999,2008-2-20,66.6402702314,344.799890976,8.96885018047,5,True,28.5948501805
586330-99999,2008-2-20,22.8161588284,12.1909763744,30.9629801214,5,True,28.957564135
586330-99999,2008-2-25,92.2902086465,346.702760028,15.6688335888,4,True,30.3406674466
586330-99999,2008-3-1,84.2925843991,64.1060664823,121.012335197,7,False,32.9262524728
586330-99999,2008-3-26,61.9391991679,60.8326796437,63.4599787139,4,False,58.554883969
586330-99999,2008-3-31,51.7803386594,29.2392440428,63.4599787139,5,False,36.091667252
586330-99999,2008-4-5,52.1352017639,358.131585378,97.753121967,10,False,34.0600354901
586330-99999,2008-4-10,74.0834177309,60.8326796437,99.9462391703,8,False,42.5186450733
586330-99999,2008-4-15,69.843637872,41.0725347622,99.9462391703,8,False,42.3861075063
586330-99999,2008-4-25,109.722114096,58.1683954262,171.345937639,9,True,34.1489809825
586330-99999,2008-8-3,61.3692124873,58.1683954262,64.1060664823,5,True,51.704874263
586330-99999,2008-8-8,57.3357085873,48.8375513633,63.4249146764,7,True,52.417485059
586330-99999,2008-8-13,46.1451528807,347.961713307,81.6961114979,11,False,33.7113857506
586330-99999,2008-8-18,44.5182032458,347.961713307,99.9462391703,10,False,36.2511552525
586330-99999,2008-8-23,58.1382631137,48.8375513633,70.083859438,6,False,43.8574867407
586330-99999,2008-8-28,100.002676986,59.3124580675,136.137443053,10,False,25.6390787318
586330-99999,2008-9-2,113.259689788,81.6961114979,136.137443053,9,False,25.2661572713
586330-99999,2008-9-7,112.768044368,98.4180937285,136.137443053,5,False,24.7332086045
586330-99999,2008-9-12,62.2612480457,52.9834450673,75.1194103513,6,False,44.3753013012
586330-99999,2008-9-17,62.2612480457,52.9834450673,75.1194103513,6,False,44.3753013012
586330-99999,2008-9-22,64.6630549635,58.1683954262,75.1194103513,6,False,42.4414636691
586330-99999,2008-10-12,4.11027199753,352.023862741,18.6947570231,4,False,19.5091536164
586330-99999,2008-10-17,352.655000933,316.848307013,18.6947570231,6,False,13.532948746
586330-99999,2008-10-22,46.5522133135,29.7789295248,54.2340875662,5,True,43.8059822373
586330-99999,2008-10-22,154.265458754,134.360343737,171.345937639,4,True,11.94520875
586330-99999,2008-10-22,349.227805659,316.848307013,11.0880477322,6,False,14.702790803
586330-99999,2008-10-22,77.6967812316,75.1194103513,81.9723107724,5,False,42.2298888655
586330-99999,2008-10-27,39.56036348,29.2392440428,52.9834450673,4,True,38.5765225685
586330-99999,2008-10-27,164.40559638,134.360343737,191.798134664,4,True,12.2657119482
586330-99999,2008-11-1,74.8252594087,52.9834450673,86.8340737779,6,True,50.7077080856
586330-99999,2008-11-1,172.455551187,134.360343737,216.061832397,8,True,11.0802327817
586330-99999,2008-11-6,42.6313236085,335.769263518,19.5077197074,8,False,19.4970840971
586330-99999,2008-11-11,40.5214379121,15.6688335888,65.5474951386,11,False,33.4265140381
586330-99999,2008-11-16,54.0034424664,30.9629801214,65.5474951386,14,False,49.8782369208
586330-99999,2008-11-21,6.32295849177,316.848307013,29.2392440428,7,False,18.1737145569
586330-99999,2008-11-21,50.3259158728,45.0557846884,54.2340875662,5,False,31.5428740982
586330-99999,2008-11-21,62.976467567,60.8326796437,65.5474951386,7,False,61.345357149
586330-99999,2008-12-1,148.531624495,130.993012702,171.345937639,6,True,13.9208042218
586330-99999,2008-12-1,338.552604091,331.265000575,346.702760028,5,False,27.2941464815
586330-99999,2008-12-1,44.5020439512,30.9629801214,54.2340875662,7,False,31.4497797223
589680-99999,2008-1-16,22.0762987671,15.1253303416,28.666799384,4,False,37.3613920539
589680-99999,2008-3-6,45.1651471591,26.1222366906,59.2043709411,5,False,64.5333240884
589680-99999,2008-4-10,64.5521284966,44.8640267917,90.2339665012,4,False,35.5433865606
589680-99999,2008-4-25,23.6809510115,1.08622226218,34.0957226107,4,False,25.8365109146
589680-99999,2008-6-4,30.9816959197,26.1222366906,37.8876330927,5,True,32.7954437155
589680-99999,2008-6-9,35.0557819943,26.9025697325,55.2221949164,5,True,25.93189983
589680-99999,2008-6-14,34.5279533021,26.1222366906,52.9311538058,4,True,42.2485904026
589680-99999,2008-7-9,27.2190357302,15.1650258555,39.3688079714,5,True,14.5504125933
589680-99999,2008-7-19,17.7620533541,358.693276108,34.0957226107,8,False,38.2421448048
589680-99999,2008-7-24,15.1879192737,359.728012882,29.9003174719,8,False,35.2390479065
589680-99999,2008-8-13,29.8190955033,26.1222366906,34.0957226107,4,False,35.630585849
589680-99999,2008-8-23,67.1231734068,47.1622705064,76.0814161726,4,True,59.6404659575
589680-99999,2008-8-28,46.3451027476,17.3410673981,76.0814161726,6,True,46.1526384681
589680-99999,2008-9-7,45.7006442041,9.09915264599,74.5937485841,5,False,33.2617457973
589680-99999,2008-9-12,76.5107908306,59.2043709411,91.9055656412,4,False,44.2737613929
589680-99999,2008-9-17,62.9589372382,29.9003174719,91.9055656412,7,False,46.4054332949
589680-99999,2008-9-22,41.1259467368,1.31365130734,91.9055656412,13,False,40.3856353329
589680-99999,2008-10-2,15.1076867077,347.832737633,55.9356637324,10,False,30.5010966019
589680-99999,2008-10-17,71.3235806665,57.0752607776,90.2339665012,4,False,43.4614277562
589680-99999,2008-11-1,12.1991490594,341.800311352,55.5284624836,15,False,24.0046033465
589680-99999,2008-11-6,88.8424169701,351.591364167,1.37843014422,4,False,31.3937917867
589680-99999,2008-11-6,17.1319312821,9.09915264599,24.2750211583,6,False,22.1525109234
589680-99999,2008-11-11,13.6813579584,1.08622226218,24.2750211583,8,False,27.447070307
589680-99999,2008-11-16,19.0154925645,9.09915264599,26.1222366906,7,False,29.1990560062
589680-99999,2008-11-16,40.0206224434,28.666799384,55.2221949164,10,False,36.9796303496
589680-99999,2008-11-21,15.7028070079,1.08622226218,26.1222366906,7,False,31.2005008727
589680-99999,2008-11-21,31.9417155599,28.666799384,37.8876330927,5,False,36.5721999333
589680-99999,2008-11-21,54.5154350541,47.3022537673,60.2940609744,8,False,54.3624611678
589680-99999,2008-11-26,16.4834644204,1.08622226218,26.1222366906,9,False,29.5933112863
589680-99999,2008-11-26,30.4552361767,28.666799384,34.0957226107,4,False,34.4838194845
589680-99999,2008-11-26,51.6062112041,43.4778645075,60.2940609744,6,False,43.2294627021
589680-99999,2008-12-1,24.3704955763,1.31365130734,47.3022537673,17,False,34.0351400766
593580-99999,2008-1-1,11.280588735,349.591098065,42.6478901632,10,False,28.0063227304
593580-99999,2008-1-6,1.73140807767,353.317322259,10.8026382722,5,False,22.6549214974
593580-99999,2008-1-6,41.9751270761,31.2960058464,50.1538186299,4,False,44.9299211492
593580-99999,2008-1-26,67.5028588147,42.4727307337,92.5372415454,4,True,38.9516867554
593580-99999,2008-4-10,57.6076695946,346.382584681,11.4942852777,6,False,38.4580114726
593580-99999,2008-4-15,22.7231234529,11.4942852777,33.0053012396,4,False,43.2552294333
593580-99999,2008-4-15,91.9317484177,82.5946276186,107.3791497,4,False,22.3898296072
593580-99999,2008-4-20,57.2724615935,48.5574805495,82.5946276186,6,False,41.7620002662
593580-99999,2008-4-25,31.535177773,13.9963700778,52.6912070457,11,False,37.6588456245
593580-99999,2008-4-30,29.6259421742,21.3329073518,42.4727307337,7,False,38.9936641847
593580-99999,2008-6-9,21.2472199774,9.35248211771,50.1538186299,5,True,41.3970787161
593580-99999,2008-6-14,10.781131181,357.823374648,21.3329073518,5,True,38.4291588128
593580-99999,2008-6-29,21.5345281777,353.317322259,65.1353707771,8,True,27.7134203892
593580-99999,2008-7-14,238.955909943,70.522421499,49.9974641992,4,True,38.2485038007
593580-99999,2008-7-19,48.5275135718,44.2509061822,51.3042033565,4,True,49.8384635921
593580-99999,2008-7-19,74.2409466823,64.267588106,88.0813717877,5,True,24.6877259943
593580-99999,2008-7-24,87.4089444811,71.8908043656,107.3791497,4,True,24.6160207007
593580-99999,2008-7-29,69.9879781664,58.9818595738,82.2844520713,5,True,48.5169338504
593580-99999,2008-9-12,52.4318130657,48.5574805495,58.3247460377,4,False,60.1911328864
593580-99999,2008-9-17,47.7064959997,357.952519056,92.2491727231,8,False,45.4209139074
593580-99999,2008-10-12,75.2474459415,50.6557761435,92.2491727231,4,False,29.6989038478
593580-99999,2008-10-17,31.7447042922,357.952519056,44.2509061822,7,True,49.5611816968
593580-99999,2008-10-17,70.568912498,50.6557761435,92.2491727231,5,False,36.5943701182
593580-99999,2008-10-22,25.9975794062,21.3329073518,37.4460069758,4,True,36.9071918187
593580-99999,2008-10-22,81.524257718,346.382584681,356.806025867,4,False,30.4127738137
593580-99999,2008-10-27,0.569346366732,345.889821212,15.5528163569,14,False,26.684722179
593580-99999,2008-10-27,79.7523781813,70.522421499,89.6718445647,4,False,27.1984113981
593580-99999,2008-11-1,2.12131701629,345.889821212,15.5528163569,15,False,30.8924419556
593580-99999,2008-11-6,356.655663605,353.317322259,358.675931646,4,False,29.9684226897
593580-99999,2008-11-16,34.4008943739,22.9577052054,48.5574805495,8,False,41.372098905
593580-99999,2008-11-21,34.6338937806,22.9577052054,48.5574805495,9,False,37.9696448661
593580-99999,2008-11-26,16.8482905879,356.806025867,31.2960058464,12,False,33.5027408816
593580-99999,2008-12-1,17.9928889262,356.806025867,31.2960058464,11,False,35.0558845176
594560-99999,2008-1-1,39.7014704136,15.4712388341,58.2398964833,7,False,33.8560493166
594560-99999,2008-1-6,45.5625124177,40.2051543743,58.2398964833,4,False,26.2045029251
594560-99999,2008-1-6,328.326212447,314.438379157,335.490688205,4,False,33.3410445931
594560-99999,2008-1-16,62.7334622421,51.7265833937,86.6761728967,4,False,28.2289810051
594560-99999,2008-1-26,292.33588095,276.12273567,315.858850515,4,False,20.0745983115
594560-99999,2008-2-5,357.504622509,329.446464252,30.1068343819,5,False,33.7194514093
594560-99999,2008-2-10,343.660199285,331.215060613,1.12650585063,4,False,36.9379140276
594560-99999,2008-3-1,38.2681051631,34.8712582192,41.3654326327,4,False,39.6228652962
594560-99999,2008-3-21,23.7584097905,359.506468694,53.0197110194,7,False,35.2890489802
594560-99999,2008-3-26,16.5037730077,344.560129741,53.0197110194,13,False,36.8723021521
594560-99999,2008-3-31,14.6921212443,353.222153128,53.0197110194,12,False,37.8150251496
594560-99999,2008-4-5,51.8934891287,353.594088873,51.7265833937,11,False,33.9371947927
594560-99999,2008-4-10,77.8388509567,346.741407473,35.7422727166,6,False,39.4713006893
594560-99999,2008-4-30,3.88304778799,344.560129741,15.4712388341,5,False,33.1626373796
594560-99999,2008-5-5,73.7516172409,346.741407473,18.35075464,5,False,36.682310016
594560-99999,2008-7-29,9.24590517751,334.568378003,35.7422727166,9,False,35.9028747902
594560-99999,2008-8-3,335.570811719,329.157179183,344.560129741,6,False,36.2715491453
594560-99999,2008-9-2,11.8614394577,342.119282442,35.7422727166,6,False,39.5318622742
594560-99999,2008-10-22,356.287721826,353.222153128,1.12650585063,5,True,34.6275812035
594560-99999,2008-10-22,325.791850556,315.858850515,330.720267326,4,False,40.3638276431
594560-99999,2008-10-27,355.483035109,353.222153128,1.12650585063,4,True,37.093904277
594560-99999,2008-10-27,325.002920045,315.858850515,330.720267326,5,False,37.129783838
594560-99999,2008-11-1,347.255244332,342.119282442,353.222153128,4,True,47.2470103033
594560-99999,2008-11-1,328.111649491,315.858850515,335.490688205,8,False,36.5127945475
594560-99999,2008-11-6,345.490972193,342.119282442,347.730852673,4,True,46.6747785142
594560-99999,2008-11-6,12.8095292565,359.251563902,40.2051543743,4,False,21.3717065028
594560-99999,2008-11-11,30.920093974,12.2749300559,41.093457084,4,False,20.7770374867
594560-99999,2008-11-21,347.877994022,314.438379157,23.3199249306,7,False,23.9179092272
594560-99999,2008-11-26,2.37003859279,314.438379157,41.093457084,7,False,20.0962824281
594560-99999,2008-12-1,3.17056818469,314.438379157,41.093457084,9,False,20.8781555894
539230-99999,2008-1-1,233.362654176,203.966008822,252.251417628,5,True,24.9356224461
539230-99999,2008-1-31,318.736475944,235.336369552,315.204744448,7,True,26.9656979639
539230-99999,2008-2-10,317.114849849,288.780338656,353.528600552,7,True,27.7035634915
539230-99999,2008-2-15,55.3781035182,315.204744448,340.754695925,4,True,21.6835601649
539230-99999,2008-2-15,236.759770281,221.821546282,252.251417628,4,True,28.1238173721
539230-99999,2008-2-20,21.5550405508,315.204744448,353.528600552,7,True,18.4916417006
539230-99999,2008-2-20,231.077586959,214.901014375,252.251417628,4,True,29.1826902866
539230-99999,2008-2-20,64.3617635578,52.7081776909,74.3688465872,4,False,24.9379230207
539230-99999,2008-2-20,290.749448516,276.753739208,304.307710452,4,False,23.196528247
539230-99999,2008-3-16,186.156324394,158.871605586,214.742497108,4,True,16.9010919805
539230-99999,2008-3-21,194.983665175,158.871605586,235.336369552,8,True,22.5300641528
539230-99999,2008-3-21,61.0470255271,52.7081776909,70.4534137047,4,False,26.9519030684
539230-99999,2008-3-26,303.724965565,279.731569523,326.512865915,5,True,17.0262364851
539230-99999,2008-3-26,185.825000064,158.871605586,216.503213082,5,True,17.8761873961
539230-99999,2008-3-26,74.9595847603,70.4534137047,82.4578073483,5,False,33.5682210465
539230-99999,2008-3-31,286.917312819,178.557342334,216.503213082,4,True,18.8876302537
539230-99999,2008-4-10,219.916646142,168.539233743,252.922672208,11,True,25.6113268029
539230-99999,2008-4-15,220.999458218,186.558746118,252.251417628,11,True,25.4562409507
539230-99999,2008-4-20,222.354876795,168.539233743,252.251417628,10,True,25.8203741355
539230-99999,2008-4-25,249.144023656,199.606665832,302.009377251,13,True,29.8731147536
539230-99999,2008-5-5,328.175382476,323.143133063,333.313005746,4,False,26.8250531079
539230-99999,2008-5-10,76.3562210047,70.4534137047,82.4578073483,4,False,34.9288540684
539230-99999,2008-5-30,83.9802680328,71.7526462121,99.7186960795,4,False,40.0811319857
539230-99999,2008-6-9,281.214529031,276.753739208,288.780338656,4,True,17.7130564137
539230-99999,2008-6-19,303.592596163,276.753739208,329.732525181,5,True,29.708780091
539230-99999,2008-7-4,74.2488450353,67.6572430134,82.999511922,5,False,21.9101246439
539230-99999,2008-8-3,56.8143260241,25.1724795491,82.999511922,6,False,18.7085276938
539230-99999,2008-8-13,77.794507828,58.313723773,101.537810646,5,False,34.1493329846
539230-99999,2008-8-18,56.4173736411,25.1724795491,74.3688465872,6,False,33.4949072274
539230-99999,2008-9-12,311.147751396,296.055397244,332.787539695,4,False,31.3564204761
539230-99999,2008-11-6,251.370290645,221.821546282,279.926967154,9,True,23.6166368374
539230-99999,2008-11-11,295.304939969,252.922672208,333.313005746,14,True,26.1821151508
539230-99999,2008-11-11,220.480790599,192.453852548,249.830921529,4,True,18.3540865737
539230-99999,2008-11-16,271.951453351,221.821546282,329.732525181,23,True,27.0431738723
539230-99999,2008-11-16,238.63601169,162.242821091,214.901014375,7,True,23.9199620871
539230-99999,2008-11-21,262.906034132,224.022743932,323.056729536,13,True,22.3796750916
539230-99999,2008-11-21,238.440925296,162.242821091,221.821546282,8,True,22.9409017287
539230-99999,2008-11-26,238.841114258,203.966008822,288.780338656,15,True,24.5351817741
539230-99999,2008-12-1,175.590159974,158.871605586,193.002030026,5,True,21.5928834492
539230-99999,2008-12-1,228.6444664,203.966008822,252.251417628,10,True,29.098789378
560650-99999,2008-1-1,66.7772836833,51.1947070811,91.0152067945,4,False,20.248790186
560650-99999,2008-2-5,226.280761235,204.06663183,250.137825885,7,False,31.0390612974
560650-99999,2008-2-10,238.534092991,204.06663183,263.475324937,11,False,32.5961727736
560650-99999,2008-2-15,243.631123502,221.934984326,263.475324937,6,False,35.8186715372
560650-99999,2008-2-20,337.377120043,233.224519989,283.32765576,5,True,32.0069406334
560650-99999,2008-3-6,309.977454383,298.924003575,327.327515037,5,False,39.3769397387
560650-99999,2008-3-11,198.290324969,167.092313566,221.934984326,4,True,25.6337768727
560650-99999,2008-3-11,313.162543394,309.425808585,319.536566077,4,False,34.3011729069
560650-99999,2008-3-16,213.245392181,196.690272079,224.648297934,5,True,28.5708923231
560650-99999,2008-3-21,59.4854636436,51.1947070811,70.9025705292,4,False,12.0782022491
560650-99999,2008-3-31,55.1256482448,35.4695703965,70.9025705292,7,False,19.7143575974
560650-99999,2008-4-20,65.3658781956,51.1947070811,91.3048051102,6,False,20.8558938682
560650-99999,2008-5-25,225.093259298,206.968531877,246.674613494,5,True,21.7640820476
560650-99999,2008-5-30,233.519007926,210.003164622,246.674613494,5,True,25.4623387524
560650-99999,2008-6-4,218.900004033,188.268828436,246.213136976,6,True,27.434667891
560650-99999,2008-6-9,234.151007249,224.648297934,246.213136976,6,True,28.2532500839
560650-99999,2008-7-4,39.9431971748,311.003832743,340.011664306,5,False,20.1151470933
560650-99999,2008-7-9,58.0971177093,311.003832743,340.011664306,4,False,11.6841420677
560650-99999,2008-7-9,219.586894706,204.06663183,234.087895127,4,False,29.3563057691
560650-99999,2008-7-9,251.262712206,239.000102098,263.475324937,6,False,38.1031349559
560650-99999,2008-7-14,251.251839042,239.000102098,262.590205832,4,False,36.7634901361
560650-99999,2008-8-3,319.263741702,303.955815056,340.011664306,5,True,16.7758898709
560650-99999,2008-8-8,0.298677253601,298.632262593,337.801080775,8,True,20.7395134656
560650-99999,2008-8-13,320.604607666,303.955815056,340.011664306,7,True,16.7190813723
560650-99999,2008-8-13,298.927766055,295.670042812,300.63461018,4,False,41.316695902
560650-99999,2008-8-18,314.397421738,300.63461018,337.801080775,5,True,25.1296329544
560650-99999,2008-9-12,248.553413018,221.934984326,263.475324937,4,True,33.1500047743
560650-99999,2008-9-22,272.26016203,245.970291939,283.32765576,7,True,34.1268759399
560650-99999,2008-9-27,305.402175764,233.224519989,309.425808585,13,True,34.6754517759
560650-99999,2008-9-27,60.023623108,53.3473449386,70.9025705292,4,False,20.4555435558
560650-99999,2008-10-2,286.98255303,282.979682633,298.412794311,4,True,35.5965381272
560650-99999,2008-10-2,57.665097679,43.3328321118,70.9025705292,6,False,14.5477920799
560650-99999,2008-10-7,278.899576866,250.137825885,315.801627595,6,True,41.4110875457
560650-99999,2008-10-7,57.1614529208,43.3328321118,70.9025705292,5,False,15.9699678403
560650-99999,2008-10-12,260.606633364,250.137825885,266.2231768,4,True,35.9111886543
560650-99999,2008-10-12,52.7907095138,35.4695703965,70.9025705292,6,False,14.586970378
560650-99999,2008-11-11,249.549632305,236.115964057,262.590205832,4,True,27.8529071392
560650-99999,2008-11-16,194.540856501,173.688417096,207.088233015,5,True,22.289253684
560650-99999,2008-11-21,329.790035372,317.775503394,340.011664306,4,True,14.7518007102
560650-99999,2008-11-21,206.620752107,188.268828436,234.087895127,5,True,27.7449510544
560650-99999,2008-11-21,346.389472524,246.213136976,263.475324937,4,True,34.2399973547
560650-99999,2008-11-26,273.496550045,246.674613494,300.63461018,4,False,22.5655624774
527870-99999,2008-1-11,335.273426101,252.07358368,283.138973272,5,False,22.5900154672
527870-99999,2008-1-31,99.679143389,80.0340702434,122.749121029,5,True,32.153534255
527870-99999,2008-2-10,296.547512398,278.063962649,316.762381181,4,True,16.2180477095
527870-99999,2008-2-15,270.83544663,250.491624491,283.138973272,4,True,14.0326788646
527870-99999,2008-2-20,280.829086219,250.491624491,309.96306444,6,True,16.939416661
527870-99999,2008-3-1,270.83544663,250.491624491,283.138973272,4,True,14.0326788646
527870-99999,2008-3-16,242.626370964,166.379000668,292.908325881,11,True,22.6990616861
527870-99999,2008-3-16,55.3678943518,48.9538193585,62.694031886,4,False,20.7546801707
527870-99999,2008-3-21,232.91836064,212.465100283,272.113979576,6,True,25.0934251785
527870-99999,2008-3-26,203.086956242,166.379000668,231.117619865,6,True,23.7071192448
527870-99999,2008-3-26,60.1450898083,48.9538193585,78.6374955692,6,False,29.4148085576
527870-99999,2008-3-31,292.022220604,271.647226106,314.612068721,5,True,23.8083816602
527870-99999,2008-3-31,60.1450898083,48.9538193585,78.6374955692,6,False,29.4148085576
527870-99999,2008-4-5,24.0477583891,268.476927122,314.612068721,4,True,20.4319937039
527870-99999,2008-4-5,196.333976828,188.784856537,207.364672848,4,True,26.3378955331
527870-99999,2008-4-5,65.163603588,48.9538193585,78.6374955692,5,False,30.0313038647
527870-99999,2008-4-10,248.960456972,188.784856537,309.96306444,15,True,27.0052297926
527870-99999,2008-4-15,336.544308305,268.476927122,290.85085823,6,True,22.3117121069
527870-99999,2008-4-15,229.121159163,198.885395129,253.95651054,8,True,34.3531441215
527870-99999,2008-4-20,234.413027496,181.985133337,273.037885522,10,True,32.6283296664
527870-99999,2008-4-25,217.158226769,188.784856537,240.957265578,5,True,36.5104255323
527870-99999,2008-4-30,212.297163694,188.784856537,231.291351917,6,True,35.393578339
527870-99999,2008-5-15,272.534987767,254.05697292,290.85085823,6,False,20.5613621419
527870-99999,2008-6-4,66.6132816852,48.9538193585,80.0340702434,4,False,20.0199932071
527870-99999,2008-6-9,294.241636373,278.063962649,316.762381181,7,True,23.827780029
527870-99999,2008-6-9,81.0565897709,48.9538193585,101.825460616,6,False,16.4689541199
527870-99999,2008-6-14,307.279626771,302.17184351,314.612068721,4,True,29.8408166581
527870-99999,2008-6-19,33.9648757377,290.85085823,314.612068721,4,True,24.5786223497
527870-99999,2008-6-24,7.72896906316,290.85085823,320.551246988,6,True,26.67450541
527870-99999,2008-7-29,79.9217804311,54.2221366865,101.825460616,6,False,14.774862141
527870-99999,2008-8-13,266.004004032,243.030443394,289.271860545,5,True,29.3527790704
527870-99999,2008-8-18,260.187039904,243.030443394,272.113979576,4,True,29.894948215
527870-99999,2008-8-18,60.1630976995,48.9538193585,75.3355160897,4,False,37.3488471303
527870-99999,2008-8-18,118.396002743,94.6010592371,157.056956859,5,False,15.5513972797
527870-99999,2008-8-23,54.8847528487,48.9538193585,60.7614658734,4,False,27.4782657828
527870-99999,2008-8-23,85.3134622878,74.7712052529,101.825460616,5,False,23.8504479382
527870-99999,2008-8-28,198.377214124,169.374991986,213.896448964,5,True,25.0649597793
527870-99999,2008-8-28,78.1756561299,55.6015894762,101.825460616,5,False,36.5531604094
527870-99999,2008-9-2,224.295621105,207.364672848,254.05697292,5,True,30.098717358
527870-99999,2008-9-7,306.1173757,302.17184351,309.96306444,4,True,27.5625413187
527870-99999,2008-9-12,259.698817805,215.990183892,283.138973272,9,True,26.3172078709
527870-99999,2008-9-17,277.483977723,243.030443394,316.762381181,8,True,23.3078102828
527870-99999,2008-9-22,349.523724745,268.476927122,290.85085823,5,True,21.2948821731
527870-99999,2008-9-27,80.870771321,62.694031886,94.6010592371,4,True,16.615060365
527870-99999,2008-9-27,288.396454514,278.063962649,295.083418368,6,True,27.2414190726
527870-99999,2008-10-2,298.104376569,278.063962649,316.762381181,8,True,17.9404144298
527870-99999,2008-10-7,7.09749142863,290.85085823,316.762381181,6,True,21.5395198879
527870-99999,2008-10-7,268.409622601,254.983621055,278.063962649,4,True,16.6037028904
527870-99999,2008-10-12,301.341070351,283.138973272,316.762381181,4,True,17.5845953454
527870-99999,2008-10-17,225.381871066,215.990183892,231.291351917,5,False,38.1907920088
527870-99999,2008-10-22,226.222807429,198.885395129,243.030443394,8,False,36.8308708406
527870-99999,2008-10-27,101.151250291,74.7712052529,120.194091826,4,False,23.1881636378
527870-99999,2008-11-6,281.595193626,253.95651054,309.96306444,11,True,26.3920997411
527870-99999,2008-11-11,206.902060589,198.472889512,215.990183892,4,True,31.8047033929
527870-99999,2008-11-11,238.856609796,233.571834737,243.030443394,4,True,36.1163452822
527870-99999,2008-11-11,266.881092172,254.05697292,273.851032906,7,True,26.3874320852
527870-99999,2008-11-16,225.167429426,198.472889512,243.030443394,10,True,34.9707524792
527870-99999,2008-11-16,301.226170208,252.07358368,278.063962649,10,True,26.1978154809
527870-99999,2008-11-16,295.501751216,289.271860545,308.22473249,6,True,31.4894533413
527870-99999,2008-11-21,297.448356459,289.271860545,316.762381181,4,True,25.3651237805
527870-99999,2008-11-21,227.024548974,198.885395129,243.030443394,10,True,34.7063300768
527870-99999,2008-11-21,301.226170208,252.07358368,278.063962649,10,True,26.1978154809
527870-99999,2008-11-26,255.206790609,215.990183892,290.85085823,19,True,27.4915052846
527870-99999,2008-12-1,258.924982758,215.990183892,290.85085823,12,True,30.3982940646
556960-99999,2008-2-5,313.171041241,283.49476468,346.239911501,4,False,36.3418408562
556960-99999,2008-2-20,347.731792706,254.177609465,307.130204499,6,True,46.0553979282
556960-99999,2008-3-16,306.979521559,301.960608222,315.749481143,5,False,62.3050495019
