station,angle,angle_1,angle_2,str,fromto,dist
586330-99999,2003-4-1,57.9412530197,51.9075210023,63.4599787139,8,True,54.4622590897
586330-99999,2003-4-1,354.835154371,331.265000575,11.0880477322,6,False,24.8081169215
586330-99999,2003-4-1,108.715281761,64.1060664823,171.345937639,15,False,29.2912622613
586330-99999,2003-9-3,2.18556845605,354.634420494,15.6688335888,4,True,32.4322015542
586330-99999,2003-9-3,336.515065106,331.265000575,341.251790292,4,True,30.1746801172
586330-99999,2003-9-3,74.9492983673,52.9834450673,99.9462391703,6,False,31.8365508776
586330-99999,2003-5-6,18.9359875498,347.961713307,54.2340875662,8,True,31.0957965535
586330-99999,2003-5-6,118.646260736,98.4180937285,134.360343737,5,True,21.5045843939
586330-99999,2003-5-1,127.58962184,108.447518313,143.134899253,5,True,21.0359398864
586330-99999,2003-4-6,59.2526709869,54.2340875662,61.8342277842,4,True,51.9921285345
586330-99999,2003-4-6,79.1834242583,63.4599787139,98.4180937285,5,False,35.2552594747
586330-99999,2003-3-7,45.1651482828,30.9629801214,54.1274907415,8,False,37.2577502881
586330-99999,2003-9-8,161.647336646,108.447518313,216.061832397,6,True,13.9450755085
586330-99999,2003-9-8,48.8687659249,18.6947570231,60.8326796437,11,False,43.5372284393
586330-99999,2003-9-8,337.011249981,316.848307013,347.961713307,5,False,17.1888165886
586330-99999,2003-1-26,19.1030532798,12.1909763744,26.0187600145,4,True,21.2109374298
586330-99999,2003-1-26,158.190661428,108.447518313,216.061832397,11,True,14.6553542897
586330-99999,2003-1-26,39.1535530026,29.2392440428,51.5946347438,8,False,26.5583219918
586330-99999,2003-1-26,62.5433343688,54.2340875662,70.083859438,5,False,45.6772248364
586330-99999,2003-1-26,329.627534152,316.848307013,337.77420604,4,False,28.5076801177
586330-99999,2003-6-25,46.488549187,355.092893935,86.8340737779,9,False,37.0395248883
586330-99999,2003-3-2,144.600297453,121.012335197,171.345937639,7,True,15.3792745566
586330-99999,2003-3-2,45.859131889,36.6867647742,51.9075210023,6,False,30.6775267955
586330-99999,2003-3-2,63.6336731082,61.6299105298,65.5474951386,5,False,65.8928066593
586330-99999,2003-7-5,126.899887958,108.326110692,143.134899253,6,False,23.110600008
586330-99999,2003-2-20,143.542440653,121.012335197,171.345937639,8,True,16.6683876662
586330-99999,2003-2-20,34.3593800637,19.5077197074,51.9075210023,6,False,30.9288574625
586330-99999,2003-2-20,338.699612939,316.848307013,352.023862741,8,False,21.4818023375
586330-99999,2003-10-8,75.2621878718,61.8342277842,87.3011310132,5,True,38.8066124241
586330-99999,2003-10-8,146.761027146,130.993012702,171.345937639,7,True,15.6024292519
586330-99999,2003-10-8,23.4222782892,11.0880477322,41.0725347622,10,False,23.9167287101
586330-99999,2003-2-15,59.6835388267,54.1274907415,63.4599787139,4,True,46.9570183787
586330-99999,2003-2-15,136.302652718,106.239483642,171.345937639,10,True,20.050982868
586330-99999,2003-2-15,32.3871649438,19.5077197074,51.9075210023,6,False,29.0960601004
586330-99999,2003-2-15,342.339486951,316.848307013,354.634420494,9,False,24.2516606623
586330-99999,2003-5-16,45.87176189,26.0187600145,61.8342277842,8,True,40.668431878
586330-99999,2003-1-16,135.614808978,108.447518313,160.117969478,7,True,18.1942511274
586330-99999,2003-1-16,34.194368276,29.2392440428,41.0725347622,4,False,26.426197186
586330-99999,2003-1-16,51.0813862001,48.8375513633,54.1274907415,5,False,42.2497481391
586330-99999,2003-1-16,66.7645298062,63.4249146764,73.9796429278,4,False,67.6816094706
586330-99999,2003-1-16,90.0316012767,76.0128787899,98.4180937285,4,False,28.5581628667
586330-99999,2003-2-10,59.6835388267,54.1274907415,63.4599787139,4,True,46.9570183787
586330-99999,2003-2-10,133.759330715,106.239483642,171.345937639,11,True,21.1301496753
586330-99999,2003-2-10,30.5050046602,19.5077197074,41.0725347622,5,False,26.2618302353
586330-99999,2003-8-9,26.0098175386,8.96885018047,51.9075210023,5,True,32.5260791212
586330-99999,2003-3-27,53.2987530592,30.9629801214,63.4599787139,13,True,48.9080255686
586330-99999,2003-3-27,104.370237449,64.1060664823,171.345937639,15,False,27.1934987408
586330-99999,2003-10-3,69.6644532827,59.3124580675,81.9723107724,5,True,42.2257794524
586330-99999,2003-10-3,146.761027146,130.993012702,171.345937639,7,True,15.6024292519
586330-99999,2003-10-3,30.1824423325,11.0880477322,54.1274907415,11,False,29.1780732511
586330-99999,2003-3-22,56.0869525885,41.0725347622,64.1060664823,12,True,46.7589629232
586330-99999,2003-3-22,108.308468166,81.6961114979,136.137443053,9,False,27.3283464443
589680-99999,2003-10-13,38.3499252071,351.591364167,45.2189685493,21,True,28.8925844048
589680-99999,2003-10-13,81.1971999421,57.6676568859,109.328003738,9,True,41.4176977823
589680-99999,2003-8-24,355.455993842,347.832737633,1.31365130734,4,True,34.7678904576
589680-99999,2003-8-29,350.006426059,340.844688148,1.31365130734,6,True,39.2043083063
589680-99999,2003-8-29,95.2438622519,80.3394781561,103.301051637,5,True,23.3213151703
589680-99999,2003-8-29,62.3698991132,53.2247091439,75.3819823962,7,False,38.0788695651
589680-99999,2003-10-18,23.3359163295,1.08622226218,45.2189685493,16,True,28.0313922027
589680-99999,2003-10-18,63.2867628909,57.6676568859,74.5937485841,6,True,60.1018748626
589680-99999,2003-10-18,100.01400519,80.3394781561,109.328003738,6,True,16.6698665573
589680-99999,2003-7-25,35.3123547415,14.1565095699,49.5468849567,4,True,50.2943546145
589680-99999,2003-7-25,67.4284617885,60.2940609744,75.3819823962,4,True,44.4430884455
589680-99999,2003-7-25,98.6692445705,92.6362215194,103.301051637,5,True,19.7173077245
589680-99999,2003-1-16,91.8786999451,75.3819823962,109.328003738,6,True,29.4358086912
589680-99999,2003-1-16,42.0180129257,29.15810524,49.4109176103,8,False,44.1641491421
589680-99999,2003-1-16,63.0017121415,55.5284624836,74.5937485841,9,False,58.1505301774
589680-99999,2003-4-16,63.0176731327,351.591364167,15.1650258555,6,True,27.0648576824
589680-99999,2003-4-16,66.4349716537,55.5284624836,72.2263287439,4,False,33.7198503191
589680-99999,2003-6-30,18.4030093642,15.1253303416,22.754811065,4,True,31.2865647698
589680-99999,2003-9-23,40.6820129613,30.383753933,48.1114631489,4,False,28.6360417458
589680-99999,2003-9-23,84.2681897207,74.5937485841,91.9055656412,4,False,29.8465534083
589680-99999,2003-2-25,51.7035625172,47.3022537673,57.0752607776,6,False,52.9960206698
589680-99999,2003-2-25,80.9585686355,67.0708593262,92.6362215194,5,False,44.1866531102
589680-99999,2003-11-12,62.3632796218,55.5284624836,69.8670245517,8,True,64.0588113232
589680-99999,2003-11-12,47.4441473664,37.8876330927,52.9311538058,4,False,62.8914060342
589680-99999,2003-9-28,40.6820129613,30.383753933,48.1114631489,4,False,28.6360417458
589680-99999,2003-9-28,77.1047902576,57.6676568859,91.9055656412,6,False,44.5674780033
589680-99999,2003-5-26,85.1511911438,74.3499972033,101.619471521,5,True,37.9080758976
589680-99999,2003-6-10,73.0965628068,351.591364167,14.1565095699,5,True,41.1585901783
589680-99999,2003-6-10,37.3823450357,30.383753933,47.1622705064,4,True,40.8894721333
589680-99999,2003-6-10,22.8253162917,17.3410673981,28.666799384,4,False,24.8579363093
589680-99999,2003-6-10,56.8463757517,47.3022537673,67.888325777,7,False,65.261264661
589680-99999,2003-6-15,91.0422906816,351.591364167,14.1565095699,4,True,41.9722989733
589680-99999,2003-1-31,102.984671241,98.3230884259,109.328003738,5,True,15.2917168382
589680-99999,2003-1-31,3.03890989608,1.08622226218,8.25472619419,4,False,26.1585717741
589680-99999,2003-1-31,45.7272972271,28.666799384,60.8898806337,7,False,48.3100062237
589680-99999,2003-3-12,5.25955400354,358.693276108,17.3410673981,5,True,32.5836914556
589680-99999,2003-3-12,54.9436598186,53.2247091439,55.9356637324,4,True,52.6796206973
589680-99999,2003-3-12,105.511691036,97.4663897488,114.182291912,6,True,16.8093449096
589680-99999,2003-3-12,35.8921904141,26.1222366906,49.4109176103,4,False,40.2366779224
589680-99999,2003-3-17,7.56333212344,358.693276108,18.3908286522,7,True,33.9147225967
589680-99999,2003-3-17,56.1378011265,53.2247091439,60.2940609744,4,True,43.9133717679
589680-99999,2003-3-17,103.567958837,91.9055656412,114.182291912,7,True,19.4528566654
589680-99999,2003-7-30,67.1704654902,60.2940609744,74.3499972033,4,True,49.2988668259
589680-99999,2003-7-30,103.00368202,92.6362215194,114.182291912,8,True,18.7036391487
589680-99999,2003-8-14,50.3218343214,8.25472619419,74.3499972033,10,True,45.9063949234
589680-99999,2003-8-14,91.1267789667,76.0814161726,98.3230884259,4,True,29.0410164662
589680-99999,2003-8-19,42.8270478215,8.25472619419,74.3499972033,8,True,46.1032178971
589680-99999,2003-7-20,101.041567368,92.6362215194,109.328003738,5,True,19.5623478495
589680-99999,2003-7-20,41.2451356222,30.383753933,49.5468849567,4,True,53.8480752829
589680-99999,2003-7-20,67.1323349849,59.2043709411,75.3819823962,5,True,54.1209235091
589680-99999,2003-11-17,63.1187108852,55.5284624836,69.8670245517,7,True,65.1895165182
589680-99999,2003-10-28,10.2592466155,1.43626098372,17.3410673981,5,True,22.2207512779
589680-99999,2003-10-28,35.8476682617,29.9003174719,45.2189685493,4,True,39.8114506238
589680-99999,2003-10-28,63.1578964744,57.6676568859,69.8670245517,5,True,61.9668760342
589680-99999,2003-10-28,80.1372939094,74.5937485841,90.2339665012,4,False,32.1163813074
589680-99999,2003-2-5,96.4700156973,75.3819823962,109.328003738,7,True,23.4523344447
589680-99999,2003-2-5,56.2220965728,53.2247091439,60.8898806337,6,False,53.9023783855
589680-99999,2003-7-15,97.3783112967,84.9847712789,109.328003738,5,True,23.9901850472
589680-99999,2003-3-2,107.107704702,101.619471521,114.182291912,4,True,18.6340986517
589680-99999,2003-3-2,12.9575603325,1.43626098372,22.754811065,5,True,22.9253379192
589680-99999,2003-3-2,47.510900769,45.2189685493,49.4109176103,4,False,55.793269773
589680-99999,2003-3-2,72.0462611051,55.5174957427,92.6362215194,9,False,44.589845636
589680-99999,2003-10-23,13.9404388674,9.09915264599,17.3410673981,4,True,22.7956974404
589680-99999,2003-10-23,33.6716145087,24.2750211583,45.2189685493,7,True,34.1239237874
589680-99999,2003-10-23,61.4806144551,57.6676568859,67.0708593262,4,True,61.8799405411
589680-99999,2003-10-23,99.3565959,80.3394781561,109.328003738,5,True,15.7687734416
589680-99999,2003-7-10,97.3783112967,84.9847712789,109.328003738,5,True,23.9901850472
589680-99999,2003-4-26,52.6658878038,49.4109176103,55.0967706552,4,True,55.8735362569
589680-99999,2003-11-7,61.7039085321,55.2221949164,69.8670245517,8,True,51.4025601553
589680-99999,2003-11-7,32.6376181398,28.666799384,37.8876330927,4,False,38.5625285662
589680-99999,2003-9-18,48.7332190021,30.383753933,57.6676568859,5,False,34.4298905992
589680-99999,2003-4-21,56.492443742,351.591364167,17.3410673981,7,True,26.6620820194
589680-99999,2003-4-21,77.5024833097,74.3499972033,84.9847712789,4,True,46.8190111441
589680-99999,2003-11-2,12.4649930234,8.25472619419,17.3410673981,4,True,24.7856297015
589680-99999,2003-11-2,63.7811680202,57.0752607776,69.8670245517,4,True,50.8902013074
589680-99999,2003-5-31,20.2131993022,14.1565095699,26.9025697325,5,False,22.6271590325
589680-99999,2003-6-5,19.1977438382,14.1565095699,26.9025697325,4,False,23.9775846874
589680-99999,2003-6-5,63.3791806557,57.6676568859,67.888325777,4,False,68.3059879911
589680-99999,2003-9-13,49.5616443107,28.666799384,60.2940609744,6,False,38.2657165682
589680-99999,2003-4-1,18.4765869304,340.844688148,37.8876330927,14,True,31.2834442796
589680-99999,2003-4-1,105.355366139,101.619471521,109.328003738,4,True,16.1721940588
589680-99999,2003-4-1,79.0203573256,70.914236061,90.2339665012,4,False,32.1505612658
589680-99999,2003-9-3,351.395224177,340.844688148,1.31365130734,7,True,40.6461049244
589680-99999,2003-9-3,98.9699582759,92.6362215194,103.301051637,4,True,21.9792361228
589680-99999,2003-9-3,49.6835246375,28.666799384,69.8670245517,12,False,38.629959423
589680-99999,2003-5-6,66.2946883036,49.4109176103,84.9847712789,7,True,53.0147492333
589680-99999,2003-5-1,58.4534533955,49.4109176103,76.0814161726,4,True,54.8606038899
589680-99999,2003-4-6,5.81344744929,347.832737633,18.3908286522,7,True,33.0968280881
589680-99999,2003-4-6,30.3470183758,26.1222366906,37.8876330927,5,True,37.4758342825
589680-99999,2003-4-6,84.991883895,70.914236061,98.4798548618,4,False,32.8707118187
589680-99999,2003-3-7,6.90112347744,359.728012882,17.3410673981,4,True,27.176478952
589680-99999,2003-3-7,53.8643048462,49.5468849567,55.9356637324,5,True,59.3708069285
589680-99999,2003-3-7,105.511691036,97.4663897488,114.182291912,6,True,16.8093449096
589680-99999,2003-3-7,45.3252369746,39.3688079714,49.4109176103,4,False,52.0375607807
589680-99999,2003-9-8,87.831576116,351.591364167,1.31365130734,4,True,43.7705279591
589680-99999,2003-9-8,47.9901796713,28.666799384,67.0708593262,12,False,40.6150372435
589680-99999,2003-1-26,102.984671241,98.3230884259,109.328003738,5,True,15.2917168382
589680-99999,2003-1-26,8.25381775093,359.728012882,22.754811065,7,False,30.1406807201
589680-99999,2003-1-26,70.2703225666,55.5284624836,91.9055656412,6,False,43.78515464
589680-99999,2003-1-21,99.9522002754,84.9847712789,109.328003738,4,True,18.8750463374
589680-99999,2003-1-21,14.515017529,8.25472619419,22.754811065,5,False,30.241031986
589680-99999,2003-1-21,42.0180129257,29.15810524,49.4109176103,8,False,44.1641491421
589680-99999,2003-1-21,63.0017121415,55.5284624836,74.5937485841,9,False,58.1505301774
589680-99999,2003-7-5,97.570784893,84.9847712789,114.182291912,4,True,34.3122043858
589680-99999,2003-7-5,24.9759219275,17.3410673981,30.383753933,7,True,24.0438086749
589680-99999,2003-7-5,47.5296673069,37.8876330927,55.5284624836,4,False,38.0264053949
589680-99999,2003-2-20,94.322950913,351.591364167,15.1650258555,4,True,20.464172746
589680-99999,2003-2-20,48.010374193,30.383753933,57.0752607776,8,False,45.7798374837
589680-99999,2003-10-8,44.9777221595,351.591364167,34.0957226107,13,True,31.751894286
589680-99999,2003-2-15,65.7268139887,351.591364167,17.3410673981,6,True,25.899833943
589680-99999,2003-2-15,103.016837644,90.2339665012,114.182291912,4,True,18.4980486342
589680-99999,2003-2-15,55.6004092167,48.1114631489,60.8898806337,6,False,62.6634229039
589680-99999,2003-4-11,15.0242809787,9.09915264599,18.3908286522,5,True,27.3731924757
589680-99999,2003-4-11,28.5827238119,26.1222366906,30.383753933,4,True,27.7152226173
589680-99999,2003-4-11,74.0576053775,55.5284624836,98.4798548618,8,False,39.3059616593
589680-99999,2003-2-10,95.405684042,75.3819823962,114.182291912,6,True,26.9499919097
589680-99999,2003-2-10,55.5885644347,48.1114631489,60.8898806337,7,False,62.9635134819
589680-99999,2003-8-9,97.5182183978,76.0814161726,109.328003738,7,True,22.811072852
589680-99999,2003-8-4,6.20277733339,1.08622226218,14.1565095699,4,True,34.6301831576
589680-99999,2003-8-4,100.012319148,76.0814161726,114.182291912,9,True,22.9278379101
589680-99999,2003-3-27,23.8225838523,1.43626098372,44.8640267917,14,True,28.1271360343
589680-99999,2003-3-27,103.567958837,91.9055656412,114.182291912,7,True,19.4528566654
589680-99999,2003-3-22,22.5333037562,340.844688148,60.2940609744,25,True,35.0064177136
589680-99999,2003-3-22,103.567958837,91.9055656412,114.182291912,7,True,19.4528566654
593580-99999,2003-10-13,15.7635608099,9.35248211771,25.0599999426,8,True,34.3569866522
593580-99999,2003-10-13,65.7627659718,50.6557761435,82.2844520713,5,True,26.1797204134
593580-99999,2003-8-29,26.1014166016,4.25770886684,42.6478901632,6,False,22.6432228674
593580-99999,2003-8-29,65.6901192841,51.3042033565,82.5946276186,5,False,29.6074327573
593580-99999,2003-8-24,55.3484455655,329.97753468,349.761855171,5,True,35.8362285618
593580-99999,2003-8-24,41.930193556,4.25770886684,62.7834239771,7,False,27.3109333167
593580-99999,2003-7-20,42.2738701521,31.2960058464,49.9974641992,4,True,37.1404213663
593580-99999,2003-7-20,84.1552893858,70.522421499,92.5372415454,5,True,17.5497105448
593580-99999,2003-10-18,16.4482824476,353.317322259,42.6478901632,13,True,28.8364055061
593580-99999,2003-10-18,65.7169242182,50.6557761435,82.2844520713,8,True,38.0775655091
593580-99999,2003-7-25,53.4082615299,50.6557761435,58.9818595738,4,True,37.0156623898
593580-99999,2003-7-25,90.2686025045,82.2844520713,107.3791497,8,True,20.7869807206
593580-99999,2003-9-13,67.6263723499,50.6557761435,88.0813717877,4,False,21.7818590427
593580-99999,2003-4-11,57.3392366116,51.3042033565,64.267588106,4,True,58.9936452014
593580-99999,2003-4-11,344.345175478,340.377863937,349.591098065,4,True,43.0573367355
593580-99999,2003-4-11,84.1087924715,70.522421499,107.3791497,7,False,21.3449732756
593580-99999,2003-4-11,355.432766157,349.761855171,357.952519056,4,False,47.8689344021
593580-99999,2003-4-16,93.5838631431,358.675931646,11.2058618017,4,True,19.6342688578
593580-99999,2003-4-16,75.723164797,341.02915523,349.591098065,4,True,39.6186451926
593580-99999,2003-4-16,78.1899244571,65.9470735986,89.6718445647,7,False,29.6714777104
