station,date,angle,angle_1,angle_2,str,fromto,dist
518280-99999,2003-9-8,250.215234804,247.103597533,252.485301577,4,True,59.1535702366
518280-99999,2003-9-8,261.207794267,255.194934785,272.212342626,7,True,59.35920444
518280-99999,2003-9-8,277.809170535,274.856329807,280.537951019,6,True,54.9867307474
518280-99999,2003-9-8,295.297905261,287.353909771,305.37439069,10,True,70.2743262776
518860-99999,2003-1-1,251.011942841,243.486444811,262.273896503,7,False,39.2218278414
518860-99999,2003-1-16,285.011915698,280.405719853,287.404243182,5,True,44.4833007491
518860-99999,2003-1-21,284.467160772,280.405719853,287.404243182,4,True,54.3437153353
518860-99999,2003-1-26,259.640875377,251.124139963,265.255423404,10,True,44.4753380124
518860-99999,2003-1-26,279.947453504,270.84359465,289.341575356,11,True,46.5003527058
518860-99999,2003-1-31,260.033357618,251.992692529,265.255423404,8,True,51.7620320774
518860-99999,2003-1-6,252.266192513,247.195153026,262.273896503,6,False,36.1271271269
518860-99999,2003-1-6,271.571574316,267.403937121,275.039576721,4,False,37.5523817323
518860-99999,2003-10-3,339.706439131,253.546012052,275.920660935,5,True,35.9878105222
518860-99999,2003-10-3,227.076649874,216.69627487,233.5397638,6,False,41.371717259
518860-99999,2003-10-3,241.74076035,238.131529874,244.218528321,4,False,52.4125191379
518860-99999,2003-10-8,314.582876932,210.667435707,233.020618408,4,False,44.123558652
518860-99999,2003-11-12,242.229249986,232.325209002,247.696574341,4,True,31.8221432881
518860-99999,2003-11-12,260.510609964,254.740343249,265.255423404,5,True,55.0836287358
518860-99999,2003-11-17,224.729849663,201.51952857,241.586307336,5,True,24.1243532375
518860-99999,2003-11-2,243.838331572,238.131529874,252.149044267,4,True,41.0977779496
518860-99999,2003-11-7,237.595292659,224.559788556,247.696574341,7,True,39.344060999
518860-99999,2003-2-15,245.688029683,234.487114721,253.546012052,5,True,22.5084477788
518860-99999,2003-2-20,201.498593877,188.27704451,210.667435707,5,True,21.3289120293
518860-99999,2003-2-20,260.408973208,247.696574341,287.404243182,5,True,30.6270168643
518860-99999,2003-2-25,201.498593877,188.27704451,210.667435707,5,True,21.3289120293
518860-99999,2003-2-25,285.26445431,272.999188771,289.272298951,5,False,50.1105300176
518860-99999,2003-2-5,289.466397612,275.920660935,303.803792758,4,False,32.4527995647
518860-99999,2003-3-17,269.754680303,262.273896503,287.190935405,5,True,26.3738650895
518860-99999,2003-3-2,286.93565786,272.999188771,291.485491159,6,False,61.5596668206
518860-99999,2003-3-22,240.117784462,233.5397638,244.218528321,4,True,36.2530177788
518860-99999,2003-3-22,270.934776803,262.273896503,283.362727476,9,True,37.9002392417
518860-99999,2003-3-27,243.150697846,233.5397638,251.124139963,6,True,37.6922657872
518860-99999,2003-3-27,300.373458868,252.149044267,283.362727476,11,True,36.3448484951
518860-99999,2003-4-1,244.440609125,234.487114721,251.124139963,5,True,31.437575782
518860-99999,2003-4-1,301.057780151,252.149044267,283.362727476,11,True,34.6736456943
518860-99999,2003-4-11,249.933944618,234.487114721,262.273896503,8,True,28.3334885172
518860-99999,2003-4-11,278.718832252,264.51604018,303.803792758,8,True,23.4324517781
518860-99999,2003-4-16,198.245439283,174.081521497,219.337773819,4,True,18.2898960021
518860-99999,2003-4-16,251.554177458,234.487114721,264.51604018,9,True,28.8423387382
518860-99999,2003-4-21,215.171198247,198.042933246,241.126538392,6,True,26.5993523397
518860-99999,2003-4-26,216.873318202,198.042933246,241.126538392,4,True,30.8431247975
518860-99999,2003-4-26,272.370837496,270.84359465,273.792437395,4,True,42.7131371185
518860-99999,2003-4-26,288.429721666,287.190935405,289.341575356,7,True,40.8618275293
518860-99999,2003-4-6,243.72353409,234.487114721,251.124139963,4,True,24.4955022952
518860-99999,2003-4-6,272.958328604,264.51604018,283.362727476,8,True,38.7456373355
518860-99999,2003-5-1,273.407264607,270.84359465,275.920660935,6,True,47.4570583572
518860-99999,2003-5-11,241.306636734,233.5397638,252.149044267,5,True,37.4169927684
518860-99999,2003-5-11,276.528219714,272.999188771,283.362727476,4,False,45.1281768293
518860-99999,2003-5-16,248.719628668,233.5397638,267.403937121,8,True,29.7240751755
518860-99999,2003-5-16,277.038316702,273.792437395,283.362727476,4,False,48.1376970518
518860-99999,2003-5-21,246.050441746,233.5397638,262.273896503,7,True,30.6284310338
518860-99999,2003-5-26,234.230529643,226.203815305,241.586307336,6,True,36.3519120145
518860-99999,2003-5-31,226.951478814,222.014388105,233.5397638,5,True,39.3204266687
518860-99999,2003-6-25,274.681738042,265.255423404,283.362727476,5,True,46.4453434926
518860-99999,2003-6-30,276.156678736,267.403937121,286.695952575,7,True,43.3876809726
518860-99999,2003-6-5,226.579438941,222.014388105,233.5397638,4,True,37.8340871615
518860-99999,2003-7-10,269.680827703,264.51604018,273.792437395,5,True,36.8346410992
518860-99999,2003-7-15,269.139002336,264.51604018,273.792437395,4,True,33.9714324198
518860-99999,2003-7-15,282.761448385,275.920660935,289.341575356,7,True,43.7019446746
518860-99999,2003-7-20,278.697099864,264.51604018,289.341575356,12,True,41.6997078152
518860-99999,2003-7-25,271.816919808,262.273896503,286.695952575,9,True,35.0853719152
518860-99999,2003-7-30,272.01627261,262.273896503,286.695952575,11,True,38.4442113277
518860-99999,2003-7-5,292.662376577,287.644977283,296.165501632,4,True,52.5002363225
518860-99999,2003-7-5,272.481033378,267.403937121,275.958525214,6,True,40.5004862069
518860-99999,2003-8-14,292.657319371,289.272298951,298.420325638,4,False,73.4435450807
518860-99999,2003-8-19,298.482388682,286.695952575,314.384748004,4,True,56.9150315301
518860-99999,2003-8-24,292.556640298,210.667435707,226.203815305,5,True,36.1674203508
518860-99999,2003-8-29,292.055034918,287.644977283,305.203876869,5,False,50.2691386258
518860-99999,2003-8-4,272.692357531,262.273896503,286.695952575,10,True,38.3210395349
518860-99999,2003-8-9,264.164466693,262.273896503,267.403937121,4,True,31.5359670512
518860-99999,2003-8-9,292.657319371,289.272298951,298.420325638,4,False,73.4435450807
518860-99999,2003-9-13,268.020638284,251.124139963,287.190935405,13,True,37.9238988546
518860-99999,2003-9-18,268.429323603,251.124139963,291.451161734,16,True,40.2464595551
518860-99999,2003-9-23,299.214595811,253.546012052,291.451161734,14,True,39.1604422186
518860-99999,2003-9-23,229.075882732,216.69627487,241.126538392,11,False,41.4341619152
518860-99999,2003-9-28,306.523434663,253.546012052,289.341575356,11,True,37.1020129821
518860-99999,2003-9-28,225.476507646,216.69627487,233.5397638,8,False,38.5713625587
518860-99999,2003-9-8,260.638143468,247.696574341,270.84359465,4,True,36.1266876648
522030-99999,2003-1-1,261.429939312,255.233840146,273.512231468,5,True,39.6001725975
522030-99999,2003-1-1,89.0078281731,75.2994652977,104.124766861,4,False,25.6215738231
522030-99999,2003-1-11,252.991722042,235.807775184,268.672341598,7,True,48.1536899902
522030-99999,2003-1-11,215.66145268,210.620735381,220.788594613,4,True,46.0951165387
522030-99999,2003-1-11,97.9052559055,75.2994652977,114.130378774,4,False,26.8282190867
522030-99999,2003-1-16,217.037350967,210.620735381,226.29218776,4,True,46.9404093603
522030-99999,2003-1-16,247.41909114,235.807775184,263.368827029,9,True,58.1789093173
522030-99999,2003-1-21,217.490616067,210.620735381,226.29218776,4,True,48.4635594498
522030-99999,2003-1-21,245.214595315,235.807775184,263.368827029,9,True,55.8999932491
522030-99999,2003-1-6,262.63700636,255.233840146,273.512231468,6,True,37.8652993085
522030-99999,2003-1-6,89.0078281731,75.2994652977,104.124766861,4,False,25.6215738231
522030-99999,2003-10-13,259.838569335,244.203270752,282.594547998,13,True,39.9106924588
522030-99999,2003-10-13,232.444987615,226.29218776,237.719416631,5,True,35.4914947412
522030-99999,2003-10-18,260.898303168,246.331900408,282.594547998,9,True,44.3508239739
522030-99999,2003-10-18,228.67706437,217.903396668,237.719416631,6,True,44.5239844011
522030-99999,2003-10-23,229.154039692,217.903396668,237.719416631,5,True,42.3282572425
522030-99999,2003-10-23,258.60831174,244.071031912,282.594547998,12,True,46.7756604185
522030-99999,2003-10-28,227.564698499,209.956690699,237.719416631,5,True,37.26879305
522030-99999,2003-10-28,262.586907276,249.809656338,282.594547998,9,True,45.9033896529
522030-99999,2003-10-3,235.634703276,226.29218776,244.203270752,6,True,45.6128217957
522030-99999,2003-10-8,251.216183584,244.203270752,255.41613195,5,True,41.2735491881
522030-99999,2003-10-8,265.08194184,259.545936289,270.651333852,4,True,29.6790777537
522030-99999,2003-11-12,224.340120093,209.956690699,237.719416631,7,True,45.7496757399
522030-99999,2003-11-2,221.373220755,196.783004754,244.071031912,9,True,38.2337138205
522030-99999,2003-11-22,244.407181559,235.807775184,251.418018733,4,False,52.7775032499
522030-99999,2003-11-27,257.872688813,255.233840146,263.368827029,5,True,43.773757977
522030-99999,2003-11-7,222.110237337,209.956690699,236.640293829,6,True,45.2371257687
522030-99999,2003-12-2,236.965442515,231.994639614,243.068816528,5,True,53.029097223
522030-99999,2003-12-2,257.872688813,255.233840146,263.368827029,5,True,43.773757977
522030-99999,2003-2-10,239.787045993,234.979983327,246.331900408,4,True,33.1260746004
522030-99999,2003-2-10,275.541160726,263.368827029,282.594547998,4,False,62.2475544374
522030-99999,2003-2-15,276.805812234,263.368827029,282.594547998,5,False,62.6883090281
522030-99999,2003-2-20,214.060977125,209.647288082,220.549593455,4,True,21.3050646062
522030-99999,2003-2-25,190.049244097,176.290497584,205.929762539,4,False,33.1709714496
522030-99999,2003-2-5,221.373771433,209.556647164,228.302920037,4,False,23.2820899226
522030-99999,2003-3-17,277.396660534,261.458155622,290.803167816,4,True,58.4188257264
522030-99999,2003-3-22,187.03360053,178.505151412,198.535313177,4,True,11.8215342479
522030-99999,2003-3-22,266.767999766,259.545936289,273.512231468,5,True,31.6960351196
522030-99999,2003-3-27,197.846645898,181.193711509,209.956690699,5,True,13.5898477719
522030-99999,2003-3-27,266.767999766,259.545936289,273.512231468,5,True,31.6960351196
522030-99999,2003-4-1,263.69343611,255.233840146,273.512231468,9,True,36.4601971536
522030-99999,2003-4-11,291.716161032,284.093220217,301.479483538,5,True,59.7640689345
522030-99999,2003-4-11,305.779551292,259.054036203,282.594547998,10,True,45.1711288863
522030-99999,2003-4-16,283.623171791,268.672341598,301.479483538,11,True,52.2777839007
522030-99999,2003-4-16,277.773092798,216.090336265,235.807775184,7,True,35.0325288609
522030-99999,2003-4-16,295.116263532,236.640293829,249.809656338,7,True,46.2736039072
522030-99999,2003-4-21,283.576166948,268.672341598,301.479483538,10,True,52.8224639935
522030-99999,2003-4-21,190.28114131,174.027322366,205.929762539,6,True,26.1259503657
522030-99999,2003-4-26,270.924296046,259.545936289,282.594547998,7,True,43.5552996538
522030-99999,2003-4-26,190.28114131,174.027322366,205.929762539,6,True,26.1259503657
522030-99999,2003-4-6,289.275330405,284.093220217,297.696538885,4,True,60.5486737772
522030-99999,2003-4-6,302.419814,259.054036203,282.594547998,11,True,45.1601469793
522030-99999,2003-5-1,198.604411998,178.505151412,210.620735381,7,True,23.9580985469
522030-99999,2003-5-1,266.402221211,259.545936289,273.512231468,5,True,34.1303905224
522030-99999,2003-5-11,111.537369017,98.0664126895,129.827917743,4,True,32.1419159265
522030-99999,2003-5-11,271.677456552,261.458155622,284.093220217,5,True,36.7273722039
522030-99999,2003-5-16,111.537369017,98.0664126895,129.827917743,4,True,32.1419159265
522030-99999,2003-5-16,268.573515635,261.458155622,273.512231468,4,True,34.2014695116
522030-99999,2003-5-21,268.573515635,261.458155622,273.512231468,4,True,34.2014695116
522030-99999,2003-5-26,187.85253355,163.145524621,215.701974038,4,False,24.6692344817
522030-99999,2003-5-26,256.614416548,251.418018733,261.458155622,5,False,37.4479718707
522030-99999,2003-5-31,187.85253355,163.145524621,215.701974038,4,False,24.6692344817
522030-99999,2003-5-31,245.312779752,236.147425281,251.418018733,4,False,53.2577107617
522030-99999,2003-5-6,202.253241319,189.90022602,210.620735381,4,True,19.1268071646
522030-99999,2003-5-6,266.402221211,259.545936289,273.512231468,5,True,34.1303905224
522030-99999,2003-6-30,195.003179074,178.505151412,209.556647164,5,True,16.6190412424
522030-99999,2003-6-30,226.635067791,220.788594613,234.979983327,4,True,45.4713599503
522030-99999,2003-7-10,230.902816473,220.549593455,244.203270752,8,True,34.5543474586
522030-99999,2003-7-15,201.872460896,174.027322366,220.549593455,6,True,17.1275148162
522030-99999,2003-7-20,209.672221353,198.535313177,220.549593455,4,True,14.0522666704
522030-99999,2003-7-25,222.883375254,209.647288082,234.979983327,7,True,25.7157498228
522030-99999,2003-7-30,222.591231465,209.647288082,234.979983327,7,True,29.9771541667
522030-99999,2003-7-5,194.107613265,174.027322366,209.556647164,5,True,18.4353400366
522030-99999,2003-7-5,228.064122715,220.788594613,236.147425281,6,True,44.7826093506
522030-99999,2003-8-14,253.422310275,243.068816528,268.672341598,6,True,36.5381791047
522030-99999,2003-8-14,216.446385384,201.040363652,226.29218776,4,True,36.3840797877
522030-99999,2003-8-19,209.293421278,178.505151412,234.979983327,8,True,27.0138093006
522030-99999,2003-8-19,257.9516234,244.203270752,281.864418267,7,True,37.2881644698
522030-99999,2003-8-4,217.19462691,201.040363652,226.29218776,6,True,40.4750262187
522030-99999,2003-8-9,215.085693551,201.040363652,225.697039845,4,True,39.8842630126
522030-99999,2003-9-13,235.672798738,228.302920037,241.688874957,4,True,33.9666259658
522030-99999,2003-9-18,187.762755609,174.027322366,205.929762539,4,False,23.2481461904
522030-99999,2003-9-23,178.186153391,163.145524621,189.90022602,4,False,17.361366354
522030-99999,2003-9-3,242.485865687,237.719416631,246.331900408,4,True,35.5967946776
522030-99999,2003-9-8,248.323011334,237.719416631,259.054036203,7,True,40.8362327172
524180-99999,2003-1-11,224.442987854,206.239516451,240.852708757,13,True,38.0307064847
524180-99999,2003-1-11,256.141141912,250.70225248,263.675775938,4,True,29.4291043646
524180-99999,2003-1-16,278.868905367,211.60991945,226.60759962,6,True,29.7390607484
524180-99999,2003-1-16,239.328648053,233.222870826,246.554398652,9,True,49.7882959372
524180-99999,2003-1-16,254.736057915,248.050374795,263.675775938,8,True,40.1238302305
524180-99999,2003-1-21,239.328648053,233.222870826,246.554398652,9,True,49.7882959372
524180-99999,2003-1-21,261.013825356,248.050374795,287.54461576,12,True,41.8424641416
524180-99999,2003-1-26,255.099752138,240.852708757,267.843665553,11,True,39.0833477127
524180-99999,2003-1-31,255.782469092,240.852708757,267.843665553,11,True,37.8896062751
524180-99999,2003-1-6,223.075511113,206.239516451,239.159126471,12,True,37.9570197198
524180-99999,2003-10-13,290.574390314,282.211676693,307.706550786,8,True,47.7906611035
524180-99999,2003-10-13,252.998195669,248.050374795,255.812951582,6,True,43.8414943568
524180-99999,2003-10-13,266.782646908,263.322838069,271.806543316,7,True,40.3586416818
524180-99999,2003-10-18,290.155120353,282.211676693,307.706550786,4,True,47.0963679204
524180-99999,2003-10-18,259.837647877,248.050374795,271.806543316,9,True,43.317508486
524180-99999,2003-10-23,265.891262424,248.050374795,287.54461576,12,True,45.5417496568
524180-99999,2003-10-28,272.402647392,255.812951582,287.54461576,8,True,45.5645034311
524180-99999,2003-10-28,240.445253643,218.701681686,254.268776549,9,True,41.8239532946
524180-99999,2003-10-3,268.531677665,240.852708757,302.964478174,12,True,44.6232986326
524180-99999,2003-10-8,289.705572784,282.211676693,307.706550786,9,True,49.27891329
524180-99999,2003-10-8,253.993943339,250.70225248,255.812951582,4,True,44.5340448615
524180-99999,2003-10-8,266.782646908,263.322838069,271.806543316,7,True,40.3586416818
524180-99999,2003-11-12,262.725962206,244.181454084,282.211676693,6,True,41.2428650855
524180-99999,2003-11-12,211.494536234,197.741756645,220.167421976,6,True,37.5828230063
524180-99999,2003-11-17,211.494536234,197.741756645,220.167421976,6,True,37.5828230063
524180-99999,2003-11-2,271.829653183,255.812951582,287.54461576,8,True,44.4614391507
524180-99999,2003-11-2,237.328795485,216.133330659,254.268776549,9,True,40.6717234141
524180-99999,2003-11-22,208.097350145,195.750214127,220.167421976,6,True,35.287700916
524180-99999,2003-11-27,256.791405085,246.554398652,265.903423598,6,True,45.7337559199
524180-99999,2003-11-7,267.256561646,244.181454084,287.54461576,11,True,44.992281468
524180-99999,2003-12-2,249.168738148,220.167421976,263.322838069,6,True,44.3298600593
524180-99999,2003-2-10,264.650078624,263.322838069,265.903423598,4,True,37.6666691803
524180-99999,2003-2-10,292.917089477,282.755032546,307.706550786,7,False,55.9746351328
524180-99999,2003-2-15,239.09064398,227.545765917,246.554398652,5,True,42.032393095
524180-99999,2003-2-20,232.630800482,227.545765917,240.852708757,4,True,31.0972828858
524180-99999,2003-2-25,256.273321464,244.181454084,263.675775938,5,True,38.4618862582
524180-99999,2003-2-25,171.346945534,154.662896725,197.741756645,4,False,20.8807817305
524180-99999,2003-2-5,250.601009431,218.701681686,265.903423598,12,True,36.0268056947
524180-99999,2003-2-5,289.224183472,274.477434022,307.706550786,6,False,41.199724501
524180-99999,2003-3-17,213.543904384,206.239516451,217.783011087,5,True,28.1214183874
524180-99999,2003-3-2,240.446635111,227.545765917,248.050374795,6,True,36.6398474664
524180-99999,2003-3-2,179.001231814,154.662896725,211.60991945,5,False,26.4265392881
524180-99999,2003-3-22,169.12670215,155.276655942,182.675953197,5,True,15.627520931
524180-99999,2003-3-22,213.543904384,206.239516451,217.783011087,5,True,28.1214183874
524180-99999,2003-3-27,173.563954146,155.276655942,195.750214127,6,True,18.9546660457
524180-99999,2003-3-27,212.896547815,206.239516451,217.783011087,4,True,22.8114919441
524180-99999,2003-3-27,280.512310708,276.870110592,283.157638172,5,True,31.3646877765
524180-99999,2003-3-7,245.477793481,241.864533798,248.050374795,4,True,43.1207832963
524180-99999,2003-4-1,173.563954146,155.276655942,195.750214127,6,True,18.9546660457
524180-99999,2003-4-1,259.817768049,250.70225248,269.228004992,10,True,38.124296291
524180-99999,2003-4-1,280.512310708,276.870110592,283.157638172,5,True,31.3646877765
524180-99999,2003-4-11,299.679260274,247.814811247,282.552249353,10,True,28.8614709026
524180-99999,2003-4-16,299.679260274,247.814811247,282.552249353,10,True,28.8614709026
524180-99999,2003-4-16,107.885160794,91.6613573888,121.380137894,4,False,25.8507438372
524180-99999,2003-4-21,269.342783874,250.70225248,283.157638172,9,True,28.6317794295
524180-99999,2003-4-21,107.885160794,91.6613573888,121.380137894,4,False,25.8507438372
524180-99999,2003-4-26,269.823695146,250.70225248,283.157638172,8,True,32.3334190892
524180-99999,2003-4-6,287.836905544,247.814811247,269.228004992,12,True,37.4822360542
524180-99999,2003-4-6,279.850978842,276.870110592,282.552249353,4,True,29.8020658257
524180-99999,2003-5-16,282.609820146,277.769878731,287.357657782,5,True,35.3559192125
524180-99999,2003-5-21,286.896931119,277.769878731,302.964478174,7,True,41.1295506538
524180-99999,2003-6-10,195.015848085,142.27925702,220.167421976,8,True,21.4339784373
524180-99999,2003-6-15,190.75616993,162.499290623,211.60991945,4,True,23.3312145642
524180-99999,2003-6-30,266.574483053,263.322838069,269.228004992,4,False,46.2271332361
524180-99999,2003-6-5,185.603112697,155.276655942,215.953744274,5,True,17.1925005291
524180-99999,2003-7-10,218.489799758,197.741756645,228.901856427,5,True,29.7668608881
524180-99999,2003-7-15,221.849389685,197.741756645,228.901856427,5,True,35.481743837
524180-99999,2003-7-15,244.632224739,239.159126471,250.70225248,4,True,35.4936345935
524180-99999,2003-7-5,266.574483053,263.322838069,269.228004992,4,False,46.2271332361
524180-99999,2003-9-13,251.072850464,233.222870826,265.69827689,11,True,36.4194695495
524180-99999,2003-9-18,252.03715306,233.222870826,271.806543316,9,True,31.2348336718
524180-99999,2003-9-23,245.839208354,233.222870826,254.268776549,4,True,37.4607369079
524180-99999,2003-9-3,280.171595927,276.870110592,282.552249353,5,True,34.1014450392
524180-99999,2003-9-8,282.425778937,276.870110592,293.696693986,6,True,34.8734787695
524180-99999,2003-9-8,280.581667975,228.901856427,269.228004992,12,True,38.5470543452
524360-99999,2003-1-1,234.731284834,217.44510144,250.302794615,4,True,27.7044432917
524360-99999,2003-1-11,228.186594861,192.252352463,250.302794615,9,True,25.455124952
524360-99999,2003-1-16,241.954820733,226.320824334,252.851997941,15,True,41.3785725817
524360-99999,2003-1-21,241.954820733,226.320824334,252.851997941,15,True,41.3785725817
524360-99999,2003-1-26,257.360920941,226.320824334,286.813585562,17,True,36.2888624733
524360-99999,2003-1-31,256.354977203,226.320824334,280.596956889,16,True,34.9051669123
524360-99999,2003-1-6,232.692603848,214.631198929,250.302794615,7,True,25.4179381896
524360-99999,2003-10-13,226.087297778,200.894837864,244.856418947,4,True,33.2542403105
524360-99999,2003-10-13,269.870776444,251.067532181,284.078103066,15,True,39.1571909061
524360-99999,2003-10-3,259.048624254,230.367939232,282.259946387,9,True,36.5210339294
524360-99999,2003-10-8,218.450370899,187.902663384,244.856418947,5,True,31.2429032989
524360-99999,2003-10-8,266.560450263,251.067532181,282.259946387,12,True,39.5062232163
524360-99999,2003-11-17,291.007849923,282.259946387,314.831552392,5,True,35.5212720371
524360-99999,2003-11-22,291.007849923,282.259946387,314.831552392,5,True,35.5212720371
524360-99999,2003-11-27,302.012583122,291.63868201,314.831552392,4,True,48.6965357459
524360-99999,2003-11-27,201.743133848,189.958869148,211.083379056,4,False,30.5210299717
524360-99999,2003-12-2,302.012583122,291.63868201,314.831552392,4,True,48.6965357459
524360-99999,2003-12-2,201.743133848,189.958869148,211.083379056,4,False,30.5210299717
524360-99999,2003-2-10,263.518675125,251.836985529,275.633657847,7,True,34.3138100305
524360-99999,2003-2-15,266.453596759,260.684891522,275.633657847,5,True,32.2737050783
524360-99999,2003-2-15,288.402801104,282.434189421,295.16328794,5,True,45.1560989651
524360-99999,2003-2-20,237.00033307,223.067802781,249.544498447,9,True,37.8317178392
524360-99999,2003-2-20,286.712679395,282.434189421,294.66995209,4,True,39.1526250949
524360-99999,2003-2-25,291.211615334,282.434189421,303.44037374,5,True,39.1240227107
524360-99999,2003-2-25,249.103015997,237.416628758,260.684891522,7,True,37.0217713697
524360-99999,2003-2-5,261.406573135,244.856418947,280.596956889,13,True,32.0926530059
524360-99999,2003-3-2,242.489891359,237.416628758,249.544498447,6,True,34.6910604698
524360-99999,2003-3-2,254.070568049,251.067532181,260.525756547,4,True,43.9811230768
524360-99999,2003-3-7,254.070568049,251.067532181,260.525756547,4,True,43.9811230768
524360-99999,2003-4-1,259.674259696,251.067532181,263.454621611,5,True,35.930129121
524360-99999,2003-4-11,244.543895187,240.772892607,249.544498447,5,True,41.2820666987
524360-99999,2003-4-11,264.768919043,260.525756547,275.633657847,6,True,35.7117548639
524360-99999,2003-4-16,266.292139142,244.856418947,282.259946387,8,True,27.2640046461
524360-99999,2003-4-21,260.756500978,244.856418947,280.596956889,7,True,29.726983118
524360-99999,2003-4-26,260.756500978,244.856418947,280.596956889,7,True,29.726983118
524360-99999,2003-4-6,260.674564765,251.067532181,265.676090113,6,True,37.1901065257
524360-99999,2003-5-1,85.3103304152,67.2727624037,97.7445805014,4,True,36.0664062401
524360-99999,2003-5-1,312.741425417,237.875259914,282.259946387,8,True,29.3306666053
524360-99999,2003-5-11,93.0906572632,67.2727624037,114.385063572,4,True,26.4280941382
524360-99999,2003-5-11,265.21401239,237.416628758,282.823951021,9,True,29.3279010719
524360-99999,2003-5-16,259.781764223,237.416628758,282.823951021,10,True,27.9844183805
524360-99999,2003-5-16,287.625981017,284.078103066,292.689610395,4,False,53.9713878248
524360-99999,2003-5-21,265.729156632,250.302794615,282.823951021,8,True,30.9959615549
524360-99999,2003-5-6,85.3103304152,67.2727624037,97.7445805014,4,True,36.0664062401
524360-99999,2003-5-6,313.042575271,237.875259914,282.259946387,7,True,24.7343894442
524360-99999,2003-6-10,302.507668545,291.63868201,314.831552392,4,False,47.0703987659
524360-99999,2003-6-15,300.575839779,284.078103066,314.831552392,5,False,53.9090847052
524360-99999,2003-6-15,215.416501621,211.083379056,221.730815773,4,False,44.087042284
524360-99999,2003-6-20,215.416501621,211.083379056,221.730815773,4,False,44.087042284
524360-99999,2003-6-25,224.814420699,200.894837864,240.772892607,6,False,44.2565524211
524360-99999,2003-6-30,270.474561414,260.525756547,284.078103066,6,False,46.296734669
524360-99999,2003-6-30,228.84547296,200.894837864,244.856418947,5,False,32.6648981539
524360-99999,2003-6-5,301.145140058,291.63868201,314.831552392,4,False,49.4878025137
524360-99999,2003-7-10,277.447739802,265.676090113,295.16328794,5,False,46.2172959819
524360-99999,2003-7-15,229.090282547,214.631198929,244.856418947,9,True,36.1636305055
524360-99999,2003-7-15,263.944351878,251.067532181,275.633657847,5,True,34.8544088151
524360-99999,2003-7-20,227.734346892,223.067802781,234.725657903,5,True,41.6415529513
524360-99999,2003-7-5,278.806055653,265.676090113,295.16328794,5,False,54.1333869485
524360-99999,2003-9-13,250.456866818,235.831795905,269.856316197,7,True,26.0489532301
524360-99999,2003-9-18,253.994110232,244.473649483,269.856316197,6,True,30.3509486533
524360-99999,2003-9-23,348.946178681,262.638496619,292.689610395,5,True,26.0538571636
524360-99999,2003-9-28,346.782937617,262.638496619,282.259946387,5,True,29.2274007919
524360-99999,2003-9-8,262.053650161,250.302794615,275.633657847,5,True,29.9973042906
524950-99999,2003-1-16,277.959191587,258.319353219,285.058533173,9,True,32.5424328627
524950-99999,2003-1-21,277.959191587,258.319353219,285.058533173,9,True,32.5424328627
524950-99999,2003-1-26,287.24538321,258.319353219,321.082343661,13,True,34.4879793636
524950-99999,2003-1-26,221.43078075,203.15254139,240.178689178,13,True,33.3543138176
524950-99999,2003-1-31,282.863001332,258.319353219,301.809278935,12,True,32.8563244169
524950-99999,2003-1-31,217.296255454,188.338486069,240.178689178,16,True,33.1538056946
524950-99999,2003-10-13,234.352617207,228.80636739,240.178689178,5,True,35.4042526131
524950-99999,2003-10-13,287.708096457,277.203234767,314.814581224,7,True,31.6771121691
524950-99999,2003-10-18,112.367075094,87.4031454073,156.111482516,6,True,29.8522520788
524950-99999,2003-10-23,106.674776698,87.4031454073,129.596879839,4,True,34.1769951946
524950-99999,2003-10-28,234.352617207,228.80636739,240.178689178,5,True,35.4042526131
524950-99999,2003-10-8,234.044218287,227.264372789,240.178689178,5,True,36.3788185967
524950-99999,2003-10-8,249.166338488,243.557015504,255.533015774,4,True,24.0662658238
524950-99999,2003-10-8,282.86080458,277.203234767,286.428364808,5,True,26.956844636
524950-99999,2003-11-12,284.616091172,257.119006031,314.814581224,9,True,26.8438528131
524950-99999,2003-11-12,203.628240134,188.338486069,219.244015118,8,True,38.0650475164
524950-99999,2003-11-17,284.403044305,257.119006031,314.814581224,11,True,24.9462200833
524950-99999,2003-11-17,204.654318781,188.338486069,221.443126827,10,True,35.7239849622
524950-99999,2003-11-17,243.032109163,237.055333441,251.339401461,5,True,26.3810168893
524950-99999,2003-11-2,226.879635301,213.288755524,237.055333441,8,True,32.0336434097
524950-99999,2003-11-2,275.980626695,251.339401461,296.062959142,9,True,26.0882823882
524950-99999,2003-11-22,279.92513565,257.119006031,301.809278935,6,True,20.5627300892
524950-99999,2003-11-22,244.526303094,240.178689178,251.339401461,4,True,24.4216553434
524950-99999,2003-11-27,225.516843476,219.244015118,229.356460936,4,True,33.4838756572
524950-99999,2003-11-27,249.166338488,243.557015504,255.533015774,4,True,24.0662658238
524950-99999,2003-11-27,281.827829348,278.545678441,284.838071076,4,True,37.2304634053
524950-99999,2003-11-7,231.769753929,227.264372789,237.055333441,5,True,36.8810501827
524950-99999,2003-11-7,280.841279915,257.119006031,296.062959142,8,True,25.4123610106
524950-99999,2003-12-2,225.516843476,219.244015118,229.356460936,4,True,33.4838756572
524950-99999,2003-12-2,249.166338488,243.557015504,255.533015774,4,True,24.0662658238
524950-99999,2003-2-10,222.575489562,199.398292235,240.178689178,9,True,33.650690434
