"StartDate","Count","Class"
"01-01","3","L"
"01-06","4","M"
"01-11","3","L"
"01-16","4","M"
"01-21","3","L"
"01-26","4","M"
"01-31","4","M"
"02-05","2","L"
"02-10","0","L"
"02-15","1","L"
"02-20","1","L"
"02-25","2","L"
"03-02","1","L"
"03-07","2","L"
"03-12","1","L"
"03-17","1","L"
"03-22","0","L"
"03-27","0","L"
"04-01","0","L"
"04-06","1","L"
"04-11","0","L"
"04-16","0","L"
"04-21","0","L"
"04-26","1","L"
"05-01","0","L"
"05-06","1","L"
"05-11","1","L"
"05-16","3","L"
"05-21","3","L"
"05-26","3","L"
"05-31","3","L"
"06-05","3","L"
"06-10","3","L"
"06-15","4","M"
"06-20","4","M"
"06-25","4","M"
"06-30","4","M"
"07-05","1","L"
"07-10","2","L"
"07-15","2","L"
"07-20","2","L"
"07-25","2","L"
"07-30","2","L"
"08-04","3","L"
"08-09","3","L"
"08-14","1","L"
"08-19","1","L"
"08-24","3","L"
"08-29","4","M"
"09-03","4","M"
"09-08","4","M"
"09-13","5","M"
"09-18","4","M"
"09-23","3","L"
"09-28","3","L"
"10-03","3","L"
"10-08","3","L"
"10-13","3","L"
"10-18","5","M"
"10-23","3","L"
"10-28","3","L"
"11-02","6","M"
"11-07","6","M"
"11-12","5","M"
"11-17","4","M"
"11-22","3","L"
"11-27","3","L"
"12-02","2","L"
