"StartDate","Count","Class"
"01-01","6","M"
"01-06","6","M"
"01-11","6","M"
"01-16","6","M"
"01-21","8","H"
"01-26","8","H"
"01-31","9","H"
"02-05","9","H"
"02-10","9","H"
"02-15","9","H"
"02-20","9","H"
"02-25","9","H"
"03-02","9","H"
"03-07","8","H"
"03-12","8","H"
"03-17","9","H"
"03-22","7","H"
"03-27","7","H"
"04-01","7","H"
"04-06","5","M"
"04-11","4","M"
"04-16","4","M"
"04-21","5","M"
"04-26","4","M"
"05-01","3","L"
"05-06","3","L"
"05-11","4","M"
"05-16","4","M"
"05-21","3","L"
"05-26","2","L"
"05-31","2","L"
"06-05","1","L"
"06-10","3","L"
"06-15","4","M"
"06-20","3","L"
"06-25","3","L"
"06-30","2","L"
"07-05","2","L"
"07-10","3","L"
"07-15","3","L"
"07-20","4","M"
"07-25","3","L"
"07-30","3","L"
"08-04","3","L"
"08-09","1","L"
"08-14","2","L"
"08-19","6","M"
"08-24","7","H"
"08-29","5","M"
"09-03","6","M"
"09-08","5","M"
"09-13","5","M"
"09-18","7","H"
"09-23","7","H"
"09-28","7","H"
"10-03","6","M"
"10-08","8","H"
"10-13","8","H"
"10-18","7","H"
"10-23","7","H"
"10-28","9","H"
"11-02","9","H"
"11-07","9","H"
"11-12","10","H"
"11-17","9","H"
"11-22","9","H"
"11-27","7","H"
"12-02","6","M"
