"StartDate","Count","Class"
"01-01","7","H"
"01-06","8","H"
"01-11","7","H"
"01-16","9","H"
"01-21","7","H"
"01-26","7","H"
"01-31","6","M"
"02-05","6","M"
"02-10","7","H"
"02-15","7","H"
"02-20","7","H"
"02-25","8","H"
"03-02","8","H"
"03-07","6","M"
"03-12","5","M"
"03-17","6","M"
"03-22","6","M"
"03-27","6","M"
"04-01","7","H"
"04-06","8","H"
"04-11","6","M"
"04-16","6","M"
"04-21","5","M"
"04-26","4","M"
"05-01","4","M"
"05-06","4","M"
"05-11","5","M"
"05-16","4","M"
"05-21","4","M"
"05-26","3","L"
"05-31","3","L"
"06-05","1","L"
"06-10","1","L"
"06-15","2","L"
"06-20","2","L"
"06-25","3","L"
"06-30","1","L"
"07-05","4","M"
"07-10","2","L"
"07-15","3","L"
"07-20","2","L"
"07-25","2","L"
"07-30","1","L"
"08-04","1","L"
"08-09","2","L"
"08-14","1","L"
"08-19","3","L"
"08-24","4","M"
"08-29","5","M"
"09-03","5","M"
"09-08","8","H"
"09-13","5","M"
"09-18","5","M"
"09-23","7","H"
"09-28","6","M"
"10-03","5","M"
"10-08","7","H"
"10-13","6","M"
"10-18","5","M"
"10-23","7","H"
"10-28","7","H"
"11-02","8","H"
"11-07","8","H"
"11-12","8","H"
"11-17","9","H"
"11-22","8","H"
"11-27","9","H"
"12-02","8","H"
