"StartDate","Count","Class"
"01-01","3","L"
"01-06","6","M"
"01-11","6","M"
"01-16","4","M"
"01-21","3","L"
"01-26","4","M"
"01-31","5","M"
"02-05","5","M"
"02-10","5","M"
"02-15","7","H"
"02-20","7","H"
"02-25","7","H"
"03-02","6","M"
"03-07","6","M"
"03-12","6","M"
"03-17","5","M"
"03-22","7","H"
"03-27","7","H"
"04-01","9","H"
"04-06","8","H"
"04-11","8","H"
"04-16","8","H"
"04-21","7","H"
"04-26","6","M"
"05-01","5","M"
"05-06","3","L"
"05-11","6","M"
"05-16","6","M"
"05-21","5","M"
"05-26","4","M"
"05-31","4","M"
"06-05","1","L"
"06-10","1","L"
"06-15","1","L"
"06-20","2","L"
"06-25","1","L"
"06-30","3","L"
"07-05","0","L"
"07-10","2","L"
"07-15","2","L"
"07-20","1","L"
"07-25","1","L"
"07-30","1","L"
"08-04","1","L"
"08-09","3","L"
"08-14","4","M"
"08-19","3","L"
"08-24","2","L"
"08-29","4","M"
"09-03","4","M"
"09-08","5","M"
"09-13","5","M"
"09-18","7","H"
"09-23","7","H"
"09-28","5","M"
"10-03","5","M"
"10-08","7","H"
"10-13","7","H"
"10-18","7","H"
"10-23","7","H"
"10-28","9","H"
"11-02","8","H"
"11-07","8","H"
"11-12","6","M"
"11-17","6","M"
"11-22","6","M"
"11-27","7","H"
"12-02","7","H"
