"StartDate","Count","Class"
"01-01","7","H"
"01-06","7","H"
"01-11","4","M"
"01-16","8","H"
"01-21","6","M"
"01-26","7","H"
"01-31","9","H"
"02-05","8","H"
"02-10","10","H"
"02-15","9","H"
"02-20","9","H"
"02-25","9","H"
"03-02","9","H"
"03-07","9","H"
"03-12","6","M"
"03-17","4","M"
"03-22","4","M"
"03-27","5","M"
"04-01","5","M"
"04-06","6","M"
"04-11","6","M"
"04-16","6","M"
"04-21","7","H"
"04-26","5","M"
"05-01","4","M"
"05-06","3","L"
"05-11","2","L"
"05-16","3","L"
"05-21","0","L"
"05-26","0","L"
"05-31","1","L"
"06-05","0","L"
"06-10","0","L"
"06-15","0","L"
"06-20","0","L"
"06-25","0","L"
"06-30","0","L"
"07-05","0","L"
"07-10","0","L"
"07-15","1","L"
"07-20","1","L"
"07-25","3","L"
"07-30","2","L"
"08-04","2","L"
"08-09","3","L"
"08-14","3","L"
"08-19","4","M"
"08-24","4","M"
"08-29","4","M"
"09-03","2","L"
"09-08","3","L"
"09-13","4","M"
"09-18","3","L"
"09-23","3","L"
"09-28","4","M"
"10-03","5","M"
"10-08","5","M"
"10-13","7","H"
"10-18","8","H"
"10-23","7","H"
"10-28","7","H"
"11-02","5","M"
"11-07","3","L"
"11-12","2","L"
"11-17","2","L"
"11-22","4","M"
"11-27","4","M"
"12-02","5","M"
