"StartDate","Count","Class"
"01-01","9","H"
"01-06","8","H"
"01-11","7","H"
"01-16","9","H"
"01-21","10","H"
"01-26","8","H"
"01-31","7","H"
"02-05","5","M"
"02-10","6","M"
"02-15","7","H"
"02-20","7","H"
"02-25","6","M"
"03-02","6","M"
"03-07","6","M"
"03-12","5","M"
"03-17","6","M"
"03-22","9","H"
"03-27","7","H"
"04-01","8","H"
"04-06","8","H"
"04-11","8","H"
"04-16","6","M"
"04-21","6","M"
"04-26","6","M"
"05-01","5","M"
"05-06","5","M"
"05-11","6","M"
"05-16","6","M"
"05-21","7","H"
"05-26","5","M"
"05-31","4","M"
"06-05","3","L"
"06-10","3","L"
"06-15","1","L"
"06-20","4","M"
"06-25","2","L"
"06-30","2","L"
"07-05","2","L"
"07-10","3","L"
"07-15","2","L"
"07-20","2","L"
"07-25","2","L"
"07-30","3","L"
"08-04","2","L"
"08-09","1","L"
"08-14","4","M"
"08-19","4","M"
"08-24","2","L"
"08-29","4","M"
"09-03","3","L"
"09-08","4","M"
"09-13","5","M"
"09-18","7","H"
"09-23","6","M"
"09-28","6","M"
"10-03","5","M"
"10-08","7","H"
"10-13","8","H"
"10-18","7","H"
"10-23","6","M"
"10-28","7","H"
"11-02","7","H"
"11-07","6","M"
"11-12","7","H"
"11-17","9","H"
"11-22","6","M"
"11-27","8","H"
"12-02","9","H"
