"StartDate","Count","Class"
"01-01","5","M"
"01-06","6","M"
"01-11","5","M"
"01-16","6","M"
"01-21","5","M"
"01-26","5","M"
"01-31","4","M"
"02-05","6","M"
"02-10","5","M"
"02-15","5","M"
"02-20","4","M"
"02-25","4","M"
"03-02","6","M"
"03-07","6","M"
"03-12","4","M"
"03-17","5","M"
"03-22","5","M"
"03-27","3","L"
"04-01","2","L"
"04-06","1","L"
"04-11","2","L"
"04-16","1","L"
"04-21","2","L"
"04-26","2","L"
"05-01","2","L"
"05-06","2","L"
"05-11","2","L"
"05-16","2","L"
"05-21","2","L"
"05-26","1","L"
"05-31","1","L"
"06-05","2","L"
"06-10","3","L"
"06-15","2","L"
"06-20","2","L"
"06-25","2","L"
"06-30","2","L"
"07-05","1","L"
"07-10","1","L"
"07-15","3","L"
"07-20","1","L"
"07-25","1","L"
"07-30","1","L"
"08-04","2","L"
"08-09","3","L"
"08-14","2","L"
"08-19","3","L"
"08-24","2","L"
"08-29","0","L"
"09-03","3","L"
"09-08","5","M"
"09-13","5","M"
"09-18","5","M"
"09-23","4","M"
"09-28","4","M"
"10-03","5","M"
"10-08","5","M"
"10-13","4","M"
"10-18","6","M"
"10-23","6","M"
"10-28","6","M"
"11-02","8","H"
"11-07","6","M"
"11-12","6","M"
"11-17","4","M"
"11-22","4","M"
"11-27","3","L"
"12-02","5","M"
