"StartDate","Count","Class"
"01-01","2","L"
"01-06","1","L"
"01-11","4","M"
"01-16","2","L"
"01-21","3","L"
"01-26","4","M"
"01-31","1","L"
"02-05","4","M"
"02-10","5","M"
"02-15","5","M"
"02-20","3","L"
"02-25","4","M"
"03-02","5","M"
"03-07","6","M"
"03-12","4","M"
"03-17","3","L"
"03-22","3","L"
"03-27","3","L"
"04-01","3","L"
"04-06","1","L"
"04-11","3","L"
"04-16","1","L"
"04-21","2","L"
"04-26","1","L"
"05-01","0","L"
"05-06","1","L"
"05-11","1","L"
"05-16","2","L"
"05-21","2","L"
"05-26","2","L"
"05-31","3","L"
"06-05","2","L"
"06-10","2","L"
"06-15","3","L"
"06-20","2","L"
"06-25","1","L"
"06-30","0","L"
"07-05","0","L"
"07-10","1","L"
"07-15","2","L"
"07-20","2","L"
"07-25","1","L"
"07-30","0","L"
"08-04","3","L"
"08-09","2","L"
"08-14","2","L"
"08-19","3","L"
"08-24","5","M"
"08-29","4","M"
"09-03","4","M"
"09-08","2","L"
"09-13","3","L"
"09-18","5","M"
"09-23","6","M"
"09-28","5","M"
"10-03","7","H"
"10-08","9","H"
"10-13","7","H"
"10-18","7","H"
"10-23","8","H"
"10-28","7","H"
"11-02","6","M"
"11-07","5","M"
"11-12","7","H"
"11-17","5","M"
"11-22","4","M"
"11-27","6","M"
"12-02","7","H"
