"StartDate","Count","Class"
"01-01","1","L"
"01-06","0","L"
"01-11","0","L"
"01-16","1","L"
"01-21","1","L"
"01-26","1","L"
"01-31","1","L"
"02-05","1","L"
"02-10","1","L"
"02-15","1","L"
"02-20","1","L"
"02-25","3","L"
"03-02","1","L"
"03-07","4","M"
"03-12","1","L"
"03-17","2","L"
"03-22","3","L"
"03-27","5","M"
"04-01","2","L"
"04-06","3","L"
"04-11","3","L"
"04-16","3","L"
"04-21","4","M"
"04-26","4","M"
"05-01","6","M"
"05-06","5","M"
"05-11","5","M"
"05-16","5","M"
"05-21","3","L"
"05-26","2","L"
"05-31","2","L"
"06-05","2","L"
"06-10","1","L"
"06-15","3","L"
"06-20","4","M"
"06-25","3","L"
"06-30","3","L"
"07-05","5","M"
"07-10","4","M"
"07-15","5","M"
"07-20","6","M"
"07-25","7","H"
"07-30","7","H"
"08-04","6","M"
"08-09","5","M"
"08-14","4","M"
"08-19","3","L"
"08-24","5","M"
"08-29","3","L"
"09-03","3","L"
"09-08","2","L"
"09-13","2","L"
"09-18","1","L"
"09-23","1","L"
"09-28","2","L"
"10-03","4","M"
"10-08","2","L"
"10-13","2","L"
"10-18","2","L"
"10-23","2","L"
"10-28","2","L"
"11-02","1","L"
"11-07","0","L"
"11-12","1","L"
"11-17","0","L"
"11-22","1","L"
"11-27","2","L"
"12-02","3","L"
