"StartDate","Count","Class"
"01-01","6","M"
"01-06","7","H"
"01-11","6","M"
"01-16","9","H"
"01-21","9","H"
"01-26","7","H"
"01-31","5","M"
"02-05","5","M"
"02-10","6","M"
"02-15","8","H"
"02-20","9","H"
"02-25","7","H"
"03-02","7","H"
"03-07","4","M"
"03-12","3","L"
"03-17","3","L"
"03-22","4","M"
"03-27","5","M"
"04-01","5","M"
"04-06","4","M"
"04-11","4","M"
"04-16","3","L"
"04-21","5","M"
"04-26","6","M"
"05-01","5","M"
"05-06","6","M"
"05-11","5","M"
"05-16","3","L"
"05-21","3","L"
"05-26","1","L"
"05-31","2","L"
"06-05","2","L"
"06-10","5","M"
"06-15","6","M"
"06-20","3","L"
"06-25","2","L"
"06-30","2","L"
"07-05","1","L"
"07-10","0","L"
"07-15","3","L"
"07-20","1","L"
"07-25","4","M"
"07-30","2","L"
"08-04","3","L"
"08-09","3","L"
"08-14","3","L"
"08-19","3","L"
"08-24","3","L"
"08-29","6","M"
"09-03","3","L"
"09-08","3","L"
"09-13","3","L"
"09-18","5","M"
"09-23","5","M"
"09-28","6","M"
"10-03","7","H"
"10-08","8","H"
"10-13","8","H"
"10-18","7","H"
"10-23","8","H"
"10-28","9","H"
"11-02","5","M"
"11-07","8","H"
"11-12","9","H"
"11-17","7","H"
"11-22","8","H"
"11-27","9","H"
"12-02","9","H"
