"StartDate","Count","Class"
"01-01","3","L"
"01-06","3","L"
"01-11","5","M"
"01-16","5","M"
"01-21","5","M"
"01-26","6","M"
"01-31","6","M"
"02-05","6","M"
"02-10","7","H"
"02-15","7","H"
"02-20","5","M"
"02-25","5","M"
"03-02","4","M"
"03-07","5","M"
"03-12","1","L"
"03-17","1","L"
"03-22","3","L"
"03-27","2","L"
"04-01","1","L"
"04-06","0","L"
"04-11","2","L"
"04-16","1","L"
"04-21","2","L"
"04-26","2","L"
"05-01","1","L"
"05-06","1","L"
"05-11","0","L"
"05-16","0","L"
"05-21","0","L"
"05-26","0","L"
"05-31","0","L"
"06-05","0","L"
"06-10","1","L"
"06-15","1","L"
"06-20","2","L"
"06-25","2","L"
"06-30","0","L"
"07-05","1","L"
"07-10","1","L"
"07-15","1","L"
"07-20","0","L"
"07-25","1","L"
"07-30","0","L"
"08-04","0","L"
"08-09","2","L"
"08-14","1","L"
"08-19","2","L"
"08-24","3","L"
"08-29","2","L"
"09-03","4","M"
"09-08","4","M"
"09-13","6","M"
"09-18","1","L"
"09-23","5","M"
"09-28","6","M"
"10-03","5","M"
"10-08","5","M"
"10-13","8","H"
"10-18","8","H"
"10-23","5","M"
"10-28","7","H"
"11-02","6","M"
"11-07","7","H"
"11-12","8","H"
"11-17","7","H"
"11-22","8","H"
"11-27","8","H"
"12-02","6","M"
