"StartDate","Count","Class"
"01-01","4","M"
"01-06","6","M"
"01-11","4","M"
"01-16","7","H"
"01-21","6","M"
"01-26","6","M"
"01-31","8","H"
"02-05","7","H"
"02-10","4","M"
"02-15","5","M"
"02-20","5","M"
"02-25","4","M"
"03-02","3","L"
"03-07","3","L"
"03-12","5","M"
"03-17","2","L"
"03-22","2","L"
"03-27","3","L"
"04-01","2","L"
"04-06","3","L"
"04-11","2","L"
"04-16","2","L"
"04-21","3","L"
"04-26","3","L"
"05-01","3","L"
"05-06","1","L"
"05-11","0","L"
"05-16","1","L"
"05-21","0","L"
"05-26","1","L"
"05-31","0","L"
"06-05","0","L"
"06-10","1","L"
"06-15","1","L"
"06-20","1","L"
"06-25","2","L"
"06-30","0","L"
"07-05","1","L"
"07-10","2","L"
"07-15","1","L"
"07-20","0","L"
"07-25","1","L"
"07-30","1","L"
"08-04","1","L"
"08-09","1","L"
"08-14","1","L"
"08-19","1","L"
"08-24","1","L"
"08-29","2","L"
"09-03","1","L"
"09-08","1","L"
"09-13","2","L"
"09-18","3","L"
"09-23","4","M"
"09-28","7","H"
"10-03","8","H"
"10-08","6","M"
"10-13","5","M"
"10-18","5","M"
"10-23","5","M"
"10-28","4","M"
"11-02","4","M"
"11-07","3","L"
"11-12","4","M"
"11-17","2","L"
"11-22","2","L"
"11-27","5","M"
"12-02","7","H"
