"StartDate","Count","Class"
"01-01","4","M"
"01-06","5","M"
"01-11","3","L"
"01-16","4","M"
"01-21","4","M"
"01-26","4","M"
"01-31","6","M"
"02-05","6","M"
"02-10","7","H"
"02-15","7","H"
"02-20","7","H"
"02-25","8","H"
"03-02","8","H"
"03-07","6","M"
"03-12","6","M"
"03-17","5","M"
"03-22","4","M"
"03-27","4","M"
"04-01","5","M"
"04-06","5","M"
"04-11","5","M"
"04-16","3","L"
"04-21","2","L"
"04-26","2","L"
"05-01","3","L"
"05-06","2","L"
"05-11","0","L"
"05-16","1","L"
"05-21","2","L"
"05-26","1","L"
"05-31","0","L"
"06-05","1","L"
"06-10","3","L"
"06-15","3","L"
"06-20","3","L"
"06-25","3","L"
"06-30","2","L"
"07-05","4","M"
"07-10","5","M"
"07-15","3","L"
"07-20","3","L"
"07-25","3","L"
"07-30","3","L"
"08-04","1","L"
"08-09","2","L"
"08-14","2","L"
"08-19","1","L"
"08-24","3","L"
"08-29","4","M"
"09-03","4","M"
"09-08","5","M"
"09-13","4","M"
"09-18","2","L"
"09-23","1","L"
"09-28","3","L"
"10-03","4","M"
"10-08","4","M"
"10-13","3","L"
"10-18","6","M"
"10-23","6","M"
"10-28","3","L"
"11-02","3","L"
"11-07","5","M"
"11-12","4","M"
"11-17","4","M"
"11-22","4","M"
"11-27","6","M"
"12-02","2","L"
