"StartDate","Count","Class"
"01-01","4","M"
"01-06","5","M"
"01-11","5","M"
"01-16","4","M"
"01-21","4","M"
"01-26","2","L"
"01-31","3","L"
"02-05","3","L"
"02-10","6","M"
"02-15","7","H"
"02-20","6","M"
"02-25","7","H"
"03-02","7","H"
"03-07","6","M"
"03-12","5","M"
"03-17","6","M"
"03-22","8","H"
"03-27","8","H"
"04-01","8","H"
"04-06","7","H"
"04-11","6","M"
"04-16","5","M"
"04-21","6","M"
"04-26","6","M"
"05-01","5","M"
"05-06","4","M"
"05-11","4","M"
"05-16","3","L"
"05-21","0","L"
"05-26","1","L"
"05-31","2","L"
"06-05","2","L"
"06-10","4","M"
"06-15","4","M"
"06-20","2","L"
"06-25","0","L"
"06-30","0","L"
"07-05","0","L"
"07-10","0","L"
"07-15","0","L"
"07-20","3","L"
"07-25","1","L"
"07-30","0","L"
"08-04","2","L"
"08-09","1","L"
"08-14","1","L"
"08-19","1","L"
"08-24","1","L"
"08-29","2","L"
"09-03","1","L"
"09-08","2","L"
"09-13","1","L"
"09-18","2","L"
"09-23","2","L"
"09-28","2","L"
"10-03","3","L"
"10-08","4","M"
"10-13","3","L"
"10-18","4","M"
"10-23","3","L"
"10-28","1","L"
"11-02","2","L"
"11-07","4","M"
"11-12","6","M"
"11-17","5","M"
"11-22","3","L"
"11-27","4","M"
"12-02","3","L"
