"StartDate","Count","Class"
"01-01","2","L"
"01-06","1","L"
"01-11","1","L"
"01-16","1","L"
"01-21","2","L"
"01-26","1","L"
"01-31","1","L"
"02-05","0","L"
"02-10","1","L"
"02-15","0","L"
"02-20","0","L"
"02-25","0","L"
"03-02","0","L"
"03-07","1","L"
"03-12","1","L"
"03-17","1","L"
"03-22","1","L"
"03-27","2","L"
"04-01","3","L"
"04-06","5","M"
"04-11","5","M"
"04-16","5","M"
"04-21","5","M"
"04-26","5","M"
"05-01","5","M"
"05-06","5","M"
"05-11","5","M"
"05-16","4","M"
"05-21","4","M"
"05-26","3","L"
"05-31","4","M"
"06-05","4","M"
"06-10","4","M"
"06-15","4","M"
"06-20","4","M"
"06-25","2","L"
"06-30","3","L"
"07-05","5","M"
"07-10","3","L"
"07-15","2","L"
"07-20","4","M"
"07-25","4","M"
"07-30","5","M"
"08-04","5","M"
"08-09","5","M"
"08-14","3","L"
"08-19","3","L"
"08-24","3","L"
"08-29","4","M"
"09-03","5","M"
"09-08","5","M"
"09-13","4","M"
"09-18","4","M"
"09-23","5","M"
"09-28","5","M"
"10-03","3","L"
"10-08","3","L"
"10-13","3","L"
"10-18","2","L"
"10-23","0","L"
"10-28","1","L"
"11-02","1","L"
"11-07","2","L"
"11-12","1","L"
"11-17","2","L"
"11-22","2","L"
"11-27","1","L"
"12-02","1","L"
