"StartDate","Count","Class"
"01-01","3","L"
"01-06","3","L"
"01-11","3","L"
"01-16","5","M"
"01-21","5","M"
"01-26","7","H"
"01-31","5","M"
"02-05","3","L"
"02-10","7","H"
"02-15","6","M"
"02-20","7","H"
"02-25","5","M"
"03-02","7","H"
"03-07","7","H"
"03-12","6","M"
"03-17","6","M"
"03-22","8","H"
"03-27","7","H"
"04-01","7","H"
"04-06","7","H"
"04-11","7","H"
"04-16","5","M"
"04-21","5","M"
"04-26","3","L"
"05-01","4","M"
"05-06","2","L"
"05-11","4","M"
"05-16","3","L"
"05-21","4","M"
"05-26","2","L"
"05-31","3","L"
"06-05","2","L"
"06-10","2","L"
"06-15","1","L"
"06-20","0","L"
"06-25","1","L"
"06-30","0","L"
"07-05","1","L"
"07-10","2","L"
"07-15","0","L"
"07-20","0","L"
"07-25","0","L"
"07-30","1","L"
"08-04","3","L"
"08-09","2","L"
"08-14","2","L"
"08-19","2","L"
"08-24","4","M"
"08-29","3","L"
"09-03","3","L"
"09-08","4","M"
"09-13","5","M"
"09-18","7","H"
"09-23","7","H"
"09-28","6","M"
"10-03","6","M"
"10-08","7","H"
"10-13","5","M"
"10-18","4","M"
"10-23","6","M"
"10-28","4","M"
"11-02","3","L"
"11-07","6","M"
"11-12","5","M"
"11-17","6","M"
"11-22","5","M"
"11-27","7","H"
"12-02","6","M"
