"StartDate","Count","Class"
"01-01","3","L"
"01-06","3","L"
"01-11","4","M"
"01-16","4","M"
"01-21","2","L"
"01-26","1","L"
"01-31","3","L"
"02-05","3","L"
"02-10","5","M"
"02-15","5","M"
"02-20","5","M"
"02-25","5","M"
"03-02","4","M"
"03-07","5","M"
"03-12","3","L"
"03-17","2","L"
"03-22","3","L"
"03-27","3","L"
"04-01","2","L"
"04-06","5","M"
"04-11","6","M"
"04-16","5","M"
"04-21","4","M"
"04-26","4","M"
"05-01","5","M"
"05-06","3","L"
"05-11","4","M"
"05-16","3","L"
"05-21","4","M"
"05-26","5","M"
"05-31","4","M"
"06-05","3","L"
"06-10","2","L"
"06-15","2","L"
"06-20","3","L"
"06-25","2","L"
"06-30","4","M"
"07-05","5","M"
"07-10","4","M"
"07-15","7","H"
"07-20","6","M"
"07-25","6","M"
"07-30","6","M"
"08-04","4","M"
"08-09","6","M"
"08-14","7","H"
"08-19","6","M"
"08-24","8","H"
"08-29","6","M"
"09-03","6","M"
"09-08","5","M"
"09-13","3","L"
"09-18","4","M"
"09-23","2","L"
"09-28","4","M"
"10-03","4","M"
"10-08","4","M"
"10-13","7","H"
"10-18","4","M"
"10-23","8","H"
"10-28","9","H"
"11-02","8","H"
"11-07","6","M"
"11-12","7","H"
"11-17","4","M"
"11-22","3","L"
"11-27","6","M"
"12-02","6","M"
