"StartDate","Count","Class"
"01-01","3","L"
"01-06","2","L"
"01-11","2","L"
"01-16","3","L"
"01-21","1","L"
"01-26","2","L"
"01-31","1","L"
"02-05","1","L"
"02-10","0","L"
"02-15","0","L"
"02-20","0","L"
"02-25","1","L"
"03-02","2","L"
"03-07","2","L"
"03-12","2","L"
"03-17","2","L"
"03-22","5","M"
"03-27","3","L"
"04-01","2","L"
"04-06","2","L"
"04-11","2","L"
"04-16","1","L"
"04-21","2","L"
"04-26","3","L"
"05-01","2","L"
"05-06","3","L"
"05-11","4","M"
"05-16","6","M"
"05-21","4","M"
"05-26","4","M"
"05-31","4","M"
"06-05","3","L"
"06-10","3","L"
"06-15","4","M"
"06-20","4","M"
"06-25","4","M"
"06-30","6","M"
"07-05","5","M"
"07-10","6","M"
"07-15","2","L"
"07-20","3","L"
"07-25","3","L"
"07-30","3","L"
"08-04","3","L"
"08-09","3","L"
"08-14","4","M"
"08-19","3","L"
"08-24","3","L"
"08-29","5","M"
"09-03","3","L"
"09-08","4","M"
"09-13","3","L"
"09-18","3","L"
"09-23","2","L"
"09-28","3","L"
"10-03","3","L"
"10-08","2","L"
"10-13","3","L"
"10-18","2","L"
"10-23","1","L"
"10-28","1","L"
"11-02","3","L"
"11-07","3","L"
"11-12","4","M"
"11-17","2","L"
"11-22","2","L"
"11-27","0","L"
"12-02","0","L"
