"StartDate","Count","Class"
"01-01","3","L"
"01-06","3","L"
"01-11","6","M"
"01-16","4","M"
"01-21","4","M"
"01-26","5","M"
"01-31","5","M"
"02-05","6","M"
"02-10","6","M"
"02-15","7","H"
"02-20","5","M"
"02-25","7","H"
"03-02","6","M"
"03-07","5","M"
"03-12","4","M"
"03-17","9","H"
"03-22","7","H"
"03-27","8","H"
"04-01","9","H"
"04-06","9","H"
"04-11","9","H"
"04-16","8","H"
"04-21","8","H"
"04-26","8","H"
"05-01","8","H"
"05-06","8","H"
"05-11","8","H"
"05-16","9","H"
"05-21","10","H"
"05-26","8","H"
"05-31","8","H"
"06-05","8","H"
"06-10","7","H"
"06-15","7","H"
"06-20","7","H"
"06-25","6","M"
"06-30","7","H"
"07-05","7","H"
"07-10","8","H"
"07-15","8","H"
"07-20","10","H"
"07-25","9","H"
"07-30","8","H"
"08-04","7","H"
"08-09","7","H"
"08-14","9","H"
"08-19","7","H"
"08-24","7","H"
"08-29","6","M"
"09-03","6","M"
"09-08","5","M"
"09-13","6","M"
"09-18","7","H"
"09-23","6","M"
"09-28","6","M"
"10-03","4","M"
"10-08","4","M"
"10-13","4","M"
"10-18","2","L"
"10-23","0","L"
"10-28","0","L"
"11-02","1","L"
"11-07","1","L"
"11-12","0","L"
"11-17","1","L"
"11-22","2","L"
"11-27","0","L"
"12-02","0","L"
