"StartDate","Count","Class"
"01-01","5","M"
"01-06","5","M"
"01-11","4","M"
"01-16","6","M"
"01-21","6","M"
"01-26","6","M"
"01-31","6","M"
"02-05","7","H"
"02-10","5","M"
"02-15","5","M"
"02-20","6","M"
"02-25","5","M"
"03-02","6","M"
"03-07","5","M"
"03-12","3","L"
"03-17","6","M"
"03-22","5","M"
"03-27","5","M"
"04-01","4","M"
"04-06","5","M"
"04-11","4","M"
"04-16","2","L"
"04-21","2","L"
"04-26","4","M"
"05-01","6","M"
"05-06","5","M"
"05-11","4","M"
"05-16","5","M"
"05-21","5","M"
"05-26","5","M"
"05-31","3","L"
"06-05","5","M"
"06-10","3","L"
"06-15","2","L"
"06-20","4","M"
"06-25","4","M"
"06-30","4","M"
"07-05","2","L"
"07-10","2","L"
"07-15","2","L"
"07-20","2","L"
"07-25","2","L"
"07-30","2","L"
"08-04","1","L"
"08-09","1","L"
"08-14","4","M"
"08-19","4","M"
"08-24","7","H"
"08-29","6","M"
"09-03","6","M"
"09-08","6","M"
"09-13","5","M"
"09-18","5","M"
"09-23","6","M"
"09-28","5","M"
"10-03","2","L"
"10-08","5","M"
"10-13","5","M"
"10-18","5","M"
"10-23","7","H"
"10-28","6","M"
"11-02","8","H"
"11-07","5","M"
"11-12","3","L"
"11-17","7","H"
"11-22","6","M"
"11-27","4","M"
"12-02","5","M"
