"StartDate","Count","Class"
"01-01","1","L"
"01-06","1","L"
"01-11","1","L"
"01-16","2","L"
"01-21","1","L"
"01-26","1","L"
"01-31","1","L"
"02-05","2","L"
"02-10","2","L"
"02-15","4","M"
"02-20","2","L"
"02-25","2","L"
"03-02","2","L"
"03-07","3","L"
"03-12","4","M"
"03-17","3","L"
"03-22","4","M"
"03-27","5","M"
"04-01","6","M"
"04-06","6","M"
"04-11","6","M"
"04-16","7","H"
"04-21","5","M"
"04-26","4","M"
"05-01","5","M"
"05-06","5","M"
"05-11","3","L"
"05-16","4","M"
"05-21","7","H"
"05-26","4","M"
"05-31","7","H"
"06-05","7","H"
"06-10","7","H"
"06-15","8","H"
"06-20","7","H"
"06-25","3","L"
"06-30","3","L"
"07-05","3","L"
"07-10","3","L"
"07-15","4","M"
"07-20","5","M"
"07-25","5","M"
"07-30","5","M"
"08-04","5","M"
"08-09","4","M"
"08-14","5","M"
"08-19","3","L"
"08-24","2","L"
"08-29","3","L"
"09-03","2","L"
"09-08","2","L"
"09-13","1","L"
"09-18","2","L"
"09-23","3","L"
"09-28","1","L"
"10-03","0","L"
"10-08","1","L"
"10-13","1","L"
"10-18","0","L"
"10-23","0","L"
"10-28","0","L"
"11-02","0","L"
"11-07","0","L"
"11-12","1","L"
"11-17","0","L"
"11-22","1","L"
"11-27","0","L"
"12-02","1","L"
