"StartDate","Count","Class"
"01-01","2","L"
"01-06","3","L"
"01-11","2","L"
"01-16","4","M"
"01-21","3","L"
"01-26","4","M"
"01-31","5","M"
"02-05","4","M"
"02-10","6","M"
"02-15","2","L"
"02-20","4","M"
"02-25","6","M"
"03-02","5","M"
"03-07","3","L"
"03-12","4","M"
"03-17","4","M"
"03-22","5","M"
"03-27","6","M"
"04-01","3","L"
"04-06","4","M"
"04-11","3","L"
"04-16","2","L"
"04-21","3","L"
"04-26","3","L"
"05-01","3","L"
"05-06","3","L"
"05-11","3","L"
"05-16","4","M"
"05-21","3","L"
"05-26","1","L"
"05-31","2","L"
"06-05","0","L"
"06-10","1","L"
"06-15","0","L"
"06-20","1","L"
"06-25","1","L"
"06-30","2","L"
"07-05","1","L"
"07-10","1","L"
"07-15","0","L"
"07-20","1","L"
"07-25","2","L"
"07-30","1","L"
"08-04","2","L"
"08-09","1","L"
"08-14","2","L"
"08-19","0","L"
"08-24","0","L"
"08-29","2","L"
"09-03","0","L"
"09-08","3","L"
"09-13","5","M"
"09-18","5","M"
"09-23","2","L"
"09-28","3","L"
"10-03","3","L"
"10-08","4","M"
"10-13","6","M"
"10-18","5","M"
"10-23","4","M"
"10-28","4","M"
"11-02","6","M"
"11-07","7","H"
"11-12","5","M"
"11-17","6","M"
"11-22","5","M"
"11-27","5","M"
"12-02","5","M"
