"StartDate","Count","Class"
"01-01","2","L"
"01-06","2","L"
"01-11","2","L"
"01-16","2","L"
"01-21","2","L"
"01-26","2","L"
"01-31","1","L"
"02-05","2","L"
"02-10","2","L"
"02-15","3","L"
"02-20","4","M"
"02-25","3","L"
"03-02","4","M"
"03-07","3","L"
"03-12","3","L"
"03-17","2","L"
"03-22","2","L"
"03-27","3","L"
"04-01","3","L"
"04-06","4","M"
"04-11","4","M"
"04-16","3","L"
"04-21","4","M"
"04-26","6","M"
"05-01","3","L"
"05-06","2","L"
"05-11","4","M"
"05-16","3","L"
"05-21","3","L"
"05-26","2","L"
"05-31","1","L"
"06-05","2","L"
"06-10","2","L"
"06-15","3","L"
"06-20","1","L"
"06-25","1","L"
"06-30","1","L"
"07-05","2","L"
"07-10","3","L"
"07-15","3","L"
"07-20","3","L"
"07-25","4","M"
"07-30","1","L"
"08-04","0","L"
"08-09","3","L"
"08-14","3","L"
"08-19","3","L"
"08-24","3","L"
"08-29","3","L"
"09-03","2","L"
"09-08","3","L"
"09-13","3","L"
"09-18","3","L"
"09-23","5","M"
"09-28","5","M"
"10-03","5","M"
"10-08","7","H"
"10-13","5","M"
"10-18","3","L"
"10-23","2","L"
"10-28","3","L"
"11-02","2","L"
"11-07","2","L"
"11-12","3","L"
"11-17","3","L"
"11-22","2","L"
"11-27","1","L"
"12-02","0","L"
