"StartDate","Count","Class"
"01-01","4","M"
"01-06","4","M"
"01-11","2","L"
"01-16","3","L"
"01-21","5","M"
"01-26","5","M"
"01-31","5","M"
"02-05","6","M"
"02-10","4","M"
"02-15","3","L"
"02-20","5","M"
"02-25","7","H"
"03-02","9","H"
"03-07","9","H"
"03-12","9","H"
"03-17","9","H"
"03-22","8","H"
"03-27","6","M"
"04-01","5","M"
"04-06","4","M"
"04-11","5","M"
"04-16","6","M"
"04-21","5","M"
"04-26","6","M"
"05-01","4","M"
"05-06","3","L"
"05-11","2","L"
"05-16","2","L"
"05-21","1","L"
"05-26","1","L"
"05-31","0","L"
"06-05","0","L"
"06-10","0","L"
"06-15","2","L"
"06-20","2","L"
"06-25","3","L"
"06-30","2","L"
"07-05","3","L"
"07-10","1","L"
"07-15","0","L"
"07-20","0","L"
"07-25","0","L"
"07-30","0","L"
"08-04","0","L"
"08-09","0","L"
"08-14","0","L"
"08-19","0","L"
"08-24","0","L"
"08-29","2","L"
"09-03","1","L"
"09-08","3","L"
"09-13","2","L"
"09-18","3","L"
"09-23","3","L"
"09-28","3","L"
"10-03","3","L"
"10-08","3","L"
"10-13","3","L"
"10-18","5","M"
"10-23","5","M"
"10-28","5","M"
"11-02","8","H"
"11-07","6","M"
"11-12","8","H"
"11-17","6","M"
"11-22","4","M"
"11-27","7","H"
"12-02","4","M"
