"StartDate","Count","Class"
"01-01","5","M"
"01-06","4","M"
"01-11","3","L"
"01-16","3","L"
"01-21","4","M"
"01-26","4","M"
"01-31","4","M"
"02-05","3","L"
"02-10","3","L"
"02-15","4","M"
"02-20","4","M"
"02-25","5","M"
"03-02","6","M"
"03-07","7","H"
"03-12","7","H"
"03-17","7","H"
"03-22","5","M"
"03-27","5","M"
"04-01","4","M"
"04-06","6","M"
"04-11","5","M"
"04-16","6","M"
"04-21","3","L"
"04-26","4","M"
"05-01","4","M"
"05-06","5","M"
"05-11","2","L"
"05-16","2","L"
"05-21","2","L"
"05-26","4","M"
"05-31","3","L"
"06-05","2","L"
"06-10","1","L"
"06-15","0","L"
"06-20","1","L"
"06-25","1","L"
"06-30","1","L"
"07-05","1","L"
"07-10","2","L"
"07-15","1","L"
"07-20","1","L"
"07-25","1","L"
"07-30","0","L"
"08-04","2","L"
"08-09","0","L"
"08-14","1","L"
"08-19","1","L"
"08-24","2","L"
"08-29","1","L"
"09-03","1","L"
"09-08","1","L"
"09-13","1","L"
"09-18","3","L"
"09-23","3","L"
"09-28","3","L"
"10-03","4","M"
"10-08","5","M"
"10-13","4","M"
"10-18","4","M"
"10-23","4","M"
"10-28","5","M"
"11-02","8","H"
"11-07","8","H"
"11-12","8","H"
"11-17","6","M"
"11-22","5","M"
"11-27","8","H"
"12-02","4","M"
