"StartDate","Count","Class"
"01-01","2","L"
"01-06","4","M"
"01-11","4","M"
"01-16","3","L"
"01-21","3","L"
"01-26","2","L"
"01-31","2","L"
"02-05","0","L"
"02-10","0","L"
"02-15","0","L"
"02-20","2","L"
"02-25","1","L"
"03-02","2","L"
"03-07","2","L"
"03-12","3","L"
"03-17","3","L"
"03-22","5","M"
"03-27","5","M"
"04-01","4","M"
"04-06","3","L"
"04-11","2","L"
"04-16","2","L"
"04-21","5","M"
"04-26","6","M"
"05-01","6","M"
"05-06","7","H"
"05-11","6","M"
"05-16","5","M"
"05-21","4","M"
"05-26","3","L"
"05-31","2","L"
"06-05","2","L"
"06-10","2","L"
"06-15","3","L"
"06-20","4","M"
"06-25","3","L"
"06-30","2","L"
"07-05","2","L"
"07-10","1","L"
"07-15","0","L"
"07-20","1","L"
"07-25","3","L"
"07-30","5","M"
"08-04","4","M"
"08-09","2","L"
"08-14","1","L"
"08-19","2","L"
"08-24","3","L"
"08-29","1","L"
"09-03","1","L"
"09-08","4","M"
"09-13","3","L"
"09-18","4","M"
"09-23","6","M"
"09-28","5","M"
"10-03","6","M"
"10-08","4","M"
"10-13","6","M"
"10-18","4","M"
"10-23","1","L"
"10-28","0","L"
"11-02","1","L"
"11-07","2","L"
"11-12","3","L"
"11-17","2","L"
"11-22","2","L"
"11-27","2","L"
"12-02","3","L"
