"StartDate","Count","Class"
"01-01","0","L"
"01-06","2","L"
"01-11","2","L"
"01-16","3","L"
"01-21","3","L"
"01-26","2","L"
"01-31","2","L"
"02-05","4","M"
"02-10","2","L"
"02-15","1","L"
"02-20","2","L"
"02-25","3","L"
"03-02","1","L"
"03-07","3","L"
"03-12","4","M"
"03-17","4","M"
"03-22","6","M"
"03-27","6","M"
"04-01","4","M"
"04-06","5","M"
"04-11","2","L"
"04-16","2","L"
"04-21","1","L"
"04-26","4","M"
"05-01","5","M"
"05-06","4","M"
"05-11","4","M"
"05-16","4","M"
"05-21","4","M"
"05-26","4","M"
"05-31","3","L"
"06-05","2","L"
"06-10","0","L"
"06-15","2","L"
"06-20","2","L"
"06-25","2","L"
"06-30","1","L"
"07-05","2","L"
"07-10","2","L"
"07-15","1","L"
"07-20","0","L"
"07-25","2","L"
"07-30","2","L"
"08-04","1","L"
"08-09","3","L"
"08-14","3","L"
"08-19","1","L"
"08-24","3","L"
"08-29","4","M"
"09-03","2","L"
"09-08","3","L"
"09-13","4","M"
"09-18","5","M"
"09-23","7","H"
"09-28","6","M"
"10-03","7","H"
"10-08","6","M"
"10-13","6","M"
"10-18","5","M"
"10-23","1","L"
"10-28","2","L"
"11-02","2","L"
"11-07","2","L"
"11-12","3","L"
"11-17","2","L"
"11-22","3","L"
"11-27","1","L"
"12-02","0","L"
