"StartDate","Count","Class"
"01-01","4","M"
"01-06","4","M"
"01-11","6","M"
"01-16","6","M"
"01-21","6","M"
"01-26","5","M"
"01-31","4","M"
"02-05","4","M"
"02-10","3","L"
"02-15","4","M"
"02-20","2","L"
"02-25","2","L"
"03-02","2","L"
"03-07","5","M"
"03-12","5","M"
"03-17","5","M"
"03-22","4","M"
"03-27","3","L"
"04-01","4","M"
"04-06","6","M"
"04-11","6","M"
"04-16","4","M"
"04-21","4","M"
"04-26","2","L"
"05-01","2","L"
"05-06","1","L"
"05-11","1","L"
"05-16","2","L"
"05-21","4","M"
"05-26","2","L"
"05-31","2","L"
"06-05","1","L"
"06-10","0","L"
"06-15","1","L"
"06-20","0","L"
"06-25","0","L"
"06-30","0","L"
"07-05","1","L"
"07-10","1","L"
"07-15","4","M"
"07-20","5","M"
"07-25","5","M"
"07-30","4","M"
"08-04","4","M"
"08-09","2","L"
"08-14","3","L"
"08-19","2","L"
"08-24","1","L"
"08-29","2","L"
"09-03","2","L"
"09-08","2","L"
"09-13","4","M"
"09-18","6","M"
"09-23","7","H"
"09-28","6","M"
"10-03","7","H"
"10-08","6","M"
"10-13","8","H"
"10-18","5","M"
"10-23","4","M"
"10-28","5","M"
"11-02","5","M"
"11-07","2","L"
"11-12","4","M"
"11-17","4","M"
"11-22","4","M"
"11-27","4","M"
"12-02","4","M"
