"StartDate","Count","Class"
"01-01","2","L"
"01-06","1","L"
"01-11","0","L"
"01-16","0","L"
"01-21","0","L"
"01-26","2","L"
"01-31","1","L"
"02-05","0","L"
"02-10","1","L"
"02-15","2","L"
"02-20","2","L"
"02-25","2","L"
"03-02","4","M"
"03-07","3","L"
"03-12","2","L"
"03-17","4","M"
"03-22","3","L"
"03-27","2","L"
"04-01","4","M"
"04-06","4","M"
"04-11","3","L"
"04-16","2","L"
"04-21","4","M"
"04-26","5","M"
"05-01","6","M"
"05-06","7","H"
"05-11","7","H"
"05-16","8","H"
"05-21","7","H"
"05-26","6","M"
"05-31","5","M"
"06-05","4","M"
"06-10","4","M"
"06-15","4","M"
"06-20","4","M"
"06-25","5","M"
"06-30","3","L"
"07-05","3","L"
"07-10","2","L"
"07-15","1","L"
"07-20","2","L"
"07-25","4","M"
"07-30","2","L"
"08-04","1","L"
"08-09","1","L"
"08-14","2","L"
"08-19","2","L"
"08-24","4","M"
"08-29","5","M"
"09-03","4","M"
"09-08","3","L"
"09-13","4","M"
"09-18","3","L"
"09-23","4","M"
"09-28","5","M"
"10-03","4","M"
"10-08","4","M"
"10-13","5","M"
"10-18","2","L"
"10-23","2","L"
"10-28","2","L"
"11-02","3","L"
"11-07","1","L"
"11-12","0","L"
"11-17","0","L"
"11-22","2","L"
"11-27","0","L"
"12-02","0","L"
