"StartDate","Count","Class"
"01-01","8","H"
"01-06","9","H"
"01-11","9","H"
"01-16","10","H"
"01-21","9","H"
"01-26","10","H"
"01-31","10","H"
"02-05","9","H"
"02-10","10","H"
"02-15","10","H"
"02-20","9","H"
"02-25","9","H"
"03-02","8","H"
"03-07","9","H"
"03-12","8","H"
"03-17","7","H"
"03-22","7","H"
"03-27","7","H"
"04-01","4","M"
"04-06","6","M"
"04-11","6","M"
"04-16","7","H"
"04-21","6","M"
"04-26","7","H"
"05-01","4","M"
"05-06","4","M"
"05-11","3","L"
"05-16","1","L"
"05-21","3","L"
"05-26","3","L"
"05-31","0","L"
"06-05","0","L"
"06-10","0","L"
"06-15","0","L"
"06-20","1","L"
"06-25","1","L"
"06-30","0","L"
"07-05","0","L"
"07-10","0","L"
"07-15","1","L"
"07-20","2","L"
"07-25","2","L"
"07-30","3","L"
"08-04","2","L"
"08-09","3","L"
"08-14","5","M"
"08-19","2","L"
"08-24","2","L"
"08-29","3","L"
"09-03","4","M"
"09-08","6","M"
"09-13","7","H"
"09-18","8","H"
"09-23","7","H"
"09-28","8","H"
"10-03","8","H"
"10-08","10","H"
"10-13","10","H"
"10-18","10","H"
"10-23","8","H"
"10-28","8","H"
"11-02","9","H"
"11-07","9","H"
"11-12","10","H"
"11-17","9","H"
"11-22","7","H"
"11-27","10","H"
"12-02","10","H"
