"StartDate","Count","Class"
"01-01","1","L"
"01-06","1","L"
"01-11","2","L"
"01-16","1","L"
"01-21","1","L"
"01-26","3","L"
"01-31","4","M"
"02-05","1","L"
"02-10","2","L"
"02-15","3","L"
"02-20","3","L"
"02-25","4","M"
"03-02","4","M"
"03-07","4","M"
"03-12","4","M"
"03-17","5","M"
"03-22","6","M"
"03-27","4","M"
"04-01","6","M"
"04-06","6","M"
"04-11","5","M"
"04-16","5","M"
"04-21","4","M"
"04-26","4","M"
"05-01","3","L"
"05-06","3","L"
"05-11","4","M"
"05-16","2","L"
"05-21","0","L"
"05-26","1","L"
"05-31","0","L"
"06-05","0","L"
"06-10","1","L"
"06-15","0","L"
"06-20","0","L"
"06-25","1","L"
"06-30","1","L"
"07-05","1","L"
"07-10","2","L"
"07-15","1","L"
"07-20","2","L"
"07-25","0","L"
"07-30","1","L"
"08-04","2","L"
"08-09","2","L"
"08-14","1","L"
"08-19","0","L"
"08-24","1","L"
"08-29","2","L"
"09-03","0","L"
"09-08","2","L"
"09-13","1","L"
"09-18","3","L"
"09-23","3","L"
"09-28","4","M"
"10-03","4","M"
"10-08","3","L"
"10-13","3","L"
"10-18","2","L"
"10-23","4","M"
"10-28","4","M"
"11-02","5","M"
"11-07","5","M"
"11-12","4","M"
"11-17","6","M"
"11-22","4","M"
"11-27","3","L"
"12-02","2","L"
