"StartDate","Count","Class"
"01-01","5","M"
"01-06","4","M"
"01-11","5","M"
"01-16","4","M"
"01-21","3","L"
"01-26","5","M"
"01-31","3","L"
"02-05","3","L"
"02-10","4","M"
"02-15","5","M"
"02-20","5","M"
"02-25","5","M"
"03-02","6","M"
"03-07","6","M"
"03-12","6","M"
"03-17","7","H"
"03-22","6","M"
"03-27","3","L"
"04-01","5","M"
"04-06","6","M"
"04-11","5","M"
"04-16","4","M"
"04-21","6","M"
"04-26","5","M"
"05-01","7","H"
"05-06","5","M"
"05-11","7","H"
"05-16","7","H"
"05-21","5","M"
"05-26","1","L"
"05-31","1","L"
"06-05","1","L"
"06-10","2","L"
"06-15","3","L"
"06-20","3","L"
"06-25","3","L"
"06-30","2","L"
"07-05","5","M"
"07-10","2","L"
"07-15","2","L"
"07-20","4","M"
"07-25","3","L"
"07-30","4","M"
"08-04","4","M"
"08-09","4","M"
"08-14","6","M"
"08-19","5","M"
"08-24","4","M"
"08-29","6","M"
"09-03","5","M"
"09-08","5","M"
"09-13","5","M"
"09-18","6","M"
"09-23","7","H"
"09-28","6","M"
"10-03","6","M"
"10-08","5","M"
"10-13","3","L"
"10-18","3","L"
"10-23","4","M"
"10-28","2","L"
"11-02","3","L"
"11-07","6","M"
"11-12","6","M"
"11-17","6","M"
"11-22","6","M"
"11-27","4","M"
"12-02","4","M"
