"StartDate","Count","Class"
"01-01","2","L"
"01-06","5","M"
"01-11","5","M"
"01-16","5","M"
"01-21","6","M"
"01-26","6","M"
"01-31","5","M"
"02-05","8","H"
"02-10","6","M"
"02-15","7","H"
"02-20","7","H"
"02-25","8","H"
"03-02","7","H"
"03-07","7","H"
"03-12","6","M"
"03-17","6","M"
"03-22","7","H"
"03-27","5","M"
"04-01","5","M"
"04-06","5","M"
"04-11","7","H"
"04-16","2","L"
"04-21","4","M"
"04-26","2","L"
"05-01","2","L"
"05-06","2","L"
"05-11","0","L"
"05-16","1","L"
"05-21","2","L"
"05-26","2","L"
"05-31","1","L"
"06-05","1","L"
"06-10","2","L"
"06-15","1","L"
"06-20","2","L"
"06-25","3","L"
"06-30","2","L"
"07-05","3","L"
"07-10","2","L"
"07-15","4","M"
"07-20","1","L"
"07-25","0","L"
"07-30","0","L"
"08-04","0","L"
"08-09","1","L"
"08-14","1","L"
"08-19","1","L"
"08-24","2","L"
"08-29","4","M"
"09-03","4","M"
"09-08","4","M"
"09-13","4","M"
"09-18","4","M"
"09-23","4","M"
"09-28","4","M"
"10-03","5","M"
"10-08","5","M"
"10-13","8","H"
"10-18","8","H"
"10-23","7","H"
"10-28","9","H"
"11-02","6","M"
"11-07","9","H"
"11-12","8","H"
"11-17","7","H"
"11-22","5","M"
"11-27","7","H"
"12-02","8","H"
