"StartDate","Count","Class"
"01-01","5","M"
"01-06","5","M"
"01-11","7","H"
"01-16","4","M"
"01-21","6","M"
"01-26","9","H"
"01-31","8","H"
"02-05","9","H"
"02-10","9","H"
"02-15","10","H"
"02-20","9","H"
"02-25","10","H"
"03-02","10","H"
"03-07","9","H"
"03-12","9","H"
"03-17","9","H"
"03-22","9","H"
"03-27","9","H"
"04-01","8","H"
"04-06","8","H"
"04-11","8","H"
"04-16","8","H"
"04-21","6","M"
"04-26","7","H"
"05-01","7","H"
"05-06","5","M"
"05-11","5","M"
"05-16","5","M"
"05-21","7","H"
"05-26","5","M"
"05-31","3","L"
"06-05","2","L"
"06-10","2","L"
"06-15","1","L"
"06-20","2","L"
"06-25","3","L"
"06-30","1","L"
"07-05","1","L"
"07-10","5","M"
"07-15","4","M"
"07-20","4","M"
"07-25","3","L"
"07-30","3","L"
"08-04","3","L"
"08-09","4","M"
"08-14","5","M"
"08-19","4","M"
"08-24","5","M"
"08-29","6","M"
"09-03","7","H"
"09-08","7","H"
"09-13","6","M"
"09-18","8","H"
"09-23","7","H"
"09-28","10","H"
"10-03","9","H"
"10-08","10","H"
"10-13","10","H"
"10-18","9","H"
"10-23","8","H"
"10-28","8","H"
"11-02","8","H"
"11-07","9","H"
"11-12","8","H"
"11-17","6","M"
"11-22","6","M"
"11-27","6","M"
"12-02","5","M"
