"StartDate","Count","Class"
"01-01","1","L"
"01-06","2","L"
"01-11","2","L"
"01-16","2","L"
"01-21","3","L"
"01-26","3","L"
"01-31","2","L"
"02-05","4","M"
"02-10","3","L"
"02-15","6","M"
"02-20","5","M"
"02-25","6","M"
"03-02","6","M"
"03-07","7","H"
"03-12","6","M"
"03-17","6","M"
"03-22","6","M"
"03-27","5","M"
"04-01","5","M"
"04-06","6","M"
"04-11","6","M"
"04-16","5","M"
"04-21","4","M"
"04-26","4","M"
"05-01","2","L"
"05-06","3","L"
"05-11","1","L"
"05-16","1","L"
"05-21","1","L"
"05-26","1","L"
"05-31","1","L"
"06-05","0","L"
"06-10","0","L"
"06-15","0","L"
"06-20","0","L"
"06-25","1","L"
"06-30","2","L"
"07-05","2","L"
"07-10","3","L"
"07-15","1","L"
"07-20","3","L"
"07-25","2","L"
"07-30","3","L"
"08-04","3","L"
"08-09","3","L"
"08-14","4","M"
"08-19","3","L"
"08-24","1","L"
"08-29","1","L"
"09-03","1","L"
"09-08","3","L"
"09-13","3","L"
"09-18","3","L"
"09-23","2","L"
"09-28","2","L"
"10-03","1","L"
"10-08","2","L"
"10-13","3","L"
"10-18","3","L"
"10-23","3","L"
"10-28","3","L"
"11-02","3","L"
"11-07","3","L"
"11-12","7","H"
"11-17","6","M"
"11-22","8","H"
"11-27","6","M"
"12-02","8","H"
