"StartDate","Count","Class"
"01-01","5","M"
"01-06","5","M"
"01-11","5","M"
"01-16","5","M"
"01-21","5","M"
"01-26","3","L"
"01-31","2","L"
"02-05","3","L"
"02-10","2","L"
"02-15","2","L"
"02-20","2","L"
"02-25","3","L"
"03-02","3","L"
"03-07","3","L"
"03-12","2","L"
"03-17","0","L"
"03-22","1","L"
"03-27","1","L"
"04-01","2","L"
"04-06","1","L"
"04-11","2","L"
"04-16","1","L"
"04-21","3","L"
"04-26","2","L"
"05-01","2","L"
"05-06","2","L"
"05-11","3","L"
"05-16","3","L"
"05-21","3","L"
"05-26","2","L"
"05-31","1","L"
"06-05","1","L"
"06-10","1","L"
"06-15","0","L"
"06-20","0","L"
"06-25","0","L"
"06-30","0","L"
"07-05","1","L"
"07-10","0","L"
"07-15","0","L"
"07-20","1","L"
"07-25","2","L"
"07-30","2","L"
"08-04","3","L"
"08-09","2","L"
"08-14","1","L"
"08-19","3","L"
"08-24","1","L"
"08-29","2","L"
"09-03","1","L"
"09-08","2","L"
"09-13","3","L"
"09-18","2","L"
"09-23","4","M"
"09-28","7","H"
"10-03","4","M"
"10-08","5","M"
"10-13","3","L"
"10-18","4","M"
"10-23","4","M"
"10-28","3","L"
"11-02","5","M"
"11-07","4","M"
"11-12","4","M"
"11-17","5","M"
"11-22","4","M"
"11-27","5","M"
"12-02","4","M"
