"StartDate","Count","Class"
"01-01","0","L"
"01-06","0","L"
"01-11","0","L"
"01-16","0","L"
"01-21","2","L"
"01-26","1","L"
"01-31","2","L"
"02-05","2","L"
"02-10","2","L"
"02-15","4","M"
"02-20","3","L"
"02-25","3","L"
"03-02","3","L"
"03-07","4","M"
"03-12","3","L"
"03-17","4","M"
"03-22","5","M"
"03-27","6","M"
"04-01","6","M"
"04-06","6","M"
"04-11","8","H"
"04-16","7","H"
"04-21","4","M"
"04-26","4","M"
"05-01","5","M"
"05-06","5","M"
"05-11","3","L"
"05-16","4","M"
"05-21","5","M"
"05-26","5","M"
"05-31","6","M"
"06-05","6","M"
"06-10","8","H"
"06-15","8","H"
"06-20","6","M"
"06-25","5","M"
"06-30","4","M"
"07-05","4","M"
"07-10","4","M"
"07-15","4","M"
"07-20","6","M"
"07-25","5","M"
"07-30","2","L"
"08-04","3","L"
"08-09","5","M"
"08-14","4","M"
"08-19","4","M"
"08-24","2","L"
"08-29","2","L"
"09-03","4","M"
"09-08","3","L"
"09-13","1","L"
"09-18","3","L"
"09-23","3","L"
"09-28","3","L"
"10-03","2","L"
"10-08","3","L"
"10-13","2","L"
"10-18","1","L"
"10-23","1","L"
"10-28","0","L"
"11-02","0","L"
"11-07","1","L"
"11-12","0","L"
"11-17","2","L"
"11-22","2","L"
"11-27","1","L"
"12-02","0","L"
