"StartDate","Count","Class"
"01-01","1","L"
"01-06","1","L"
"01-11","2","L"
"01-16","0","L"
"01-21","3","L"
"01-26","4","M"
"01-31","3","L"
"02-05","2","L"
"02-10","2","L"
"02-15","2","L"
"02-20","3","L"
"02-25","3","L"
"03-02","2","L"
"03-07","2","L"
"03-12","3","L"
"03-17","4","M"
"03-22","3","L"
"03-27","4","M"
"04-01","5","M"
"04-06","4","M"
"04-11","3","L"
"04-16","4","M"
"04-21","4","M"
"04-26","5","M"
"05-01","3","L"
"05-06","5","M"
"05-11","5","M"
"05-16","5","M"
"05-21","4","M"
"05-26","3","L"
"05-31","2","L"
"06-05","1","L"
"06-10","2","L"
"06-15","2","L"
"06-20","3","L"
"06-25","1","L"
"06-30","0","L"
"07-05","2","L"
"07-10","2","L"
"07-15","1","L"
"07-20","1","L"
"07-25","1","L"
"07-30","4","M"
"08-04","3","L"
"08-09","4","M"
"08-14","4","M"
"08-19","5","M"
"08-24","3","L"
"08-29","3","L"
"09-03","3","L"
"09-08","2","L"
"09-13","2","L"
"09-18","1","L"
"09-23","1","L"
"09-28","2","L"
"10-03","1","L"
"10-08","1","L"
"10-13","1","L"
"10-18","0","L"
"10-23","2","L"
"10-28","3","L"
"11-02","4","M"
"11-07","2","L"
"11-12","5","M"
"11-17","4","M"
"11-22","4","M"
"11-27","3","L"
"12-02","4","M"
