"StartDate","Count","Class"
"01-01","4","M"
"01-06","3","L"
"01-11","3","L"
"01-16","3","L"
"01-21","3","L"
"01-26","3","L"
"01-31","4","M"
"02-05","3","L"
"02-10","3","L"
"02-15","4","M"
"02-20","4","M"
"02-25","6","M"
"03-02","5","M"
"03-07","5","M"
"03-12","5","M"
"03-17","6","M"
"03-22","7","H"
"03-27","4","M"
"04-01","2","L"
"04-06","3","L"
"04-11","3","L"
"04-16","1","L"
"04-21","1","L"
"04-26","2","L"
"05-01","3","L"
"05-06","5","M"
"05-11","5","M"
"05-16","5","M"
"05-21","5","M"
"05-26","4","M"
"05-31","2","L"
"06-05","1","L"
"06-10","2","L"
"06-15","3","L"
"06-20","3","L"
"06-25","3","L"
"06-30","3","L"
"07-05","2","L"
"07-10","1","L"
"07-15","1","L"
"07-20","0","L"
"07-25","2","L"
"07-30","1","L"
"08-04","0","L"
"08-09","3","L"
"08-14","2","L"
"08-19","2","L"
"08-24","2","L"
"08-29","2","L"
"09-03","5","M"
"09-08","2","L"
"09-13","3","L"
"09-18","4","M"
"09-23","3","L"
"09-28","2","L"
"10-03","4","M"
"10-08","4","M"
"10-13","5","M"
"10-18","5","M"
"10-23","5","M"
"10-28","4","M"
"11-02","5","M"
"11-07","3","L"
"11-12","3","L"
"11-17","2","L"
"11-22","3","L"
"11-27","2","L"
"12-02","2","L"
