"StartDate","Count","Class"
"01-01","2","L"
"01-06","1","L"
"01-11","1","L"
"01-16","2","L"
"01-21","2","L"
"01-26","2","L"
"01-31","2","L"
"02-05","7","H"
"02-10","4","M"
"02-15","5","M"
"02-20","6","M"
"02-25","5","M"
"03-02","3","L"
"03-07","3","L"
"03-12","3","L"
"03-17","3","L"
"03-22","4","M"
"03-27","6","M"
"04-01","3","L"
"04-06","4","M"
"04-11","3","L"
"04-16","3","L"
"04-21","1","L"
"04-26","3","L"
"05-01","2","L"
"05-06","3","L"
"05-11","3","L"
"05-16","3","L"
"05-21","3","L"
"05-26","2","L"
"05-31","1","L"
"06-05","1","L"
"06-10","2","L"
"06-15","3","L"
"06-20","2","L"
"06-25","3","L"
"06-30","2","L"
"07-05","1","L"
"07-10","5","M"
"07-15","5","M"
"07-20","5","M"
"07-25","5","M"
"07-30","3","L"
"08-04","3","L"
"08-09","5","M"
"08-14","4","M"
"08-19","4","M"
"08-24","5","M"
"08-29","6","M"
"09-03","7","H"
"09-08","9","H"
"09-13","7","H"
"09-18","6","M"
"09-23","6","M"
"09-28","4","M"
"10-03","4","M"
"10-08","4","M"
"10-13","5","M"
"10-18","5","M"
"10-23","7","H"
"10-28","5","M"
"11-02","5","M"
"11-07","6","M"
"11-12","5","M"
"11-17","1","L"
"11-22","1","L"
"11-27","1","L"
"12-02","1","L"
