"StartDate","Count","Class"
"01-01","7","H"
"01-06","7","H"
"01-11","6","M"
"01-16","8","H"
"01-21","9","H"
"01-26","9","H"
"01-31","9","H"
"02-05","9","H"
"02-10","7","H"
"02-15","8","H"
"02-20","7","H"
"02-25","9","H"
"03-02","7","H"
"03-07","4","M"
"03-12","0","L"
"03-17","1","L"
"03-22","2","L"
"03-27","2","L"
"04-01","1","L"
"04-06","1","L"
"04-11","1","L"
"04-16","2","L"
"04-21","1","L"
"04-26","0","L"
"05-01","0","L"
"05-06","0","L"
"05-11","0","L"
"05-16","0","L"
"05-21","2","L"
"05-26","2","L"
"05-31","3","L"
"06-05","2","L"
"06-10","1","L"
"06-15","1","L"
"06-20","1","L"
"06-25","1","L"
"06-30","4","M"
"07-05","4","M"
"07-10","2","L"
"07-15","0","L"
"07-20","0","L"
"07-25","0","L"
"07-30","0","L"
"08-04","1","L"
"08-09","3","L"
"08-14","4","M"
"08-19","3","L"
"08-24","2","L"
"08-29","4","M"
"09-03","3","L"
"09-08","3","L"
"09-13","4","M"
"09-18","3","L"
"09-23","5","M"
"09-28","6","M"
"10-03","8","H"
"10-08","8","H"
"10-13","9","H"
"10-18","7","H"
"10-23","8","H"
"10-28","8","H"
"11-02","8","H"
"11-07","8","H"
"11-12","9","H"
"11-17","9","H"
"11-22","9","H"
"11-27","9","H"
"12-02","8","H"
