"StartDate","Count","Class"
"01-01","7","H"
"01-06","5","M"
"01-11","7","H"
"01-16","6","M"
"01-21","8","H"
"01-26","9","H"
"01-31","7","H"
"02-05","5","M"
"02-10","8","H"
"02-15","8","H"
"02-20","8","H"
"02-25","6","M"
"03-02","7","H"
"03-07","6","M"
"03-12","6","M"
"03-17","7","H"
"03-22","6","M"
"03-27","6","M"
"04-01","5","M"
"04-06","8","H"
"04-11","9","H"
"04-16","8","H"
"04-21","6","M"
"04-26","6","M"
"05-01","5","M"
"05-06","4","M"
"05-11","6","M"
"05-16","6","M"
"05-21","5","M"
"05-26","5","M"
"05-31","5","M"
"06-05","4","M"
"06-10","4","M"
"06-15","3","L"
"06-20","2","L"
"06-25","4","M"
"06-30","3","L"
"07-05","4","M"
"07-10","4","M"
"07-15","4","M"
"07-20","4","M"
"07-25","4","M"
"07-30","3","L"
"08-04","3","L"
"08-09","2","L"
"08-14","4","M"
"08-19","2","L"
"08-24","3","L"
"08-29","4","M"
"09-03","3","L"
"09-08","4","M"
"09-13","5","M"
"09-18","6","M"
"09-23","5","M"
"09-28","5","M"
"10-03","5","M"
"10-08","5","M"
"10-13","4","M"
"10-18","6","M"
"10-23","7","H"
"10-28","7","H"
"11-02","8","H"
"11-07","8","H"
"11-12","8","H"
"11-17","9","H"
"11-22","8","H"
"11-27","8","H"
"12-02","7","H"
