"StartDate","Count","Class"
"01-01","4","M"
"01-06","6","M"
"01-11","7","H"
"01-16","7","H"
"01-21","7","H"
"01-26","7","H"
"01-31","5","M"
"02-05","7","H"
"02-10","4","M"
"02-15","6","M"
"02-20","6","M"
"02-25","7","H"
"03-02","6","M"
"03-07","7","H"
"03-12","4","M"
"03-17","5","M"
"03-22","6","M"
"03-27","6","M"
"04-01","5","M"
"04-06","4","M"
"04-11","4","M"
"04-16","3","L"
"04-21","4","M"
"04-26","5","M"
"05-01","3","L"
"05-06","4","M"
"05-11","4","M"
"05-16","3","L"
"05-21","6","M"
"05-26","5","M"
"05-31","6","M"
"06-05","6","M"
"06-10","6","M"
"06-15","4","M"
"06-20","3","L"
"06-25","4","M"
"06-30","4","M"
"07-05","5","M"
"07-10","3","L"
"07-15","6","M"
"07-20","9","H"
"07-25","9","H"
"07-30","7","H"
"08-04","3","L"
"08-09","5","M"
"08-14","5","M"
"08-19","4","M"
"08-24","5","M"
"08-29","6","M"
"09-03","8","H"
"09-08","8","H"
"09-13","5","M"
"09-18","5","M"
"09-23","6","M"
"09-28","6","M"
"10-03","6","M"
"10-08","5","M"
"10-13","4","M"
"10-18","4","M"
"10-23","4","M"
"10-28","3","L"
"11-02","5","M"
"11-07","5","M"
"11-12","5","M"
"11-17","5","M"
"11-22","4","M"
"11-27","4","M"
"12-02","5","M"
