"StartDate","Count","Class"
"01-01","4","M"
"01-06","4","M"
"01-11","6","M"
"01-16","5","M"
"01-21","5","M"
"01-26","7","H"
"01-31","7","H"
"02-05","7","H"
"02-10","9","H"
"02-15","8","H"
"02-20","7","H"
"02-25","8","H"
"03-02","7","H"
"03-07","8","H"
"03-12","7","H"
"03-17","8","H"
"03-22","8","H"
"03-27","8","H"
"04-01","7","H"
"04-06","7","H"
"04-11","7","H"
"04-16","6","M"
"04-21","6","M"
"04-26","4","M"
"05-01","3","L"
"05-06","5","M"
"05-11","3","L"
"05-16","6","M"
"05-21","4","M"
"05-26","3","L"
"05-31","0","L"
"06-05","1","L"
"06-10","0","L"
"06-15","2","L"
"06-20","2","L"
"06-25","1","L"
"06-30","1","L"
"07-05","3","L"
"07-10","3","L"
"07-15","3","L"
"07-20","2","L"
"07-25","2","L"
"07-30","1","L"
"08-04","2","L"
"08-09","3","L"
"08-14","4","M"
"08-19","6","M"
"08-24","7","H"
"08-29","7","H"
"09-03","4","M"
"09-08","5","M"
"09-13","5","M"
"09-18","6","M"
"09-23","6","M"
"09-28","8","H"
"10-03","8","H"
"10-08","9","H"
"10-13","9","H"
"10-18","7","H"
"10-23","8","H"
"10-28","8","H"
"11-02","8","H"
"11-07","5","M"
"11-12","4","M"
"11-17","6","M"
"11-22","4","M"
"11-27","5","M"
"12-02","4","M"
