"StartDate","Count","Class"
"01-01","2","L"
"01-06","3","L"
"01-11","5","M"
"01-16","4","M"
"01-21","4","M"
"01-26","5","M"
"01-31","3","L"
"02-05","1","L"
"02-10","3","L"
"02-15","5","M"
"02-20","4","M"
"02-25","4","M"
"03-02","5","M"
"03-07","8","H"
"03-12","6","M"
"03-17","8","H"
"03-22","8","H"
"03-27","6","M"
"04-01","8","H"
"04-06","8","H"
"04-11","4","M"
"04-16","5","M"
"04-21","5","M"
"04-26","5","M"
"05-01","4","M"
"05-06","4","M"
"05-11","3","L"
"05-16","2","L"
"05-21","3","L"
"05-26","2","L"
"05-31","0","L"
"06-05","0","L"
"06-10","1","L"
"06-15","1","L"
"06-20","0","L"
"06-25","1","L"
"06-30","1","L"
"07-05","0","L"
"07-10","0","L"
"07-15","1","L"
"07-20","0","L"
"07-25","0","L"
"07-30","0","L"
"08-04","1","L"
"08-09","2","L"
"08-14","0","L"
"08-19","0","L"
"08-24","0","L"
"08-29","1","L"
"09-03","1","L"
"09-08","0","L"
"09-13","0","L"
"09-18","1","L"
"09-23","2","L"
"09-28","3","L"
"10-03","4","M"
"10-08","2","L"
"10-13","3","L"
"10-18","4","M"
"10-23","4","M"
"10-28","3","L"
"11-02","4","M"
"11-07","4","M"
"11-12","7","H"
"11-17","6","M"
"11-22","6","M"
"11-27","6","M"
"12-02","5","M"
