"StartDate","Count","Class"
"01-01","0","L"
"01-06","1","L"
"01-11","2","L"
"01-16","2","L"
"01-21","2","L"
"01-26","2","L"
"01-31","0","L"
"02-05","0","L"
"02-10","2","L"
"02-15","3","L"
"02-20","4","M"
"02-25","5","M"
"03-02","5","M"
"03-07","7","H"
"03-12","5","M"
"03-17","6","M"
"03-22","3","L"
"03-27","5","M"
"04-01","4","M"
"04-06","3","L"
"04-11","1","L"
"04-16","4","M"
"04-21","3","L"
"04-26","4","M"
"05-01","4","M"
"05-06","1","L"
"05-11","1","L"
"05-16","0","L"
"05-21","0","L"
"05-26","1","L"
"05-31","1","L"
"06-05","1","L"
"06-10","0","L"
"06-15","0","L"
"06-20","1","L"
"06-25","0","L"
"06-30","2","L"
"07-05","2","L"
"07-10","2","L"
"07-15","2","L"
"07-20","1","L"
"07-25","1","L"
"07-30","2","L"
"08-04","2","L"
"08-09","2","L"
"08-14","1","L"
"08-19","2","L"
"08-24","3","L"
"08-29","0","L"
"09-03","2","L"
"09-08","3","L"
"09-13","2","L"
"09-18","2","L"
"09-23","4","M"
"09-28","5","M"
"10-03","4","M"
"10-08","4","M"
"10-13","7","H"
"10-18","6","M"
"10-23","5","M"
"10-28","3","L"
"11-02","3","L"
"11-07","2","L"
"11-12","2","L"
"11-17","2","L"
"11-22","2","L"
"11-27","2","L"
"12-02","1","L"
