"StartDate","Count","Class"
"01-01","3","L"
"01-06","1","L"
"01-11","0","L"
"01-16","0","L"
"01-21","2","L"
"01-26","2","L"
"01-31","3","L"
"02-05","5","M"
"02-10","4","M"
"02-15","6","M"
"02-20","5","M"
"02-25","6","M"
"03-02","3","L"
"03-07","3","L"
"03-12","1","L"
"03-17","2","L"
"03-22","2","L"
"03-27","4","M"
"04-01","5","M"
"04-06","5","M"
"04-11","4","M"
"04-16","4","M"
"04-21","4","M"
"04-26","4","M"
"05-01","3","L"
"05-06","2","L"
"05-11","4","M"
"05-16","3","L"
"05-21","5","M"
"05-26","4","M"
"05-31","4","M"
"06-05","3","L"
"06-10","3","L"
"06-15","2","L"
"06-20","5","M"
"06-25","3","L"
"06-30","2","L"
"07-05","3","L"
"07-10","6","M"
"07-15","3","L"
"07-20","4","M"
"07-25","6","M"
"07-30","4","M"
"08-04","2","L"
"08-09","3","L"
"08-14","4","M"
"08-19","3","L"
"08-24","4","M"
"08-29","4","M"
"09-03","1","L"
"09-08","1","L"
"09-13","2","L"
"09-18","3","L"
"09-23","4","M"
"09-28","3","L"
"10-03","4","M"
"10-08","5","M"
"10-13","4","M"
"10-18","1","L"
"10-23","0","L"
"10-28","1","L"
"11-02","1","L"
"11-07","1","L"
"11-12","0","L"
"11-17","3","L"
"11-22","2","L"
"11-27","1","L"
"12-02","1","L"
