"StartDate","Count","Class"
"01-01","3","L"
"01-06","3","L"
"01-11","5","M"
"01-16","4","M"
"01-21","1","L"
"01-26","3","L"
"01-31","5","M"
"02-05","5","M"
"02-10","6","M"
"02-15","8","H"
"02-20","7","H"
"02-25","6","M"
"03-02","7","H"
"03-07","9","H"
"03-12","7","H"
"03-17","7","H"
"03-22","8","H"
"03-27","10","H"
"04-01","9","H"
"04-06","8","H"
"04-11","9","H"
"04-16","9","H"
"04-21","9","H"
"04-26","10","H"
"05-01","9","H"
"05-06","8","H"
"05-11","8","H"
"05-16","8","H"
"05-21","10","H"
"05-26","8","H"
"05-31","10","H"
"06-05","9","H"
"06-10","7","H"
"06-15","7","H"
"06-20","7","H"
"06-25","6","M"
"06-30","7","H"
"07-05","8","H"
"07-10","9","H"
"07-15","9","H"
"07-20","6","M"
"07-25","8","H"
"07-30","6","M"
"08-04","6","M"
"08-09","6","M"
"08-14","6","M"
"08-19","8","H"
"08-24","4","M"
"08-29","7","H"
"09-03","6","M"
"09-08","3","L"
"09-13","6","M"
"09-18","4","M"
"09-23","4","M"
"09-28","3","L"
"10-03","3","L"
"10-08","3","L"
"10-13","2","L"
"10-18","1","L"
"10-23","1","L"
"10-28","0","L"
"11-02","3","L"
"11-07","2","L"
"11-12","0","L"
"11-17","0","L"
"11-22","0","L"
"11-27","1","L"
"12-02","0","L"
