"StartDate","Count","Class"
"01-01","4","M"
"01-06","4","M"
"01-11","2","L"
"01-16","4","M"
"01-21","5","M"
"01-26","5","M"
"01-31","5","M"
"02-05","5","M"
"02-10","5","M"
"02-15","2","L"
"02-20","1","L"
"02-25","3","L"
"03-02","3","L"
"03-07","4","M"
"03-12","4","M"
"03-17","2","L"
"03-22","3","L"
"03-27","2","L"
"04-01","3","L"
"04-06","2","L"
"04-11","3","L"
"04-16","2","L"
"04-21","1","L"
"04-26","2","L"
"05-01","1","L"
"05-06","0","L"
"05-11","1","L"
"05-16","0","L"
"05-21","0","L"
"05-26","1","L"
"05-31","0","L"
"06-05","1","L"
"06-10","2","L"
"06-15","2","L"
"06-20","2","L"
"06-25","2","L"
"06-30","3","L"
"07-05","0","L"
"07-10","1","L"
"07-15","0","L"
"07-20","0","L"
"07-25","1","L"
"07-30","0","L"
"08-04","1","L"
"08-09","2","L"
"08-14","0","L"
"08-19","2","L"
"08-24","2","L"
"08-29","2","L"
"09-03","4","M"
"09-08","6","M"
"09-13","5","M"
"09-18","4","M"
"09-23","3","L"
"09-28","4","M"
"10-03","6","M"
"10-08","3","L"
"10-13","6","M"
"10-18","5","M"
"10-23","4","M"
"10-28","5","M"
"11-02","6","M"
"11-07","8","H"
"11-12","8","H"
"11-17","8","H"
"11-22","7","H"
"11-27","5","M"
"12-02","4","M"
