"StartDate","Count","Class"
"01-01","2","L"
"01-06","4","M"
"01-11","4","M"
"01-16","3","L"
"01-21","5","M"
"01-26","3","L"
"01-31","3","L"
"02-05","3","L"
"02-10","2","L"
"02-15","3","L"
"02-20","5","M"
"02-25","4","M"
"03-02","5","M"
"03-07","3","L"
"03-12","4","M"
"03-17","2","L"
"03-22","3","L"
"03-27","3","L"
"04-01","4","M"
"04-06","4","M"
"04-11","5","M"
"04-16","6","M"
"04-21","5","M"
"04-26","3","L"
"05-01","2","L"
"05-06","1","L"
"05-11","1","L"
"05-16","1","L"
"05-21","1","L"
"05-26","1","L"
"05-31","1","L"
"06-05","1","L"
"06-10","1","L"
"06-15","2","L"
"06-20","0","L"
"06-25","0","L"
"06-30","1","L"
"07-05","0","L"
"07-10","2","L"
"07-15","0","L"
"07-20","1","L"
"07-25","2","L"
"07-30","0","L"
"08-04","1","L"
"08-09","0","L"
"08-14","2","L"
"08-19","2","L"
"08-24","2","L"
"08-29","3","L"
"09-03","3","L"
"09-08","3","L"
"09-13","2","L"
"09-18","2","L"
"09-23","2","L"
"09-28","3","L"
"10-03","5","M"
"10-08","5","M"
"10-13","7","H"
"10-18","9","H"
"10-23","6","M"
"10-28","5","M"
"11-02","5","M"
"11-07","4","M"
"11-12","5","M"
"11-17","4","M"
"11-22","3","L"
"11-27","3","L"
"12-02","3","L"
