"StartDate","Count","Class"
"01-01","4","M"
"01-06","7","H"
"01-11","2","L"
"01-16","6","M"
"01-21","7","H"
"01-26","8","H"
"01-31","7","H"
"02-05","8","H"
"02-10","7","H"
"02-15","8","H"
"02-20","8","H"
"02-25","8","H"
"03-02","7","H"
"03-07","6","M"
"03-12","4","M"
"03-17","4","M"
"03-22","6","M"
"03-27","5","M"
"04-01","4","M"
"04-06","3","L"
"04-11","2","L"
"04-16","3","L"
"04-21","0","L"
"04-26","0","L"
"05-01","0","L"
"05-06","0","L"
"05-11","1","L"
"05-16","0","L"
"05-21","2","L"
"05-26","1","L"
"05-31","2","L"
"06-05","0","L"
"06-10","1","L"
"06-15","0","L"
"06-20","0","L"
"06-25","1","L"
"06-30","2","L"
"07-05","1","L"
"07-10","1","L"
"07-15","1","L"
"07-20","0","L"
"07-25","0","L"
"07-30","1","L"
"08-04","0","L"
"08-09","0","L"
"08-14","0","L"
"08-19","2","L"
"08-24","2","L"
"08-29","1","L"
"09-03","1","L"
"09-08","1","L"
"09-13","2","L"
"09-18","3","L"
"09-23","3","L"
"09-28","3","L"
"10-03","3","L"
"10-08","5","M"
"10-13","6","M"
"10-18","6","M"
"10-23","7","H"
"10-28","6","M"
"11-02","6","M"
"11-07","4","M"
"11-12","5","M"
"11-17","4","M"
"11-22","4","M"
"11-27","6","M"
"12-02","6","M"
