"StartDate","Count","Class"
"01-01","3","L"
"01-06","2","L"
"01-11","2","L"
"01-16","4","M"
"01-21","5","M"
"01-26","5","M"
"01-31","6","M"
"02-05","5","M"
"02-10","3","L"
"02-15","1","L"
"02-20","3","L"
"02-25","7","H"
"03-02","7","H"
"03-07","7","H"
"03-12","7","H"
"03-17","8","H"
"03-22","7","H"
"03-27","4","M"
"04-01","4","M"
"04-06","4","M"
"04-11","1","L"
"04-16","3","L"
"04-21","2","L"
"04-26","2","L"
"05-01","2","L"
"05-06","2","L"
"05-11","3","L"
"05-16","2","L"
"05-21","1","L"
"05-26","2","L"
"05-31","2","L"
"06-05","1","L"
"06-10","2","L"
"06-15","2","L"
"06-20","1","L"
"06-25","2","L"
"06-30","1","L"
"07-05","1","L"
"07-10","1","L"
"07-15","0","L"
"07-20","0","L"
"07-25","0","L"
"07-30","0","L"
"08-04","1","L"
"08-09","0","L"
"08-14","1","L"
"08-19","1","L"
"08-24","1","L"
"08-29","3","L"
"09-03","2","L"
"09-08","3","L"
"09-13","2","L"
"09-18","3","L"
"09-23","2","L"
"09-28","1","L"
"10-03","0","L"
"10-08","0","L"
"10-13","2","L"
"10-18","3","L"
"10-23","4","M"
"10-28","4","M"
"11-02","6","M"
"11-07","7","H"
"11-12","8","H"
"11-17","6","M"
"11-22","6","M"
"11-27","6","M"
"12-02","5","M"
