"StartDate","Count","Class"
"01-01","4","M"
"01-06","6","M"
"01-11","6","M"
"01-16","4","M"
"01-21","6","M"
"01-26","7","H"
"01-31","7","H"
"02-05","7","H"
"02-10","6","M"
"02-15","9","H"
"02-20","8","H"
"02-25","7","H"
"03-02","8","H"
"03-07","9","H"
"03-12","8","H"
"03-17","7","H"
"03-22","8","H"
"03-27","5","M"
"04-01","5","M"
"04-06","5","M"
"04-11","5","M"
"04-16","2","L"
"04-21","2","L"
"04-26","2","L"
"05-01","2","L"
"05-06","3","L"
"05-11","4","M"
"05-16","4","M"
"05-21","2","L"
"05-26","2","L"
"05-31","1","L"
"06-05","1","L"
"06-10","3","L"
"06-15","2","L"
"06-20","2","L"
"06-25","1","L"
"06-30","1","L"
"07-05","2","L"
"07-10","2","L"
"07-15","1","L"
"07-20","1","L"
"07-25","0","L"
"07-30","0","L"
"08-04","0","L"
"08-09","0","L"
"08-14","0","L"
"08-19","0","L"
"08-24","1","L"
"08-29","2","L"
"09-03","2","L"
"09-08","2","L"
"09-13","3","L"
"09-18","2","L"
"09-23","1","L"
"09-28","5","M"
"10-03","3","L"
"10-08","7","H"
"10-13","8","H"
"10-18","8","H"
"10-23","8","H"
"10-28","9","H"
"11-02","8","H"
"11-07","10","H"
"11-12","9","H"
"11-17","8","H"
"11-22","9","H"
"11-27","7","H"
"12-02","8","H"
