"StartDate","Count","Class"
"01-01","8","H"
"01-06","8","H"
"01-11","8","H"
"01-16","9","H"
"01-21","8","H"
"01-26","9","H"
"01-31","9","H"
"02-05","9","H"
"02-10","8","H"
"02-15","8","H"
"02-20","8","H"
"02-25","8","H"
"03-02","7","H"
"03-07","7","H"
"03-12","7","H"
"03-17","5","M"
"03-22","7","H"
"03-27","3","L"
"04-01","8","H"
"04-06","6","M"
"04-11","6","M"
"04-16","3","L"
"04-21","4","M"
"04-26","3","L"
"05-01","4","M"
"05-06","4","M"
"05-11","5","M"
"05-16","6","M"
"05-21","5","M"
"05-26","6","M"
"05-31","4","M"
"06-05","3","L"
"06-10","2","L"
"06-15","1","L"
"06-20","1","L"
"06-25","2","L"
"06-30","2","L"
"07-05","2","L"
"07-10","1","L"
"07-15","1","L"
"07-20","0","L"
"07-25","0","L"
"07-30","2","L"
"08-04","2","L"
"08-09","3","L"
"08-14","2","L"
"08-19","1","L"
"08-24","2","L"
"08-29","3","L"
"09-03","2","L"
"09-08","3","L"
"09-13","7","H"
"09-18","7","H"
"09-23","8","H"
"09-28","9","H"
"10-03","10","H"
"10-08","9","H"
"10-13","9","H"
"10-18","7","H"
"10-23","10","H"
"10-28","10","H"
"11-02","10","H"
"11-07","9","H"
"11-12","9","H"
"11-17","9","H"
"11-22","9","H"
"11-27","9","H"
"12-02","9","H"
