"StartDate","Count","Class"
"01-01","8","H"
"01-06","9","H"
"01-11","10","H"
"01-16","10","H"
"01-21","7","H"
"01-26","6","M"
"01-31","6","M"
"02-05","7","H"
"02-10","6","M"
"02-15","5","M"
"02-20","7","H"
"02-25","6","M"
"03-02","5","M"
"03-07","3","L"
"03-12","4","M"
"03-17","3","L"
"03-22","2","L"
"03-27","1","L"
"04-01","1","L"
"04-06","3","L"
"04-11","2","L"
"04-16","2","L"
"04-21","2","L"
"04-26","2","L"
"05-01","2","L"
"05-06","2","L"
"05-11","1","L"
"05-16","2","L"
"05-21","3","L"
"05-26","3","L"
"05-31","2","L"
"06-05","3","L"
"06-10","3","L"
"06-15","4","M"
"06-20","3","L"
"06-25","3","L"
"06-30","5","M"
"07-05","4","M"
"07-10","6","M"
"07-15","5","M"
"07-20","5","M"
"07-25","5","M"
"07-30","2","L"
"08-04","5","M"
"08-09","6","M"
"08-14","5","M"
"08-19","2","L"
"08-24","4","M"
"08-29","3","L"
"09-03","4","M"
"09-08","3","L"
"09-13","3","L"
"09-18","4","M"
"09-23","4","M"
"09-28","6","M"
"10-03","7","H"
"10-08","7","H"
"10-13","8","H"
"10-18","8","H"
"10-23","8","H"
"10-28","6","M"
"11-02","4","M"
"11-07","5","M"
"11-12","6","M"
"11-17","7","H"
"11-22","6","M"
"11-27","7","H"
"12-02","6","M"
