"StartDate","Count","Class"
"01-01","1","L"
"01-06","0","L"
"01-11","0","L"
"01-16","0","L"
"01-21","1","L"
"01-26","1","L"
"01-31","0","L"
"02-05","1","L"
"02-10","0","L"
"02-15","2","L"
"02-20","3","L"
"02-25","7","H"
"03-02","7","H"
"03-07","3","L"
"03-12","8","H"
"03-17","7","H"
"03-22","8","H"
"03-27","7","H"
"04-01","8","H"
"04-06","7","H"
"04-11","8","H"
"04-16","9","H"
"04-21","8","H"
"04-26","8","H"
"05-01","6","M"
"05-06","6","M"
"05-11","3","L"
"05-16","3","L"
"05-21","3","L"
"05-26","3","L"
"05-31","4","M"
"06-05","3","L"
"06-10","3","L"
"06-15","4","M"
"06-20","4","M"
"06-25","3","L"
"06-30","4","M"
"07-05","4","M"
"07-10","6","M"
"07-15","5","M"
"07-20","5","M"
"07-25","4","M"
"07-30","2","L"
"08-04","3","L"
"08-09","3","L"
"08-14","2","L"
"08-19","3","L"
"08-24","3","L"
"08-29","3","L"
"09-03","4","M"
"09-08","6","M"
"09-13","8","H"
"09-18","7","H"
"09-23","6","M"
"09-28","6","M"
"10-03","7","H"
"10-08","7","H"
"10-13","6","M"
"10-18","3","L"
"10-23","3","L"
"10-28","3","L"
"11-02","3","L"
"11-07","3","L"
"11-12","3","L"
"11-17","3","L"
"11-22","1","L"
"11-27","0","L"
"12-02","0","L"
